docket,violation_address,city,state,cleaned_address,corrected
23DT000582,1010 W MADISON,Chicago,Illinois,1010 W MADISON,
22DT001042,1100 E 47TH ST,Chicago,Illinois,1100 E 47TH ST,
23DT000559,1101 W BERWYN,Chicago,Illinois,1101 W BERWYN,
22DT001387,100  UNKNOWN,Chicago,Illinois,100  UNKNOWN,
21DS20339M,1200 W BELMONT AVE,Chicago,Illinois,1200 W BELMONT AVE,
21DT001182,1325 N BOSWORTH,Chicago,Illinois,1325 N BOSWORTH,
22DT001232,326 W SCHILLER,Chicago,Illinois,326 W SCHILLER,
23DT000580,1401 N SEDGWICK,Chicago,Illinois,1401 N SEDGWICK,
21DT000380,1445 W LILL,Chicago,Illinois,1445 W LILL,
20DS75874L,1516 W FARWELL AVE,Chicago,Illinois,1516 W FARWELL AVE,
21DT001065,1600 W MADISON ST,Chicago,Illinois,1600 W MADISON ST,
21DT000514,164 E GRAND,Chicago,Illinois,164 E GRAND AVE,True
21DT001071,19 N BISHOP ST,Chicago,Illinois,19 N BISHOP ST,
21DT001169,1801 S STATE ST,Chicago,Illinois,1801 S STATE ST,
21DT000634,1848 N LINCOLN,Chicago,Illinois,1848 N LINCOLN,
21DT000619,1858 N SHEFFIELD,Chicago,Illinois,1858 N SHEFFIELD,
21DT000533,20 W ONTARIO ST,Chicago,Illinois,20 W ONTARIO ST,
21DT000384,2206 N KENMORE,Chicago,Illinois,2206 N KENMORE,
22DT001228,2559 S FEDERAL ST,Chicago,Illinois,2559 S FEDERAL ST,
20DS77811L,2612 W BARRY AVE,Chicago,Illinois,2612 W BARRY AVE,
20DS77340L,2668 N LINCOLN AVE,Chicago,Illinois,2668 N LINCOLN AVE,
19DS72153L,300 W WASHINGTON ST,Chicago,Illinois,300 W WASHINGTON ST,
21DT000577,327 N ABERDEEN ST,Chicago,Illinois,327 N ABERDEEN ST,
21DS20487M,3311 W WASHINGTON BLVD,Chicago,Illinois,3311 W WASHINGTON BLVD,
22DT001115,3540 S NORMAL,Chicago,Illinois,3540 S NORMAL,
21DT001189,3832 S WABASH,Chicago,Illinois,3832 S WABASH,
23DT000243,1345 W ESTES,Chicago,Illinois,1345 W ESTES,
20DT000530,424 W 119TH ST,Chicago,Illinois,424 W 119TH ST,
20DT000531,424 W 119TH ST,Chicago,Illinois,424 W 119TH ST,
21DT001052,4400 S DREXEL,Chicago,Illinois,4400 S DREXEL,
22DT001045,4646 S DREXEL,Chicago,Illinois,4646 S DREXEL,
21DS20258M,5035 N LINCOLN AVE,Chicago,Illinois,5035 N LINCOLN AVE,
19DT006043,5129 S HARPER,Chicago,Illinois,5129 S HARPER,
21DT003052,4741 W 51ST ST,Chicago,Illinois,4741 W 51ST ST,
21DT003053,5101 S CICERO,Chicago,Illinois,5101 S CICERO,
21DT001158,516 E OAKWOOD,Chicago,Illinois,516 E OAKWOOD,
22DS04149M,5849 S BISHOP ST,Chicago,Illinois,5849 S BISHOP ST,
20DS76790L,6163 N NORTHWEST HWY,Chicago,Illinois,6163 N NORTHWEST HWY,
21DT000591,627 W RANDOLPH ST,Chicago,Illinois,627 W RANDOLPH ST,
22DT000992,6702 S PULASKI RD,Chicago,Illinois,6702 S PULASKI RD,
22DT001212,6840 W BELMONT,Chicago,Illinois,6840 W BELMONT,
22DT000610,315 W CHICAGO,Chicago,Illinois,315 W CHICAGO,
21DT003371,1629 S CLINTON,Chicago,Illinois,1629 S CLINTON,
20DT000920,828 N ORLEANS ST,Chicago,Illinois,828 N ORLEANS ST,
20DT000532,828 N STATE ST,Chicago,Illinois,828 N STATE ST,
21DT00034A,8336 S ASHLAND AVE,Chicago,Illinois,8336 S ASHLAND AVE,
22DT003519,7441 N ROGERS,Chicago,Illinois,7441 N ROGERS,
22DT001198,3302 W WALNUT ST,Chicago,Illinois,3302 W WALNUT ST,
21DT000550,3501 W IOWA ST,Chicago,Illinois,3501 W IOWA ST,
23DT000562,3701 W MONTROSE,Chicago,Illinois,3701 W MONTROSE,
21DT001004,2501 N CICERO,Chicago,Illinois,2501 N CICERO,
20DS76077L,4326 S WESTERN AVE,Chicago,Illinois,4326 S WESTERN AVE,
20DT000689,519 S CLINTON,Chicago,Illinois,519 S CLINTON,
20DT001040,519 S CLINTON,Chicago,Illinois,519 S CLINTON,
21DT000520,2059 N KENMORE,Chicago,Illinois,2059 N KENMORE,
20DT001518,6815 W ARCHERS,Chicago,Illinois,6815 W ARCHER,True
20DT001519,5501 S NEW CASTLE,Chicago,Illinois,5501 S NEWCASTLE,True
20DT001520,5500 S OAK PARK,Chicago,Illinois,5500 S OAK PARK,
22DS04135M,7059 S HALSTED ST,Chicago,Illinois,7059 S HALSTED ST,
20DT000865,7141 W ARCHER,Chicago,Illinois,7141 W ARCHER,
20DT000866,5500 S NEVA,Chicago,Illinois,5500 S NEVA,
20DT000867,5501 S HARLEM,Chicago,Illinois,5501 S HARLEM,
20DT004074,3956 W GRAND,Chicago,Illinois,3956 W GRAND AVE,True
21DT000611,2453 S ARCHER,Chicago,Illinois,2453 S ARCHER,
21DS19144M,7056 S PARNELL AVE,Chicago,Illinois,7056 S PARNELL AVE,
20DT000857,9219 S BALTIMORE,Chicago,Illinois,9219 S BALTIMORE,
21DT000621,1841 N SEDGWICK ST,Chicago,Illinois,1841 N SEDGWICK ST,
21DT001197,5649 S PRINCETON,Chicago,Illinois,5649 S PRINCETON,
22DS03906M,4955 S HOYNE AVE,Chicago,Illinois,4955 S HOYNE AVE,
20DT000848,5892 S ARCHER,Chicago,Illinois,5892 S ARCHER,
20DT001525,5892 S ARCHER,Chicago,Illinois,5892 S ARCHER,
20DT001526,5348 S CENTRAL,Chicago,Illinois,5348 S CENTRAL AVE,True
21DT002979,5892 S ARCHER,Chicago,Illinois,5892 S ARCHER,
21DT002977,5308 S CENTRAL,Chicago,Illinois,5308 S CENTRAL AVE,True
21DT002978,5308 S CENTRAL,Chicago,Illinois,5308 S CENTRAL AVE,True
21DT001257,5555 W KAMERLING,Chicago,Illinois,5555 W KAMERLING,
20DT001105,2013 S LOOMIS,Chicago,Illinois,2013 S LOOMIS,
22DS03727M,2101 N MELVINA AVE,Chicago,Illinois,2101 N MELVINA AVE,
20DT001631,2000 W MADISON ST,Chicago,Illinois,2000 W MADISON ST,
20DT001654,2 N DAMEN,Chicago,Illinois,2 N DAMEN,
22DT004351,2834 W DIVERSEY,Chicago,Illinois,2834 W DIVERSEY,
21DT000567,220 S ASHLAND,Chicago,Illinois,220 S ASHLAND,
21DT00021A,7101 S ASHLAND AVE,Chicago,Illinois,7101 S ASHLAND AVE,
21DT000371,1198 N MONTICELLO,Chicago,Illinois,1198 N MONTICELLO,
21DT001240,3311 S ARCHER,Chicago,Illinois,3311 S ARCHER,
22DS04411M,4331 S HONORE ST,Chicago,Illinois,4331 S HONORE ST,
20DT001152,1717 N HUMBOLDT BLVD,Chicago,Illinois,1717 N HUMBOLDT BLVD,
22DT001558,4630 S GREENWOOD,Chicago,Illinois,4630 S GREENWOOD,
21DT000677,5107 W ARMITAGE,Chicago,Illinois,5107 W ARMITAGE,
19DS72310L,2547 W 47TH ST,Chicago,Illinois,2547 W 47TH ST,
22DT003307,2323 W NORTH,Chicago,Illinois,2323 W NORTH AVE,True
21DT000553,358 E 43RD ST,Chicago,Illinois,358 E 43RD ST,
21DT001364,4710 S ARCHER,Chicago,Illinois,4710 S ARCHER,
20DT001523,6559 W ARCHER,Chicago,Illinois,6559 W ARCHER,
20DT001524,5501 S NASHVILLE,Chicago,Illinois,5501 S NASHVILLE,
21DS20236M,2257 W FOSTER AVE,Chicago,Illinois,2257 W FOSTER AVE,
22DT001592,6601 W BELMONT,Chicago,Illinois,6601 W BELMONT,
22DS04283M,5749 S PEORIA ST,Chicago,Illinois,5749 S PEORIA ST,
22DT000546,2475 N MILWAUKEE,Chicago,Illinois,2475 N MILWAUKEE,
22DT001190,3236 W WALNUT ST,Chicago,Illinois,3236 W WALNUT ST,
22DT001191,3238 W WALNUT ST,Chicago,Illinois,3238 W WALNUT ST,
22DT001192,3234 W WALNUT ST,Chicago,Illinois,3234 W WALNUT ST,
21DS20633M,3238 W WALNUT ST,Chicago,Illinois,3238 W WALNUT ST,
21DT000704,7061 W BELMONT,Chicago,Illinois,7061 W BELMONT,
20DT000839,5749 S HARLEM,Chicago,Illinois,5749 S HARLEM,
20DT000840,7148 W 58TH ST,Chicago,Illinois,7148 W 58TH ST,
22DT000953,2521 N CALIFORNIA,Chicago,Illinois,2521 N CALIFORNIA,
22DT001210,5952 W ADDISON ST,Chicago,Illinois,5952 W ADDISON ST,
20DT000843,5747 S HARLEM,Chicago,Illinois,5747 S HARLEM,
20DT000844,5737 S HARLEM,Chicago,Illinois,5737 S HARLEM,
21DT001043,1837 N DAYTON ST,Chicago,Illinois,1837 N DAYTON ST,
22DT000675,3324 W DIVERSEY,Chicago,Illinois,3324 W DIVERSEY,
21DT001159,4559 S ST LAWRENCE,Chicago,Illinois,4559 S ST LAWRENCE,
20DT001037,813 W CERMAK RD,Chicago,Illinois,813 W CERMAK RD,
22DS04371M,6441 S ABERDEEN ST,Chicago,Illinois,6441 S ABERDEEN ST,
22DS04251M,3621 W 69TH ST,Chicago,Illinois,3621 W 69TH ST,
21DT002779,6343 W 63RD ST,Chicago,Illinois,6343 W 63RD ST,
21DT002781,6301 S NARRAGANSETT,Chicago,Illinois,6301 S NARRAGANSETT,
21DT002782,6301 S NARRAGANSETT,Chicago,Illinois,6301 S NARRAGANSETT,
21DT002780,343 W 63RD ST,Chicago,Illinois,343 W 63RD ST,
21DT001239,3172 W MONROE ST,Chicago,Illinois,3172 W MONROE ST,
22DT001590,6605 W BELMONT,Chicago,Illinois,6605 W BELMONT,
22DS04258M,4710 S WESTERN AVE,Chicago,Illinois,4710 S WESTERN AVE,
21DT000519,1969 N LINCOLN,Chicago,Illinois,1969 N LINCOLN,
22DS03757M,5132 S WESTERN AVE,Chicago,Illinois,5132 S WESTERN AVE,
22DS04191M,6220 S DAMEN AVE,Chicago,Illinois,6220 S DAMEN AVE,
22DS04357M,6448 S ABERDEEN ST,Chicago,Illinois,6448 S ABERDEEN ST,
20DS76173L,2256 N LAMON AVE,Chicago,Illinois,2256 N LAMON AVE,
21DT001091,800 W ADAMS ST,Chicago,Illinois,800 W ADAMS ST,
21DT001512,2235 W CERMAK,Chicago,Illinois,2235 W CERMAK,
20DS78298L,4601 S ROCKWELL ST,Chicago,Illinois,4601 S ROCKWELL ST,
21DT002798,5059 S CALIFORNIA,Chicago,Illinois,5059 S CALIFORNIA,
23DT000454,2319 W BARRY,Chicago,Illinois,2319 W BARRY,
22DS04277M,1721 W 59TH ST,Chicago,Illinois,1721 W 59TH ST,
22DS04186M,1923 W 59TH ST,Chicago,Illinois,1923 W 59TH ST,
21CP002214,6459 S HONORE ST,Chicago,Illinois,6459 S HONORE ST,
21DT001125,5960 W LAWRENCE,Chicago,Illinois,5960 W LAWRENCE,
21DT000893,1945 W GRAND,Chicago,Illinois,1945 W GRAND AVE,True
21DT001123,4825 W LAWRENCE,Chicago,Illinois,4825 W LAWRENCE,
22DT000562,1913 W BELMONT,Chicago,Illinois,1913 W BELMONT,
22DT001317,3332 W FOSTER,Chicago,Illinois,3332 W FOSTER,
22DT000950,5129 W BELMONT,Chicago,Illinois,5129 W BELMONT,
22DT000758,3415 S ARCHER,Chicago,Illinois,3415 S ARCHER,
22DT000630,9900 S HALSTED,Chicago,Illinois,9900 S HALSTED,
21DT001054,4341 S CHAMPLAIN,Chicago,Illinois,4341 S CHAMPLAIN,
22DT001563,29 E BALBO,Chicago,Illinois,29 E BALBO,
20DT001036,217 W 25TH PL,Chicago,Illinois,217 W 25TH PL,
23DS13237M,7418 N PAULINA ST,Chicago,Illinois,7418 N PAULINA ST,
22DT000558,1345 N PULASKI RD,Chicago,Illinois,1345 N PULASKI RD,
20DT000570,62 E CHICAGO,Chicago,Illinois,62 E CHICAGO,
21DT000555,3158 S KING DR,Chicago,Illinois,3158 S KING DR,
20DS77477L,4438 S GREENWOOD AVE,Chicago,Illinois,4438 S GREENWOOD AVE,
20DT001119,220 E 21ST ST,Chicago,Illinois,220 E 21ST ST,
22DS02761M,7901 S INDIANA AVE,Chicago,Illinois,7901 S INDIANA AVE,
21DS20596M,6054 W SCHOOL ST,Chicago,Illinois,6054 W SCHOOL ST,
22DS04294M,6343 S THROOP ST,Chicago,Illinois,6343 S THROOP ST,
22DT001132,1836 S WABASH,Chicago,Illinois,1836 S WABASH,
22DT001565,2831 S MICHIGAN,Chicago,Illinois,2831 S MICHIGAN,
22DT001566,250 E 29TH ST,Chicago,Illinois,250 E 29TH ST,
21DT001045,4020 S DREXEL,Chicago,Illinois,4020 S DREXEL,
21DT001046,1214 E 46TH ST,Chicago,Illinois,1214 E 46TH ST,
20DT001118,220 E 21ST ST,Chicago,Illinois,220 E 21ST ST,
20DT001035,223 W 25TH PL,Chicago,Illinois,223 W 25TH PL,
19DT005697,3800 S EMERALD,Chicago,Illinois,3800 S EMERALD,
21DT001184,220 W 25TH PL,Chicago,Illinois,220 W 25TH PL,
21DT000522,1670 N BISSELL ST,Chicago,Illinois,1670 N BISSELL ST,
20DS76449L,4829 S KEDZIE AVE,Chicago,Illinois,4829 S KEDZIE AVE,
21DT000614,236 W 26TH ST,Chicago,Illinois,236 W 26TH ST,
20DT001445,3600 S WOOD,Chicago,Illinois,3600 S WOOD,
20DT001039,2401 S LEAVITT,Chicago,Illinois,2401 S LEAVITT,
23DT000436,1248 N PAULINA ST,Chicago,Illinois,1248 N PAULINA ST,
22DT001405,2807 N CLYBOURN,Chicago,Illinois,2807 N CLYBOURN,
21DT001974,1712 N WOLCOTT,Chicago,Illinois,1712 N WOLCOTT,
21DT000998,1042 N WESTERN,Chicago,Illinois,1042 N WESTERN,
21DT001331,3400 S PULASKI RD,Chicago,Illinois,3400 S PULASKI RD,
21DT001583,2701 N CLYBOURN,Chicago,Illinois,2701 N CLYBOURN,
22DT000842,2350 N NARRAGANSETT,Chicago,Illinois,2350 N NARRAGANSETT,
22DT000843,6600 W GRAND,Chicago,Illinois,6600 W GRAND AVE,True
22DT001119,2401 W HADDON,Chicago,Illinois,2401 W HADDON,
20DS72765L,7201 S EVANS AVE,Chicago,Illinois,7201 S EVANS AVE,
20DT000696,1073 W MAXWELL ST,Chicago,Illinois,1073 W MAXWELL ST,
20DT000850,5245 S ARCHER,Chicago,Illinois,5245 S ARCHER,
20DT000851,5301 S LARAMIE,Chicago,Illinois,5301 S LARAMIE,
22DS03916M,5519 S CARPENTER ST,Chicago,Illinois,5519 S CARPENTER ST,
22DT001201,528 S WESTERN,Chicago,Illinois,528 S WESTERN,
20DS76031L,5941 S WOOD ST,Chicago,Illinois,5941 S WOOD ST,
22DS04370M,6159 S ARTESIAN AVE,Chicago,Illinois,6159 S ARTESIAN AVE,
20DT003874,3244 W WABANSIA,Chicago,Illinois,3244 W WABANSIA,
20DS77795L,2525 W POPE JOHN PAUL II DR,Chicago,Illinois,2525 W POPE JOHN PAUL II DR,
20DS77717L,4524 S WESTERN AVE,Chicago,Illinois,4524 S WESTERN AVE,
21DT000995,505 N HERMITAGE,Chicago,Illinois,505 N HERMITAGE,
20CP012098,6117 W DICKENS,Chicago,Illinois,6117 W DICKENS,
21DT000859,2100 N MCVICKER,Chicago,Illinois,2100 N MCVICKER,
23DT000956,5601 S NEWCASTLE,Chicago,Illinois,5601 S NEWCASTLE,
20DT000917,3100 S INDIANA,Chicago,Illinois,3100 S INDIANA,
22DS04410M,4335 S HONORE ST,Chicago,Illinois,4335 S HONORE ST,
20DS76079L,11914 S LOWE AVE,Chicago,Illinois,11914 S LOWE AVE,
22CP000622,11519 S VINCENNES,Chicago,Illinois,11519 S VINCENNES,
20DT000439,6460 W FULLERTON,Chicago,Illinois,6460 W FULLERTON,
23DT000585,245 W SCOTT,Chicago,Illinois,245 W SCOTT,
20DT001113,648 W WEBSTER,Chicago,Illinois,648 W WEBSTER,
21DT001170,3400 S RACINE,Chicago,Illinois,3400 S RACINE,
21DT000664,3358 N CICERO,Chicago,Illinois,3358 N CICERO,
20DS77441L,4409 S ROCKWELL ST,Chicago,Illinois,4409 S ROCKWELL ST,
22DT001858,1303 E HYDE PARK,Chicago,Illinois,1303 E HYDE PARK,
20CP00166A,5959 W GRAND AVE,Chicago,Illinois,5959 W GRAND AVE,
20CP007989,6148 S MOODY,Chicago,Illinois,6148 S MOODY,
22DT001287,2701 S WELLS,Chicago,Illinois,2701 S WELLS,
21DT000878,1740 N MILWUAKEE,Chicago,Illinois,1740 N MILWAUKEE,True
22DS04355M,4710 S WESTERN AVE,Chicago,Illinois,4710 S WESTERN AVE,
21DS20687M,1808 W 47TH ST,Chicago,Illinois,1808 W 47TH ST,
20DS77140L,6349 S WESTERN AVE,Chicago,Illinois,6349 S WESTERN AVE,
20DT001521,6190 S ARCHER,Chicago,Illinois,6190 S ARCHER,
20DT001522,5381 S MEADE,Chicago,Illinois,5381 S MEADE,
22DT001531,1601 E 89TH ST,Chicago,Illinois,1601 E 89TH ST,
21DT001168,1255 W SCHUBERT,Chicago,Illinois,1255 W SCHUBERT,
21DT000602,1842 N MOHAWK ST,Chicago,Illinois,1842 N MOHAWK ST,
21DT002983,5438 S MULLIGAN,Chicago,Illinois,5438 S MULLIGAN,
21DT002985,6366 W ARCHER,Chicago,Illinois,6366 W ARCHER,
22DS04795M,2820 W 63RD ST,Chicago,Illinois,2820 W 63RD ST,
21DT002805,6259 S OAK PARK,Chicago,Illinois,6259 S OAK PARK,
21DT001162,4726 S KING DR,Chicago,Illinois,4726 S KING DR,
20DT001104,2361 S WHIPPLE,Chicago,Illinois,2361 S WHIPPLE,
23DT000415,3110 W 61ST ST,Chicago,Illinois,3110 W 61ST ST,
23DT000416,3110 W 61ST ST,Chicago,Illinois,3110 W 61ST ST,
23DT000417,3110 W 61ST ST,Chicago,Illinois,3110 W 61ST ST,
23DT000418,3110 W 61ST ST,Chicago,Illinois,3110 W 61ST ST,
23DT000422,3110 W 61ST ST,Chicago,Illinois,3110 W 61ST ST,
23DT000423,3110 W 61ST ST,Chicago,Illinois,3110 W 61ST ST,
22DT001820,7050 S DAMEN,Chicago,Illinois,7050 S DAMEN,
20DT000868,6040 S ARCHER,Chicago,Illinois,6040 S ARCHER,
20DT000869,5333 S MONITOR,Chicago,Illinois,5333 S MONITOR,
21DS20295M,2807 W IRVING PARK RD,Chicago,Illinois,2807 W IRVING PARK RD,
22DT001562,562 E OAKWOOD,Chicago,Illinois,562 E OAKWOOD,
20DS77693L,6612 S LOOMIS BLVD,Chicago,Illinois,6612 S LOOMIS BLVD,
20DT001102,2500 W 35TH ST,Chicago,Illinois,2500 W 35TH ST,
22DT001051,2400 N OAKLEY,Chicago,Illinois,2400 N OAKLEY,
20DT000582,1907 W OHIO ST,Chicago,Illinois,1907 W OHIO ST,
21DT001371,2822 W LYNDALE,Chicago,Illinois,2822 W LYNDALE,
22DT000912,2820 W LYNDALE ST,Chicago,Illinois,2820 W LYNDALE ST,
23DS13066M,2435 W 64TH ST,Chicago,Illinois,2435 W 64TH ST,
20DT001658,48 E GARFIELD,Chicago,Illinois,48 E GARFIELD,
21DT000904,2652 W CHICAGO,Chicago,Illinois,2652 W CHICAGO,
21DT000468,2461 N GENEVA,Chicago,Illinois,2461 N GENEVA,
22DT000775,3008 N LINCOLN,Chicago,Illinois,3008 N LINCOLN,
20DT000864,5501 S NEWLAND,Chicago,Illinois,5501 S NEWLAND,
20DT000863,6925 W ARCHER,Chicago,Illinois,6925 W ARCHER,
22DT000982,701 W DIVERSEY,Chicago,Illinois,701 W DIVERSEY,
22DT001413,1331 W WELLINGTON,Chicago,Illinois,1331 W WELLINGTON,
22DS04234M,5848 S PEORIA ST,Chicago,Illinois,5848 S PEORIA ST,
19DT005705,1751 N HARLEM,Chicago,Illinois,1751 N HARLEM,
21DT001120,2549 W LAWRENCE,Chicago,Illinois,2549 W LAWRENCE,
20DS75933L,4533 S GREENWOOD AVE,Chicago,Illinois,4533 S GREENWOOD AVE,
21DT001166,813 N HOMAN,Chicago,Illinois,813 N HOMAN,
20DS76208L,831 E OAKWOOD BLVD,Chicago,Illinois,831 E OAKWOOD BLVD,
21DT001659,1627 W GRAND,Chicago,Illinois,1627 W GRAND AVE,True
22DT000559,1351 N PULASKI RD,Chicago,Illinois,1351 N PULASKI RD,
21DT000624,1012 N WOLCOTT,Chicago,Illinois,1012 N WOLCOTT,
22CP001604,1049 W MARQUETTE RD,Chicago,Illinois,1049 W MARQUETTE RD,
20DS75914L,1643 W 47TH ST,Chicago,Illinois,1643 W 47TH ST,
21DT001372,2069 N HUMBOLDT,Chicago,Illinois,2069 N HUMBOLDT,
21DS20291M,5956 W HIGGINS AVE,Chicago,Illinois,5956 W HIGGINS AVE,
22DT001345,6316 S HERMITAGE,Chicago,Illinois,6316 S HERMITAGE,
20DT000415,1229 W MADISON,Chicago,Illinois,1229 W MADISON,
22DS04164M,5730 S GREEN ST,Chicago,Illinois,5730 S GREEN ST,
22DT001368,350 N DEARBORN ST,Chicago,Illinois,350 N DEARBORN ST,
20DT000437,5713 W FULLERTON,Chicago,Illinois,5713 W FULLERTON,
20DT000919,301 S LEAVITT ST,Chicago,Illinois,301 S LEAVITT ST,
21DS20267M,5050 N LINCOLN AVE,Chicago,Illinois,5050 N LINCOLN AVE,
21DT000627,602 E OAKWOOD,Chicago,Illinois,602 E OAKWOOD,
21DT000494,1925 S MICHIGAN,Chicago,Illinois,1925 S MICHIGAN,
20CP00167A,5940 W FULLERTON AVE,Chicago,Illinois,5940 W FULLERTON AVE,
20DT000461,2555 N NORMANDY,Chicago,Illinois,2555 N NORMANDY,
20DT001013,4745 W ARMITAGE,Chicago,Illinois,4745 W ARMITAGE,
19DT005901,4745 W ARMITAGE,Chicago,Illinois,4745 W ARMITAGE,
21DT001097,937 W 31ST PL,Chicago,Illinois,937 W 31ST PL,
20DS75875L,5943 S WOOD ST,Chicago,Illinois,5943 S WOOD ST,
21DT001077,948 N RACINE,Chicago,Illinois,948 N RACINE,
21DS20821M,4324 S DREXEL BLVD,Chicago,Illinois,4324 S DREXEL BLVD,
21DS19324M,7105 S STATE ST,Chicago,Illinois,7105 S STATE ST,
21DT001330,3641 S ARCHER,Chicago,Illinois,3641 S ARCHER,
23DT000621,5690 N LINCOLN,Chicago,Illinois,5690 N LINCOLN,
20DS78676L,5004 S WINCHESTER AVE,Chicago,Illinois,5004 S WINCHESTER AVE,
20CP008450,5311 S MELVINA,Chicago,Illinois,5311 S MELVINA,
23DT000466,2335 W BARRY,Chicago,Illinois,2335 W BARRY,
22DT001487,4860 N CALIFORNIA,Chicago,Illinois,4860 N CALIFORNIA,
20DT000416,1018 W MADISON,Chicago,Illinois,1018 W MADISON,
22DT000987,2038 W WALTON,Chicago,Illinois,2038 W WALTON,
22DS04176M,6301 S WESTERN AVE,Chicago,Illinois,6301 S WESTERN AVE,
21DT001487,101 N KEDZIE,Chicago,Illinois,101 N KEDZIE,
20DT000588,3479 S ARCHER,Chicago,Illinois,3479 S ARCHER,
22DT000617,1939 N HUDSON,Chicago,Illinois,1939 N HUDSON,
21DT002778,5349 S HARLEM,Chicago,Illinois,5349 S HARLEM,
21DT000851,3201 W DIVERSEY,Chicago,Illinois,3201 W DIVERSEY,
20DT000490,5401 N LINOLN,Chicago,Illinois,5401 N LINCOLN,True
21DT000379,2525 N GREENVIEW,Chicago,Illinois,2525 N GREENVIEW,
21DT000632,1240 W WEBSTER,Chicago,Illinois,1240 W WEBSTER,
20DT000694,1447 W 17TH ST,Chicago,Illinois,1447 W 17TH ST,
20DT000793,10320 S CHURCH,Chicago,Illinois,10320 S CHURCH ST,True
22DS04194M,1715 W 59TH ST,Chicago,Illinois,1715 W 59TH ST,
22DS04293M,6101 S WOOD ST,Chicago,Illinois,6101 S WOOD ST,
21DT001082,5100 S WABASH,Chicago,Illinois,5100 S WABASH,
21DT002981,5449 S SAYRE,Chicago,Illinois,5449 S SAYRE,
21DT002982,6950 W ARCHER,Chicago,Illinois,6950 W ARCHER,
22DT000959,3019 N LINCOLN,Chicago,Illinois,3019 N LINCOLN,
21DT001199,2711 N ORCHARD ST,Chicago,Illinois,2711 N ORCHARD ST,
21DS20719M,100 N KEDZIE AVE,Chicago,Illinois,100 N KEDZIE AVE,
21DS20750M,100 N KEDZIE AVE,Chicago,Illinois,100 N KEDZIE AVE,
22DT001573,1203 E 50TH ST,Chicago,Illinois,1203 E 50TH ST,
22DT001549,924 N CLARK ST,Chicago,Illinois,924 N CLARK ST,
20DT000584,5550 N ASHLAND,Chicago,Illinois,5550 N ASHLAND,
22DS02294M,75 E 71ST ST,Chicago,Illinois,75 E 71ST ST,
21DT001098,12 E CERMAK RD,Chicago,Illinois,12 E CERMAK RD,
22DT001568,4301 S GREENWOOD,Chicago,Illinois,4301 S GREENWOOD,
22DT001254,5201 W WELLINGTON,Chicago,Illinois,5201 W WELLINGTON,
21DT001485,100 N KEDZIE,Chicago,Illinois,100 N KEDZIE,
20DT000436,5701 W FULLERTON,Chicago,Illinois,5701 W FULLERTON,
20DT000475,3930 N ASHLAND,Chicago,Illinois,3930 N ASHLAND,
21DT001105,955 W WEBSTER,Chicago,Illinois,955 W WEBSTER,
22DT001223,812 E 41ST ST,Chicago,Illinois,812 E 41ST ST,
22DT001424,331 N HOMAN,Chicago,Illinois,331 N HOMAN,
21DT000375,1002 W LAKE ST,Chicago,Illinois,1002 W LAKE ST,
22DS04136M,6530 S MORGAN ST,Chicago,Illinois,6530 S MORGAN ST,
20DT000886,3835 W 26TH ST,Chicago,Illinois,3835 W 26TH ST,
22DT001047,43 N PINE,Chicago,Illinois,43 N PINE,
20DT001041,817 W CERMAK RD,Chicago,Illinois,817 W CERMAK RD,
21DT000711,3323 W ADDISON ST,Chicago,Illinois,3323 W ADDISON ST,
22DT000774,2900 N LINCOLN,Chicago,Illinois,2900 N LINCOLN,
22DS04095M,723 W BUCKINGHAM PL,Chicago,Illinois,723 W BUCKINGHAM PL,
21DT001173,2720 S CANAL ST,Chicago,Illinois,2720 S CANAL ST,
22DT001349,7018 S CLYDE,Chicago,Illinois,7018 S CLYDE,
22DS04088M,4300 S ARCHER AVE,Chicago,Illinois,4300 S ARCHER AVE,
19DS72428L,2303 W CERMAK RD,Chicago,Illinois,2303 W CERMAK RD,
20DT001652,2036 W MADISON ST,Chicago,Illinois,2036 W MADISON ST,
22DT001222,3807 S COTTAGE GROVE,Chicago,Illinois,3807 S COTTAGE GROVE,
22DS02592M,135 E 71ST ST,Chicago,Illinois,135 E 71ST ST,
22DS04167M,1643 W 63RD ST,Chicago,Illinois,1643 W 63RD ST,
21DT000369,812 W ADAMS ST,Chicago,Illinois,812 W ADAMS ST,
22DT000985,4 E CEDAR ST,Chicago,Illinois,4 E CEDAR ST,
20DS78494L,5841 S OAKLEY AVE,Chicago,Illinois,5841 S OAKLEY AVE,
21DS18451M,6945 S CARPENTER ST,Chicago,Illinois,6945 S CARPENTER ST,
22DT000663,2733 N LARAMIE,Chicago,Illinois,2733 N LARAMIE,
21DT000532,618 N RIDGEWAY,Chicago,Illinois,618 N RIDGEWAY,
22DS04250M,6248 S MARSHFIELD AVE,Chicago,Illinois,6248 S MARSHFIELD AVE,
21DT000885,3859 W LAWRENCE,Chicago,Illinois,3859 W LAWRENCE,
20DS76774L,4605 N HERMITAGE AVE,Chicago,Illinois,4605 N HERMITAGE AVE,
21DT000835,4447 W GRAND,Chicago,Illinois,4447 W GRAND AVE,True
22DT001303,5029 N WESTERN,Chicago,Illinois,5029 N WESTERN,
22DT001307,5055 N WESTERN,Chicago,Illinois,5055 N WESTERN,
21DS20635M,5048 S DAMEN AVE,Chicago,Illinois,5048 S DAMEN AVE,
