docket,violation_address,city,state,cleaned_address,corrected
21DT000460,7754 S EAST END,Chicago,Illinois,7754 S EAST END,
21DT000738,7925 S STATE ST,Chicago,Illinois,7925 S STATE ST,
21DS19331M,547 E 71ST ST,Chicago,Illinois,547 E 71ST ST,
21DT001109,5066 N ELSTON,Chicago,Illinois,5066 N ELSTON,
22DT001019,2471 S SENOUR,Chicago,Illinois,2471 S SENOUR,
22DT000852,6359 W GRAND,Chicago,Illinois,6359 W GRAND AVE,True
21DT000617,1836 N SHEFFIELD,Chicago,Illinois,1836 N SHEFFIELD,
22DS04299M,6420 S MORGAN ST,Chicago,Illinois,6420 S MORGAN ST,
23DS12476M,1533 W GARFIELD BLVD,Chicago,Illinois,1533 W GARFIELD BLVD,
21DT000515,2654 N BURLING ST,Chicago,Illinois,2654 N BURLING ST,
20DT000526,9232 S ASHLAND,Chicago,Illinois,9232 S ASHLAND,
21DT001100,543 E PERSHING RD,Chicago,Illinois,543 E PERSHING RD,
21DT000620,1845 N SHEFFIELD,Chicago,Illinois,1845 N SHEFFIELD,
21DT000465,435 W DIVERSEY,Chicago,Illinois,435 W DIVERSEY,
22DT000694,1721 W JULIAN,Chicago,Illinois,1721 W JULIAN,
20DS75941L,6414 S ASHLAND AVE,Chicago,Illinois,6414 S ASHLAND AVE,
22DS04368M,5900 S LOOMIS BLVD,Chicago,Illinois,5900 S LOOMIS BLVD,
22DS03505M,5528 S CARPENTER ST,Chicago,Illinois,5528 S CARPENTER ST,
21DT000615,610 W 24TH PL,Chicago,Illinois,610 W 24TH PL,
21DT001242,3696 S ARCHER,Chicago,Illinois,3696 S ARCHER,
22DT001333,3328 W WALNUT ST,Chicago,Illinois,3328 W WALNUT ST,
22DT001137,5325 S ARCHER,Chicago,Illinois,5325 S ARCHER,
21DT000698,615 N ASHLAND,Chicago,Illinois,615 N ASHLAND,
22DS03954M,7953 S CHAMPLAIN AVE,Chicago,Illinois,7953 S CHAMPLAIN AVE,
22DS03417M,4710 S WESTERN AVE,Chicago,Illinois,4710 S WESTERN AVE,
21DT001027,100 W GRAND,Chicago,Illinois,100 W GRAND,
21DT002971,2400 W 51ST ST,Chicago,Illinois,2400 W 51ST ST,
21DT002972,2418 W 51ST ST,Chicago,Illinois,2418 W 51ST ST,
22DT000899,5525 W DIVISION,Chicago,Illinois,5525 W DIVISION,
21DT002969,7142 W 56TH ST,Chicago,Illinois,7142 W 56TH ST,
21DT002970,5543 S HARLEM,Chicago,Illinois,5543 S HARLEM,
21DT001954,2110 N MILWAUKEE,Chicago,Illinois,2110 N MILWAUKEE,
21DT001511,2110 N MILWAUKEE,Chicago,Illinois,2110 N MILWAUKEE,
21DT000633,1821 N SEDGWICK ST,Chicago,Illinois,1821 N SEDGWICK ST,
21DT001075,355 N LAFLIN ST,Chicago,Illinois,355 N LAFLIN ST,
21DT002776,5446 S NARRAGANSETT,Chicago,Illinois,5446 S NARRAGANSETT,
21DT002775,6400 W ARCHER,Chicago,Illinois,6400 W ARCHER,
22DT001233,1366 W HURON,Chicago,Illinois,1366 W HURON,
22DS04154M,6224 S ABERDEEN ST,Chicago,Illinois,6224 S ABERDEEN ST,
22DS03406M,4701 S WESTERN BLVD,Chicago,Illinois,4701 S WESTERN BLVD,
22DS03137M,351 E 79TH ST,Chicago,Illinois,351 E 79TH ST,
22DT001496,3100 W WILSON,Chicago,Illinois,3100 W WILSON,
22DT001231,914 W HUBBARD,Chicago,Illinois,914 W HUBBARD,
22DT001081,5035 W LAWRENCE,Chicago,Illinois,5035 W LAWRENCE,
22DS04153M,5753 S PEORIA ST,Chicago,Illinois,5753 S PEORIA ST,
21DT001019,1523 N FREMONT ST,Chicago,Illinois,1523 N FREMONT ST,
22DT001284,2021 W THOMAS,Chicago,Illinois,2021 W THOMAS,
21DT000993,2801 W FULLERTON,Chicago,Illinois,2801 W FULLERTON,
21DT001164,700 N NOBLE ST,Chicago,Illinois,700 N NOBLE ST,
21DT000699,2410 N MILWAUKEE,Chicago,Illinois,2410 N MILWAUKEE,
22DS04225M,1236 W 64TH ST,Chicago,Illinois,1236 W 64TH ST,
21DT000890,2759 W ARMITAGE,Chicago,Illinois,2759 W ARMITAGE,
19DS72224L,2605 W 47TH ST,Chicago,Illinois,2605 W 47TH ST,
22DT001121,2759 W ARMITAGE,Chicago,Illinois,2759 W ARMITAGE,
21DT001509,1537 W GRAND,Chicago,Illinois,1537 W GRAND AVE,True
21DT001304,4784 S ARCHER,Chicago,Illinois,4784 S ARCHER,
21DT001096,707 W GRAND,Chicago,Illinois,707 W GRAND AVE,True
21DT000896,5035 W DIVISION ST,Chicago,Illinois,5035 W DIVISION ST,
22DT001128,722 E 47TH ST,Chicago,Illinois,722 E 47TH ST,
20DS76120L,2501 E 79TH ST,Chicago,Illinois,2501 E 79TH ST,
22DS04247M,1510 W GARFIELD BLVD,Chicago,Illinois,1510 W GARFIELD BLVD,
22DS04188M,1850 W 59TH ST,Chicago,Illinois,1850 W 59TH ST,
23DT000431,3816 N WESTERN,Chicago,Illinois,3816 N WESTERN,
22DS02589M,6637 S HALSTED ST,Chicago,Illinois,6637 S HALSTED ST,
20DS75858L,4921 N TALMAN AVE,Chicago,Illinois,4921 N TALMAN AVE,
22DS04274M,6114 S GREEN ST,Chicago,Illinois,6114 S GREEN ST,
22DT001236,2129 N OAKLEY,Chicago,Illinois,2129 N OAKLEY,
22DT001189,3430 N BELL,Chicago,Illinois,3430 N BELL,
23DT000440,3430 W BELL,Chicago,Illinois,3430 N BELL,True
22DS04161M,6301 S DAMEN AVE,Chicago,Illinois,6301 S DAMEN AVE,
21DS20759M,4318 S GREENWOOD AVE,Chicago,Illinois,4318 S GREENWOOD AVE,
22DS04587M,4318 S GREENWOOD AVE,Chicago,Illinois,4318 S GREENWOOD AVE,
21DT000526,539 E 44TH PL,Chicago,Illinois,539 E 44TH PL,
22DS03426M,2433 W 47TH ST,Chicago,Illinois,2433 W 47TH ST,
21DT000695,1800 S CARPENTER ST,Chicago,Illinois,1800 S CARPENTER ST,
21DT000697,5153 W NORTH,Chicago,Illinois,5153 W NORTH AVE,True
22DT001818,8247 S HALSTED ST,Chicago,Illinois,8247 S HALSTED ST,
20DS75628L,6640 N TALMAN AVE,Chicago,Illinois,6640 N TALMAN AVE,
20DS76168L,6500 S MARSHFIELD AVE,Chicago,Illinois,6500 S MARSHFIELD AVE,
20DS76344L,2023 W 50TH ST,Chicago,Illinois,2023 W 50TH ST,
21DT001362,3986 S ARCHER,Chicago,Illinois,3986 S ARCHER,
21DT000547,2658 N MILDRED,Chicago,Illinois,2658 N MILDRED,
21DT000342,2137 N MAGNOLIA,Chicago,Illinois,2137 N MAGNOLIA,
22DT000570,6941 W GRAND,Chicago,Illinois,6941 W GRAND AVE,True
20DS75976L,7701 S PHILLIPS AVE,Chicago,Illinois,7701 S PHILLIPS AVE,
22DS03527M,7105 S STATE ST,Chicago,Illinois,7105 S STATE ST,
23DT000502,3328 S HALSTED,Chicago,Illinois,3328 S HALSTED,
21DT001194,4426 S KING DR,Chicago,Illinois,4426 S KING DR,
22DT000960,3020 N LINCOLN,Chicago,Illinois,3020 N LINCOLN,
22DS03410M,5230 S WESTERN AVE,Chicago,Illinois,5230 S WESTERN AVE,
21DT001516,4455 S SPAULDING,Chicago,Illinois,4455 S SPAULDING,
23DS09565M,6741 S CAMPBELL AVE,Chicago,Illinois,6741 S CAMPBELL AVE,
21DT000370,777 W CHICAGO,Chicago,Illinois,777 W CHICAGO,
22DT001177,2627 N WESTERN,Chicago,Illinois,2627 N WESTERN,
21DT00022A,8700 S ASHLAND AVE,Chicago,Illinois,8700 S ASHLAND AVE,
20CP008001,5112 S NASHVILLE,Chicago,Illinois,5112 S NASHVILLE,
20CP008002,5311 S MELVINA,Chicago,Illinois,5311 S MELVINA,
20DS76027L,5644 S WESTERN AVE,Chicago,Illinois,5644 S WESTERN AVE,
21DT000500,2518 N CLARK ST,Chicago,Illinois,2518 N CLARK ST,
21DT000564,4800 S DR MARTIN LUTH DR,Chicago,Illinois,4800 S DR MARTIN LUTHER KING JR DR,True
21DT001167,2140 N SHEFFIELD,Chicago,Illinois,2140 N SHEFFIELD,
22DT001525,7052 W 58TH ST,Chicago,Illinois,7052 W 58TH ST,
21DT002801,5959 W 63RD ST,Chicago,Illinois,5959 W 63RD ST,
21DT002802,5953 W 63RD ST,Chicago,Illinois,5953 W 63RD ST,
21DT002803,6301 S AUSTIN,Chicago,Illinois,6301 S AUSTIN,
21DT001018,2220 W CORTEZ ST,Chicago,Illinois,2220 W CORTEZ ST,
22DT001054,10259 S MICHIGAN,Chicago,Illinois,10259 S MICHIGAN,
21DT000622,1255 W SCHUBERT,Chicago,Illinois,1255 W SCHUBERT,
21DS20801M,5501 N ASHLAND AVE,Chicago,Illinois,5501 N ASHLAND AVE,
21DT001260,105 N PULASKI RD,Chicago,Illinois,105 N PULASKI RD,
21DT000581,2150 W MONROE ST,Chicago,Illinois,2150 W MONROE ST,
21DT000635,1842 N LINCOLN,Chicago,Illinois,1842 N LINCOLN,
21DT000604,1656 N DAYTON ST,Chicago,Illinois,1656 N DAYTON ST,
22DS04252M,2033 W 69TH ST,Chicago,Illinois,2033 W 69TH ST,
22DS04172M,6249 S WOLCOTT AVE,Chicago,Illinois,6249 S WOLCOTT AVE,
22DT000904,2966 N LINCOLN,Chicago,Illinois,2966 N LINCOLN,
21DT001176,3637 W DIVISION ST,Chicago,Illinois,3637 W DIVISION ST,
21DT000600,1834 N LINCOLN,Chicago,Illinois,1834 N LINCOLN,
23DT000148,4557 W DIVERSEY,Chicago,Illinois,4557 W DIVERSEY,
23DT000630,4557 W DIVERSEY,Chicago,Illinois,4557 W DIVERSEY,
22DT001014,67 W SCHILLER,Chicago,Illinois,67 W SCHILLER,
21DT001036,27 N ADA ST,Chicago,Illinois,27 N ADA ST,
21DT001233,5211 W NORTH,Chicago,Illinois,5211 W NORTH AVE,True
23DT000596,2600 N ORCHARD ST,Chicago,Illinois,2600 N ORCHARD ST,
21DT002799,5101 S KEDZIE,Chicago,Illinois,5101 S KEDZIE,
21DT002800,3159 W 51ST ST,Chicago,Illinois,3159 W 51ST ST,
21DT000606,1100 W WEBSTER,Chicago,Illinois,1100 W WEBSTER,
22DT001363,1100 W WEBSTER,Chicago,Illinois,1100 W WEBSTER,
21DT000491,1935 S MICHIGAN,Chicago,Illinois,1935 S MICHIGAN,
21DT001209,1259 W SCHUBERT,Chicago,Illinois,1259 W SCHUBERT,
22DS02629M,207 E 79TH ST,Chicago,Illinois,207 E 79TH ST,
23DT000434,2325 W BARRY,Chicago,Illinois,2325 W BARRY,
21DT001035,2259 W MONROE ST,Chicago,Illinois,2259 W MONROE ST,
22DT000702,2924 S LOOMIS,Chicago,Illinois,2924 S LOOMIS,
22DT001090,5239 N KEDZIE,Chicago,Illinois,5239 N KEDZIE,
22DT000998,229 W EUGENIE ST,Chicago,Illinois,229 W EUGENIE ST,
22DT000674,5201 W WELLINGTON,Chicago,Illinois,5201 W WELLINGTON,
22DT001822,7600 S HALSTED ST,Chicago,Illinois,7600 S HALSTED ST,
21DT003372,225 N WESTERN,Chicago,Illinois,225 N WESTERN,
22DT001521,4910 S DAMEN,Chicago,Illinois,4910 S DAMEN,
21DT000894,5201 W DIVISION ST,Chicago,Illinois,5201 W DIVISION ST,
21DT000605,1238 W WEBSTER,Chicago,Illinois,1238 W WEBSTER,
22DT001389,3637 W DIVISION ST,Chicago,Illinois,3637 W DIVISION ST,
21DT000521,1939 N HUDSON,Chicago,Illinois,1939 N HUDSON,
22DT000618,1925 N HUDSON,Chicago,Illinois,1925 N HUDSON,
21DT001183,3526 S PRAIRIE,Chicago,Illinois,3526 S PRAIRIE,
19DS72160L,6929 N SHERIDAN RD,Chicago,Illinois,6929 N SHERIDAN RD,
21DT001102,2032 N CLYBOURN,Chicago,Illinois,2032 N CLYBOURN,
21DT000479,410 S WABASH,Chicago,Illinois,410 S WABASH,
21DT000480,410 S WABASH,Chicago,Illinois,410 S WABASH,
22DT001283,3329 S MAY,Chicago,Illinois,3329 S MAY,
23DT000561,3705 W MONTROSE,Chicago,Illinois,3705 W MONTROSE,
21DT000389,1421 E 67TH PL,Chicago,Illinois,1421 E 67TH PL,
22DT001068,4830 S PULASKI RD,Chicago,Illinois,4830 S PULASKI RD,
22DT001328,3342 W WALNUT ST,Chicago,Illinois,3342 W WALNUT ST,
22DS04162M,5727 S PEORIA ST,Chicago,Illinois,5727 S PEORIA ST,
21DT000545,2724 N LEHMANN CT,Chicago,Illinois,2724 N LEHMANN CT,
23DT000149,3036 N LINCOLN,Chicago,Illinois,3036 N LINCOLN,
21DT001101,800 N ORLEANS ST,Chicago,Illinois,800 N ORLEANS ST,
22DT001557,3866 S ELLIS,Chicago,Illinois,3866 S ELLIS,
21DT000486,114 N ABERDEEN ST,Chicago,Illinois,114 N ABERDEEN ST,
21DT001363,3731 W ROOSEVELT RD,Chicago,Illinois,3731 W ROOSEVELT RD,
21DT000708,3200 W DIVERSEY,Chicago,Illinois,3200 W DIVERSEY,
21DT000374,130 S HALSTED ST,Chicago,Illinois,130 S HALSTED ST,
21DT001092,949 W HURON ST,Chicago,Illinois,949 W HURON ST,
23DS09560M,2659 S TRUMBULL AVE,Chicago,Illinois,2659 S TRUMBULL AVE,
23DT000467,2317 W BARRY,Chicago,Illinois,2317 W BARRY,
21DT001041,5200 S LAKE PARK,Chicago,Illinois,5200 S LAKE PARK,
20DS75908L,5516 S DAMEN AVE,Chicago,Illinois,5516 S DAMEN AVE,
20DS75916L,5524 S DAMEN AVE,Chicago,Illinois,5524 S DAMEN AVE,
22DT000555,2741 N LARAMIE,Chicago,Illinois,2741 N LARAMIE,
22DT000556,5150 W PARKER,Chicago,Illinois,5150 W PARKER,
21DT000464,449 W FULLERTON,Chicago,Illinois,449 W FULLERTON,
23DT000537,2566 N ELSTON,Chicago,Illinois,2566 N ELSTON,
21DT001244,3867 S ARCHER,Chicago,Illinois,3867 S ARCHER,
22DS04166M,1641 W 63RD ST,Chicago,Illinois,1641 W 63RD ST,
21DT002789,5900 S SAWYER,Chicago,Illinois,5900 S SAWYER,
21DT001059,1960 W MADISON ST,Chicago,Illinois,1960 W MADISON ST,
22DT001401,2739 N SOUTHPORT,Chicago,Illinois,2739 N SOUTHPORT,
20DS76304L,5048 S DAMEN AVE,Chicago,Illinois,5048 S DAMEN AVE,
22DS03425M,4410 S WESTERN AVE,Chicago,Illinois,4410 S WESTERN AVE,
21DT001361,2648 S CENTRAL PARK,Chicago,Illinois,2648 S CENTRAL PARK,
21DT000603,1664 N DAYTON ST,Chicago,Illinois,1664 N DAYTON ST,
21DT001133,2401 W LAWRENCE,Chicago,Illinois,2401 W LAWRENCE,
21DT001014,3634 W NORTH,Chicago,Illinois,3634 W NORTH AVE,True
21DT001015,3609 W NORTH,Chicago,Illinois,3609 W NORTH AVE,True
21DT002786,6300 S NARRAGANSETT,Chicago,Illinois,6300 S NARRAGANSETT,
21DS20545M,6550 N CLARK ST,Chicago,Illinois,6550 N CLARK ST,
21DT000539,5101 S ELLIS,Chicago,Illinois,5101 S ELLIS,
21DT000592,2148 W MONROE ST,Chicago,Illinois,2148 W MONROE ST,
21DT001044,1670 N BISSELL ST,Chicago,Illinois,1670 N BISSELL ST,
22DS04298M,6137 S THROOP ST,Chicago,Illinois,6137 S THROOP ST,
22DT001125,2435 N ASHLAND,Chicago,Illinois,2435 N ASHLAND,
21DS20723M,3956 W BELMONT AVE,Chicago,Illinois,3956 W BELMONT AVE,
22DT001356,7917 S EUCLID,Chicago,Illinois,7917 S EUCLID,
22DT001309,2703 W TOWHY,Chicago,Illinois,2703 W TOUHY,True
22DT001257,5024 S KEDVALE,Chicago,Illinois,5024 S KEDVALE,
22DS04158M,5744 S SANGAMON ST,Chicago,Illinois,5744 S SANGAMON ST,
21DT000560,2428 W MADISON ST,Chicago,Illinois,2428 W MADISON ST,
21DT001086,801 W MADISON ST,Chicago,Illinois,801 W MADISON ST,
22DT001575,340 E 35TH ST,Chicago,Illinois,340 E 35TH ST,
22DT001578,329 E 35TH ST,Chicago,Illinois,329 E 35TH ST,
22DS04244M,1953 W 63RD ST,Chicago,Illinois,1953 W 63RD ST,
21DS19335M,7059 S STATE ST,Chicago,Illinois,7059 S STATE ST,
21DT000626,649 E 37TH ST,Chicago,Illinois,649 E 37TH ST,
22DT001258,4201 W 69TH ST,Chicago,Illinois,4201 W 69TH ST,
22DT001202,2503 W CERMAK RD,Chicago,Illinois,2503 W CERMAK RD,
21DT001009,2800 S ST LOUIS,Chicago,Illinois,2800 S ST LOUIS,
21DT000736,2011 E 75TH ST,Chicago,Illinois,2011 E 75TH ST,
21DT000543,546 W FULLERTON,Chicago,Illinois,546 W FULLERTON,
22DT000956,2604 N ELSTON,Chicago,Illinois,2604 N ELSTON,
21DT000440,1351 W ROSCOE ST,Chicago,Illinois,1351 W ROSCOE ST,
20DS76159L,4200 S ROCKWELL ST,Chicago,Illinois,4200 S ROCKWELL ST,
21DT001074,232 S HALSTED ST,Chicago,Illinois,232 S HALSTED ST,
20DT000495,5555 W SUNNYSIDE,Chicago,Illinois,5555 W SUNNYSIDE,
20DT000269,5414 W FULLERTON,Chicago,Illinois,5414 W FULLERTON,
22DT001069,6633 S PULASKI RD,Chicago,Illinois,6633 S PULASKI RD,
21DT001099,609 E PERSHING RD,Chicago,Illinois,609 E PERSHING RD,
21DT001245,1459 W TAYLOR ST,Chicago,Illinois,1459 W TAYLOR ST,
21DT002768,5901 S HARLEM,Chicago,Illinois,5901 S HARLEM,
21DT002770,5901 S HARLEM,Chicago,Illinois,5901 S HARLEM,
21DT001232,901 N PULASKI RD,Chicago,Illinois,901 N PULASKI RD,
22DT001067,901 N PULASKI,Chicago,Illinois,901 N PULASKI,
20DS75969L,4201 S ARTESIAN AVE,Chicago,Illinois,4201 S ARTESIAN AVE,
22DS03685M,7450 S DR MARTIN LUTHER KING JR DR,Chicago,Illinois,7450 S DR MARTIN LUTHER KING JR DR,
21DT002747,5450 S 47TH,Chicago,Illinois,5450 S 47TH,
21DT002748,7054 W ARCHER,Chicago,Illinois,7054 W ARCHER,
21DT002749,7054 W ARCHER,Chicago,Illinois,7054 W ARCHER,
21DT001202,1638 W BLACKHAWK ST,Chicago,Illinois,1638 W BLACKHAWK ST,
21DT001200,2461 N GENEVA TERRAC,Chicago,Illinois,2461 N GENEVA TERRACE,True
22DS04227M,6422 S MAY ST,Chicago,Illinois,6422 S MAY ST,
23DT000493,4124 W 63RD ST,Chicago,Illinois,4124 W 63RD ST,
23DT000669,4122 W 63RD ST,Chicago,Illinois,4122 W 63RD ST,
21DT001103,2300 N CLYBOURN,Chicago,Illinois,2300 N CLYBOURN,
22DT001109,2300 N CLYBOURN,Chicago,Illinois,2300 N CLYBOURN,
21DT002973,5357 S MC VICKER,Chicago,Illinois,5357 S MCVICKER,True
21DT002974,6188 S ARCHER,Chicago,Illinois,6188 S ARCHER,
22DS02652M,7058 S EMERALD AVE,Chicago,Illinois,7058 S EMERALD AVE,
22DT000616,1856 N SHEFFIELD,Chicago,Illinois,1856 N SHEFFIELD,
21DT000493,3658 S PRAIRIE,Chicago,Illinois,3658 S PRAIRIE,
21DT001180,3658 S PRAIRIE,Chicago,Illinois,3658 S PRAIRIE,
23DT000451,3036 N LINCOLN,Chicago,Illinois,3036 N LINCOLN,
20DS76210L,2034 W 51ST ST,Chicago,Illinois,2034 W 51ST ST,
21DT000891,3954 W DIVISION ST,Chicago,Illinois,3954 W DIVISION ST,
20DS76268L,4537 S GREENWOOD AVE,Chicago,Illinois,4537 S GREENWOOD AVE,
22DT000952,3113 N CICERO,Chicago,Illinois,3113 N CICERO,
20DS75995L,2439 W POPE JOHN PAUL II DR,Chicago,Illinois,2439 W POPE JOHN PAUL II DR,
21DT001196,5150 S INDIANA,Chicago,Illinois,5150 S INDIANA,
22DT001821,6649 S HALSTED ST,Chicago,Illinois,6649 S HALSTED ST,
22DT001344,6318 S HERMITAGE,Chicago,Illinois,6318 S HERMITAGE,
21DT000897,1001 N CICERO,Chicago,Illinois,1001 N CICERO,
21DT002120,338 N AVERS,Chicago,Illinois,338 N AVERS,
21DT000623,2238 N WAYNE,Chicago,Illinois,2238 N WAYNE,
22DS04280M,6130 S GREEN ST,Chicago,Illinois,6130 S GREEN ST,
22DT000571,2948 N NARRAGANSETT,Chicago,Illinois,2948 N NARRAGANSETT,
21DT000661,6622 W FULLERTON,Chicago,Illinois,6622 W FULLERTON,
20DS75927L,5500 S DAMEN AVE,Chicago,Illinois,5500 S DAMEN AVE,
21DT001271,3 E WASHINGTON,Chicago,Illinois,3 E WASHINGTON,
22DT001173,2336 S PRINCETON ST,Chicago,Illinois,2336 S PRINCETON AVE,True
21DT000333,62 E CERMAK RD,Chicago,Illinois,62 E CERMAK RD,
22DT000848,5410 W ROOSEVELT RD,Chicago,Illinois,5410 W ROOSEVELT RD,
22DS04174M,1950 W 63RD ST,Chicago,Illinois,1950 W 63RD ST,
22DT001199,3232 W WALNUT ST,Chicago,Illinois,3232 W WALNUT ST,
22DS04303M,6041 S MORGAN ST,Chicago,Illinois,6041 S MORGAN ST,
21DT001479,3541 S ARCHER,Chicago,Illinois,3541 S ARCHER,
21DT000608,2215 S MICHIGAN,Chicago,Illinois,2215 S MICHIGAN,
23DT000578,1259 S INDIANA,Chicago,Illinois,1259 S INDIANA,
22DT001483,3301 W IRVING PARK RD,Chicago,Illinois,3301 W IRVING PARK RD,
21DT002794,601 S LEAMINGTON,Chicago,Illinois,601 S LEAMINGTON,
21DT000601,1808 N SHEFFIELD,Chicago,Illinois,1808 N SHEFFIELD,
21DT000392,5505 S KEDZIE,Chicago,Illinois,5505 S KEDZIE,
22DT001226,1819 S STATE ST,Chicago,Illinois,1819 S STATE ST,
21DT001204,1948 N HALSTED ST,Chicago,Illinois,1948 N HALSTED ST,
21DT001060,904 N ORLEANS ST,Chicago,Illinois,904 N ORLEANS ST,
21DT000735,7551 S JEFFERY,Chicago,Illinois,7551 S JEFFERY,
22DT001353,7549 S JEFFERY,Chicago,Illinois,7549 S JEFFERY,
22DS04297M,5740 S CARPENTER ST,Chicago,Illinois,5740 S CARPENTER ST,
22DT000823,2910 W ARMITAGE,Chicago,Illinois,2910 W ARMITAGE,
21DT000473,627 W RANDOLPH ST,Chicago,Illinois,627 W RANDOLPH ST,
22DS04146M,6446 S MAY ST,Chicago,Illinois,6446 S MAY ST,
20DT000512,2725 S ARCHER,Chicago,Illinois,2725 S ARCHER,
20DT000507,2525 S DR MARTIN LUTH DR,Chicago,Illinois,2525 S DR MARTIN LUTHER KING JR DR,True
21DT000696,1624 S CARPENTER ST,Chicago,Illinois,1624 S CARPENTER ST,
19DS72301L,2559 W 47TH ST,Chicago,Illinois,2559 W 47TH ST,
21DT000495,45 E ROOSEVELT RD,Chicago,Illinois,45 E ROOSEVELT RD,
21DT000509,1900 S MICHIGAN,Chicago,Illinois,1900 S MICHIGAN,
21DT000502,1738 N CLYBOURN,Chicago,Illinois,1738 N CLYBOURN,
21DS19964M,6101 W DIVERSEY AVE,Chicago,Illinois,6101 W DIVERSEY AVE,
22DS04241M,5759 S SANGAMON ST,Chicago,Illinois,5759 S SANGAMON ST,
21DT000565,1146 W GRAND,Chicago,Illinois,1146 W GRAND AVE,True
21DT001475,1325 S INDEPENDENCE,Chicago,Illinois,1325 S INDEPENDENCE,
22DT001083,651 S WELLS ST,Chicago,Illinois,651 S WELLS ST,
21DT001084,3 E 51ST ST,Chicago,Illinois,3 E 51ST ST,
21DT000505,1252 N DICKENS,Chicago,Illinois,1252 W DICKENS,True
23DT000495,3255 W 53RD ST,Chicago,Illinois,3255 W 53RD ST,
22DT000986,325 W EUGENIE ST,Chicago,Illinois,325 W EUGENIE ST,
22DS04152M,6432 S ABERDEEN ST,Chicago,Illinois,6432 S ABERDEEN ST,
21DT000538,4455 S WOODLAWN,Chicago,Illinois,4455 S WOODLAWN,
21DT000568,501 W 26TH ST,Chicago,Illinois,501 W 26TH ST,
22DS04345M,1741 W 79TH ST,Chicago,Illinois,1741 W 79TH ST,
22DS03614M,3301 N KARLOV AVE,Chicago,Illinois,3301 N KARLOV AVE,
20DT000506,4405 S PRINCETON,Chicago,Illinois,4405 S PRINCETON,
21DT000492,4405 S PRINCETON,Chicago,Illinois,4405 S PRINCETON,
21DT000609,418 W PERSHING RD,Chicago,Illinois,418 W PERSHING RD,
21DT000338,125 E 21ST ST,Chicago,Illinois,125 E 21ST ST,
22DT000991,6801 S PULASKI RD,Chicago,Illinois,6801 S PULASKI RD,
21DT000467,2661 N ORCHARD ST,Chicago,Illinois,2661 N ORCHARD ST,
20DT000521,1522 S WABASH,Chicago,Illinois,1522 S WABASH,
23DT000573,630 S WABASH,Chicago,Illinois,630 S WABASH,
22DT001161,6460 W FULLERTON,Chicago,Illinois,6460 W FULLERTON,
22DS04170M,2551 W CERMAK RD,Chicago,Illinois,2551 W CERMAK RD,
22DS04377M,6459 S ABERDEEN ST,Chicago,Illinois,6459 S ABERDEEN ST,
21DS20793M,2300 W 63RD ST,Chicago,Illinois,2300 W 63RD ST,
21DT002975,5500 S NORDICA,Chicago,Illinois,5500 S NORDICA,
21DT002976,7035 W ARCHER,Chicago,Illinois,7035 W ARCHER,
22DT001183,3303 N HOYNE,Chicago,Illinois,3303 N HOYNE,
22DS04249M,5435 S JUSTINE ST,Chicago,Illinois,5435 S JUSTINE ST,
21DS19935M,1415 W 76TH ST,Chicago,Illinois,1415 W 76TH ST,
22DS04145M,6349 S ELIZABETH ST,Chicago,Illinois,6349 S ELIZABETH ST,
20DT000527,8300 S ELIZABETH ST,Chicago,Illinois,8300 S ELIZABETH ST,
22DT000711,3720 S UNION,Chicago,Illinois,3720 S UNION,
20DS75950L,4504 S WOODLAWN AVE,Chicago,Illinois,4504 S WOODLAWN AVE,
20DS75740L,1737 W 47TH ST,Chicago,Illinois,1737 W 47TH ST,
22DS03446M,932 W 59TH ST,Chicago,Illinois,932 W 59TH ST,
22DT001002,946 W 31ST PL,Chicago,Illinois,946 W 31ST PL,
22DS02658M,7000 S EMERALD AVE,Chicago,Illinois,7000 S EMERALD AVE,
20DS76007L,2036 W ESTES AVE,Chicago,Illinois,2036 W ESTES AVE,
21DT001047,706 S FINANCIAL PL,Chicago,Illinois,706 S FINANCIAL PL,
21DT001049,636 S FINANCIAL PL,Chicago,Illinois,636 S FINANCIAL PL,
24DT000388,359 N CANAL ST,Chicago,Illinois,359 N CANAL ST,
