docket,violation_address,city,state,cleaned_address,corrected,result_num,osm_id,display_name,category,type,latlong,shape_area,shape_leng,ward
20DS75908L,5516 S DAMEN AVE,Chicago,Illinois,5516 S DAMEN AVE,,"0","1123896990","5516, South Damen Avenue, West Englewood, Chicago, Lake Township, Cook County, Illinois, 60636, United States",place,house,"41.79284890141195,-87.67437305907809","65588297.917","82183.6948197","15"
20DS75916L,5524 S DAMEN AVE,Chicago,Illinois,5524 S DAMEN AVE,,"0","1123896990","5524, South Damen Avenue, West Englewood, Chicago, Lake Township, Cook County, Illinois, 60636, United States",place,house,"41.79278735211793,-87.67437158861715","65588297.917","82183.6948197","15"
22DS04166M,1641 W 63RD ST,Chicago,Illinois,1641 W 63RD ST,,"0","209672547","1641, West 63rd Street, Drexel Estate, West Englewood, Chicago, Lake Township, Cook County, Illinois, 60629, United States",building,yes,"41.7792092,-87.66590958890664","65588297.917","82183.6948197","15"
20DS76304L,5048 S DAMEN AVE,Chicago,Illinois,5048 S DAMEN AVE,,"0","855742957","5048, South Damen Avenue, Back of the Yards, New City, Chicago, Lake Township, Cook County, Illinois, 60609, United States",place,house,"41.80238191235015,-87.67464753178257","65588297.917","82183.6948197","15"
22DS03425M,4410 S WESTERN AVE,Chicago,Illinois,4410 S WESTERN AVE,,"0","165155290","4408-4410, South Western Avenue, South Brighton, Brighton Park, Chicago, Lake Township, Cook County, Illinois, 60632, United States",building,yes,"41.81357425,-87.68504573030111","65588297.917","82183.6948197","15"
22DS04244M,1953 W 63RD ST,Chicago,Illinois,1953 W 63RD ST,,"0","209672735","1953, West 63rd Street, South Lynn, West Englewood, Chicago, Lake Township, Cook County, Illinois, 60629, United States",building,yes,"41.779114449999994,-87.67352997909461","65588297.917","82183.6948197","15"
20DS76159L,4200 S ROCKWELL ST,Chicago,Illinois,4200 S ROCKWELL ST,,"0","165154024","4200, South Rockwell Street, South Brighton, Brighton Park, Chicago, Lake Township, Cook County, Illinois, 60632, United States",building,yes,"41.817316649999995,-87.6898504517489","65588297.917","82183.6948197","15"
20DS75969L,4201 S ARTESIAN AVE,Chicago,Illinois,4201 S ARTESIAN AVE,,"0","165154031","4201, South Artesian Avenue, South Brighton, Brighton Park, Chicago, Lake Township, Cook County, Illinois, 60632, United States",building,yes,"41.817348800000005,-87.68569398126881","65588297.917","82183.6948197","15"
20DS76210L,2034 W 51ST ST,Chicago,Illinois,2034 W 51ST ST,,"0","209700785","2034, West 51st Street, Back of the Yards, New City, Chicago, Lake Township, Cook County, Illinois, 60609, United States",building,yes,"41.801478849999995,-87.67594140222127","65588297.917","82183.6948197","15"
20DS75995L,2439 W POPE JOHN PAUL II DR,Chicago,Illinois,2439 W POPE JOHN PAUL II DR,,"0","165150948","2439, West Pope John Paul II Drive, South Brighton, Brighton Park, Chicago, Lake Township, Cook County, Illinois, 60632, United States",building,yes,"41.8154825,-87.68625957809718","65588297.917","82183.6948197","15"
22DT001344,6318 S HERMITAGE,Chicago,Illinois,6318 S HERMITAGE,,"0","193498251","6318, South Hermitage Avenue, Drexel Estate, West Englewood, Chicago, Lake Township, Cook County, Illinois, 60636, United States",place,house,"41.77851230498201,-87.66797789601736","65588297.917","82183.6948197","15"
20DS75927L,5500 S DAMEN AVE,Chicago,Illinois,5500 S DAMEN AVE,,"0","209705023","5500, South Damen Avenue, West Englewood, Chicago, Lake Township, Cook County, Illinois, 60636, United States",building,yes,"41.79328635,-87.67448629946347","65588297.917","82183.6948197","15"
22DS04174M,1950 W 63RD ST,Chicago,Illinois,1950 W 63RD ST,,"0","209672733","1950, West 63rd Street, South Lynn, West Englewood, Chicago, Lake Township, Cook County, Illinois, 60629, United States",building,yes,"41.779584150000005,-87.67350947008423","65588297.917","82183.6948197","15"
19DS72301L,2559 W 47TH ST,Chicago,Illinois,2559 W 47TH ST,,"0","42999355","2559, West 47th Street, Brighton Park, Chicago, Lake Township, Cook County, Illinois, 60632, United States",place,house,"41.80828429996001,-87.68892366933247","65588297.917","82183.6948197","15"
20DS75740L,1737 W 47TH ST,Chicago,Illinois,1737 W 47TH ST,,"0","209708451","1737, West 47th Street, Back of the Yards, New City, Chicago, Lake Township, Cook County, Illinois, 60609, United States",building,yes,"41.8084097,-87.668940777639","65588297.917","82183.6948197","15"
21DT002780,343 W 63RD ST,Chicago,Illinois,343 W 63RD ST,,"0","1110097428","343, West 63rd Street, Englewood, Chicago, Lake Township, Cook County, Illinois, 60621, United States",place,house,"41.779837858158395,-87.63438774037404","137290356.97","90105.1956185","20"
20DS75914L,1643 W 47TH ST,Chicago,Illinois,1643 W 47TH ST,,"0","319545525","1643, West 47th Street, Back of the Yards, New City, Chicago, Lake Township, Cook County, Illinois, 60609, United States",place,house,"41.80850550671488,-87.66672785640444","137290356.97","90105.1956185","20"
22DS04683M,5936 S UNION AVE,Chicago,Illinois,5936 S UNION AVE,,"0","702931087","5936, South Union Avenue, Englewood, Chicago, Lake Township, Cook County, Illinois, 60621, United States",place,house,"41.78605126694817,-87.64262090636919","137290356.97","90105.1956185","20"
22CP001080,6135 S VERNON AVE,Chicago,Illinois,6135 S VERNON AVE,,"0","210904669","6135, South Vernon Avenue, Woodlawn, Chicago, Hyde Park Township, Cook County, Illinois, 60637, United States",building,yes,"41.782876,-87.61420036417005","137290356.97","90105.1956185","20"
22CP001691,6331 S RHODES,Chicago,Illinois,6331 S RHODES,,"0","210905137","6331, South Rhodes Avenue, Woodlawn, Chicago, Hyde Park Township, Cook County, Illinois, 60637, United States",building,yes,"41.779349100000005,-87.6117346934482","137290356.97","90105.1956185","20"
22CS000494,260 W 65TH ST,Chicago,Illinois,260 W 65TH ST,,"0","210520372","260, West 65th Street, Becks Park, Englewood, Chicago, Lake Township, Cook County, Illinois, 60621, United States",building,yes,"41.7767531,-87.63248147455829","137290356.97","90105.1956185","20"
22CS00058A,6621 S LANGLEY,Chicago,Illinois,6621 S LANGLEY,,"0","24090781","6621, South Langley Avenue, Woodlawn, Chicago, Hyde Park Township, Cook County, Illinois, 60637, United States",place,house,"41.77428827326702,-87.6081395193137","137290356.97","90105.1956185","20"
22CS00059A,6613 S LANGLEY AVE,Chicago,Illinois,6613 S LANGLEY AVE,,"0","210874076","6613, South Langley Avenue, Woodlawn, Chicago, Hyde Park Township, Cook County, Illinois, 60637, United States",building,yes,"41.77445779999999,-87.60797922152543","137290356.97","90105.1956185","20"
20DS77386L,5000 S WOLCOTT AVE,Chicago,Illinois,5000 S WOLCOTT AVE,,"0","232560776","5000, South Wolcott Avenue, Back of the Yards, New City, Chicago, Lake Township, Cook County, Illinois, 60609, United States",place,house,"41.802946,-87.672207","137290356.97","90105.1956185","20"
21DT00027A,5101 S HALSTED ST,Chicago,Illinois,5101 S HALSTED ST,,"0","210160343","Citgo, 5101, South Halsted Street, New City, Chicago, Lake Township, Cook County, Illinois, 60609, United States",shop,convenience,"41.801288799999995,-87.64490358437142","137290356.97","90105.1956185","20"
21DT00026A,801 W GARFIELD BLVD,Chicago,Illinois,801 W GARFIELD BLVD,,"0","435652393","801, West Garfield Boulevard, New City, Chicago, Lake Township, Cook County, Illinois, 60609, United States",place,house,"41.794383866263594,-87.64534753156107","137290356.97","90105.1956185","20"
20DS75874L,1516 W FARWELL AVE,Chicago,Illinois,1516 W FARWELL AVE,,"0","209957307","1516, West Farwell Avenue, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60645, United States",building,yes,"42.006943449999994,-87.6686648655629","49733459.1385","38122.6928259","49"
23DT000243,1345 W ESTES,Chicago,Illinois,1345 W ESTES,,"0","209957021","1345-1359, West Estes Avenue, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60645, United States",building,yes,"42.0112161,-87.66510716911765","49733459.1385","38122.6928259","49"
22DT003519,7441 N ROGERS,Chicago,Illinois,7441 N ROGERS,,"0","209958821","7441, North Rogers Avenue, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60626, United States",building,yes,"42.0166471,-87.67343873153679","49733459.1385","38122.6928259","49"
23DS13237M,7418 N PAULINA ST,Chicago,Illinois,7418 N PAULINA ST,,"0","209958770","7418, North Paulina Street, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60626, United States",building,yes,"42.01652825,-87.6727831995379","49733459.1385","38122.6928259","49"
19DS72434L,6417 N GLENWOOD AVE,Chicago,Illinois,6417 N GLENWOOD AVE,,"0","209953002","6417, North Glenwood Avenue, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60660, United States",building,yes,"41.9986904,-87.66519154259123","49733459.1385","38122.6928259","49"
22DT000840,6934 N CLARK ST,Chicago,Illinois,6934 N CLARK ST,,"0","435344348","6934, North Clark Street, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60626, United States",place,house,"42.00756741354549,-87.67374234081372","49733459.1385","38122.6928259","49"
22DS03576M,7110 N CLARK ST,Chicago,Illinois,7110 N CLARK ST,,"0","209958521","7100-7110, North Clark Street, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60626, United States",building,yes,"42.0116848,-87.67469603319424","49733459.1385","38122.6928259","49"
19DS72191L,1215 W ARTHUR AVE,Chicago,Illinois,1215 W ARTHUR AVE,,"0","209950693","1215, West Arthur Avenue, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60626, United States",building,yes,"42.000190450000005,-87.66143323727331","49733459.1385","38122.6928259","49"
20DS75749L,6714 N CLARK ST,Chicago,Illinois,6714 N CLARK ST,,"0","209953672","6714-6730, North Clark Street, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60626, United States",building,retail,"42.004280699999995,-87.67323258704147","49733459.1385","38122.6928259","49"
19DS69216L,1425 W MORSE AVE,Chicago,Illinois,1425 W MORSE AVE,,"0","4342161990","Family Dollar, 1425, West Morse Avenue, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60626, United States",shop,variety_store,"42.0074513,-87.6668285","49733459.1385","38122.6928259","49"
22DT001606,1345 W ESTES,Chicago,Illinois,1345 W ESTES,,"0","209957021","1345-1359, West Estes Avenue, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60645, United States",building,yes,"42.0112161,-87.66510716911765","49733459.1385","38122.6928259","49"
20DS76679L,7450 N SHERIDAN RD,Chicago,Illinois,7450 N SHERIDAN RD,,"0","209958836","7450, North Sheridan Road, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60626, United States",building,yes,"42.017399600000005,-87.66591659313465","49733459.1385","38122.6928259","49"
22DS03580M,7441 N ROGERS AVE,Chicago,Illinois,7441 N ROGERS AVE,,"0","209958821","7441, North Rogers Avenue, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60626, United States",building,yes,"42.0166471,-87.67343873153679","49733459.1385","38122.6928259","49"
23DS04367M,7433 N WOLCOTT AVE,Chicago,Illinois,7433 N WOLCOTT AVE,,"0","209958809","7433, North Wolcott Avenue, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60626, United States",building,yes,"42.01760885,-87.67733568146258","49733459.1385","38122.6928259","49"
19DS72474L,1335 W MORSE AVE,Chicago,Illinois,1335 W MORSE AVE,,"0","209956992","1335, West Morse Avenue, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60626, United States",building,retail,"42.00773245,-87.66542264259454","49733459.1385","38122.6928259","49"
22DT001533,7450 N SHERIDAN RD,Chicago,Illinois,7450 N SHERIDAN RD,,"0","209958836","7450, North Sheridan Road, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60626, United States",building,yes,"42.017399600000005,-87.66591659313465","49733459.1385","38122.6928259","49"
20DS73871L,1712 W PRATT BLVD,Chicago,Illinois,1712 W PRATT BLVD,,"0","109803274","1712, West Pratt Boulevard, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60626, United States",place,house,"42.00539654880913,-87.67429953086183","49733459.1385","38122.6928259","49"
20DS72557L,2053 W HOWARD ST,Chicago,Illinois,2053 W HOWARD ST,,"0","209589484","2053-2059, West Howard Street, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60645, United States",building,retail,"42.0191085,-87.68264395025643","49733459.1385","38122.6928259","49"
22DS04393M,7356 N ASHLAND BLVD,Chicago,Illinois,7356 N ASHLAND BLVD,,"0","209958695","7356, North Ashland Boulevard, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60626, United States",building,yes,"42.01553635,-87.6705469","49733459.1385","38122.6928259","49"
21DS20206M,7356 N ASHLAND BLVD,Chicago,Illinois,7356 N ASHLAND BLVD,,"0","209958695","7356, North Ashland Boulevard, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60626, United States",building,yes,"42.01553635,-87.6705469","49733459.1385","38122.6928259","49"
22DS03583M,7428 N ROGERS AVE,Chicago,Illinois,7428 N ROGERS AVE,,"0","311796716","7428, North Rogers Avenue, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60626, United States",place,house,"42.016655846722244,-87.67415210136416","49733459.1385","38122.6928259","49"
22DS03577M,7112 N CLARK ST,Chicago,Illinois,7112 N CLARK ST,,"0","209958529","7112-7120, North Clark Street, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60626, United States",building,yes,"42.011976450000006,-87.67483989887126","49733459.1385","38122.6928259","49"
20DS75772L,1425 W MORSE AVE,Chicago,Illinois,1425 W MORSE AVE,,"0","4342161990","Family Dollar, 1425, West Morse Avenue, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60626, United States",shop,variety_store,"42.0074513,-87.6668285","49733459.1385","38122.6928259","49"
20DS75940L,7105 N RIDGE BLVD,Chicago,Illinois,7105 N RIDGE BLVD,,"0","209592235","7105, North Ridge Boulevard, West Ridge, Chicago, Rogers Park Township, Cook County, Illinois, 60626, United States",building,detached,"42.01155085,-87.68248341855795","49733459.1385","38122.6928259","49"
19DS72378L,1401 W PRATT BLVD,Chicago,Illinois,1401 W PRATT BLVD,,"0","693999071","1401, West Pratt Boulevard, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60626, United States",place,house,"42.005369,-87.666029","49733459.1385","38122.6928259","49"
20DS72805L,7464 N CLARK ST,Chicago,Illinois,7464 N CLARK ST,,"0","209958857","7464, North Clark Street, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60626, United States",building,yes,"42.0176759,-87.67601776331276","49733459.1385","38122.6928259","49"
20DS76026L,1631 W MORSE AVE,Chicago,Illinois,1631 W MORSE AVE,,"0","209957560","1631, West Morse Avenue, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60626, United States",building,yes,"42.007555749999995,-87.67133219112212","49733459.1385","38122.6928259","49"
22DS04428M,1320 W MORSE AVE,Chicago,Illinois,1320 W MORSE AVE,,"0","317625741","1320, West Morse Avenue, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60626, United States",place,house,"42.008011950433435,-87.6647261518114","49733459.1385","38122.6928259","49"
20DS75561L,1436 W FARGO AVE,Chicago,Illinois,1436 W FARGO AVE,,"0","209957213","1436, West Fargo Avenue, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60626, United States",building,yes,"42.0173719,-87.66705005342436","49733459.1385","38122.6928259","49"
20DS75693L,1335 W MORSE AVE,Chicago,Illinois,1335 W MORSE AVE,,"0","209956992","1335, West Morse Avenue, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60626, United States",building,retail,"42.00773245,-87.66542264259454","49733459.1385","38122.6928259","49"
19DS72216L,1217 W ARTHUR AVE,Chicago,Illinois,1217 W ARTHUR AVE,,"0","209950699","1217, West Arthur Avenue, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60626, United States",building,yes,"42.00023185,-87.66159363258794","49733459.1385","38122.6928259","49"
19DS72505L,6419 N GLENWOOD AVE,Chicago,Illinois,6419 N GLENWOOD AVE,,"0","209953016","6419, North Glenwood Avenue, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60660, United States",building,yes,"41.998781,-87.66519423228745","49733459.1385","38122.6928259","49"
20DS74580L,2101 W HOWARD ST,Chicago,Illinois,2101 W HOWARD ST,,"0","209589547","Public Storage, 2101, West Howard Street, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60645, United States",shop,storage_rental,"42.01919075,-87.68347801146834","49733459.1385","38122.6928259","49"
20DS76007L,2036 W ESTES AVE,Chicago,Illinois,2036 W ESTES AVE,,"0","873107719","2036, West Estes Avenue, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60645, United States",place,house,"42.01136701196594,-87.68161339349575","49733459.1385","38122.6928259","49"
20DT001518,6815 W ARCHERS,Chicago,Illinois,6815 W ARCHER,True,"0","163251228","6805-6815, West Archer Avenue, Garfield Ridge, Chicago, Lake Township, Cook County, Illinois, 60501, United States",building,yes,"41.7919203,-87.79205676151476","142982293.923","125226.472414","23"
20DT001519,5501 S NEW CASTLE,Chicago,Illinois,5501 S NEWCASTLE,True,"0","966089846","5501, South Newcastle Avenue, Garfield Ridge, Chicago, Lake Township, Cook County, Illinois, 60638, United States",place,house,"41.791538,-87.792665","142982293.923","125226.472414","23"
20DT001520,5500 S OAK PARK,Chicago,Illinois,5500 S OAK PARK,,"0","196459377","5500, South Oak Park Avenue, Garfield Ridge, Chicago, Lake Township, Cook County, Illinois, 60638, United States",place,house,"41.791557,-87.791662","142982293.923","125226.472414","23"
20DT000865,7141 W ARCHER,Chicago,Illinois,7141 W ARCHER,,"0","674347889","7141, West Archer Avenue, Garfield Ridge, Chicago, Lake Township, Cook County, Illinois, 60638, United States",place,house,"41.791892848623526,-87.79953622587475","142982293.923","125226.472414","23"
20DT000866,5500 S NEVA,Chicago,Illinois,5500 S NEVA,,"0","196459374","5500, South Neva Avenue, Garfield Ridge, Chicago, Lake Township, Cook County, Illinois, 60638, United States",place,house,"41.791355,-87.800349","142982293.923","125226.472414","23"
20DT000867,5501 S HARLEM,Chicago,Illinois,5501 S HARLEM,,"0","163249732","ALDI, 5501, South Harlem Avenue, Chicago, Lyons Township, Cook County, Illinois, 60638, United States",shop,supermarket,"41.79168445,-87.80074210111168","142982293.923","125226.472414","23"
20DT001526,5348 S CENTRAL,Chicago,Illinois,5348 S CENTRAL AVE,True,"0","428583955","5348, South Central Avenue, Garfield Ridge, Chicago, Lake Township, Cook County, Illinois, 60638, United States",place,house,"41.79473456896552,-87.76226051724137","142982293.923","125226.472414","23"
20DT001523,6559 W ARCHER,Chicago,Illinois,6559 W ARCHER,,"0","162855962","7-Eleven, 6559, West Archer Avenue, Garfield Ridge, Chicago, Lake Township, Cook County, Illinois, 60638, United States",shop,convenience,"41.7918599,-87.786325987375","142982293.923","125226.472414","23"
20DT001524,5501 S NASHVILLE,Chicago,Illinois,5501 S NASHVILLE,,"0","966089860","5501, South Nashville Avenue, Garfield Ridge, Chicago, Lake Township, Cook County, Illinois, 60638, United States",place,house,"41.791653,-87.78656","142982293.923","125226.472414","23"
20DT000839,5749 S HARLEM,Chicago,Illinois,5749 S HARLEM,,"0","435539736","5749, South Harlem Avenue, Garfield Ridge, Chicago, Lake Township, Cook County, Illinois, 60638, United States",place,house,"41.78782791823,-87.80124132969911","142982293.923","125226.472414","23"
20DT000840,7148 W 58TH ST,Chicago,Illinois,7148 W 58TH ST,,"0","24107131","7148, West 58th Street, Garfield Ridge, Chicago, Lake Township, Cook County, Illinois, 60638, United States",place,house,"41.786623107078015,-87.80035199274249","142982293.923","125226.472414","23"
20DT000843,5747 S HARLEM,Chicago,Illinois,5747 S HARLEM,,"0","435539736","5747, South Harlem Avenue, Garfield Ridge, Chicago, Lake Township, Cook County, Illinois, 60638, United States",place,house,"41.78784275468999,-87.80124198909733","142982293.923","125226.472414","23"
20DT000844,5737 S HARLEM,Chicago,Illinois,5737 S HARLEM,,"0","435539736","5737, South Harlem Avenue, Garfield Ridge, Chicago, Lake Township, Cook County, Illinois, 60638, United States",place,house,"41.78791693698995,-87.80124528608845","142982293.923","125226.472414","23"
21DT002779,6343 W 63RD ST,Chicago,Illinois,6343 W 63RD ST,,"0","428585411","6343, West 63rd Street, Clearing, Chicago, Lake Township, Cook County, Illinois, 60638, United States",place,house,"41.77760960731438,-87.78036341891323","142982293.923","125226.472414","23"
21DT002781,6301 S NARRAGANSETT,Chicago,Illinois,6301 S NARRAGANSETT,,"0","315963120","6301, South Narragansett Avenue, Clearing, Chicago, Lake Township, Cook County, Illinois, 60638, United States",place,house,"41.777128,-87.781138","142982293.923","125226.472414","23"
21DT002782,6301 S NARRAGANSETT,Chicago,Illinois,6301 S NARRAGANSETT,,"0","315963120","6301, South Narragansett Avenue, Clearing, Chicago, Lake Township, Cook County, Illinois, 60638, United States",place,house,"41.777128,-87.781138","142982293.923","125226.472414","23"
20DT000850,5245 S ARCHER,Chicago,Illinois,5245 S ARCHER,,"0","428599503","5245, South Archer Avenue, Archer Heights, Chicago, Lake Township, Cook County, Illinois, 60632, United States",place,house,"41.799717,-87.735739","142982293.923","125226.472414","23"
20DT000851,5301 S LARAMIE,Chicago,Illinois,5301 S LARAMIE,,"0","43152373","5301, South Laramie Avenue, Garfield Ridge, Chicago, Lake Township, Cook County, Illinois, 60638, United States",place,house,"41.797097,-87.752518","142982293.923","125226.472414","23"
23DT000956,5601 S NEWCASTLE,Chicago,Illinois,5601 S NEWCASTLE,,"0","163250113","5601, South Newcastle Avenue, Garfield Ridge, Chicago, Lake Township, Cook County, Illinois, 60638, United States",building,yes,"41.7902174,-87.792222652757","142982293.923","125226.472414","23"
20DT001521,6190 S ARCHER,Chicago,Illinois,6190 S ARCHER,,"0","162929081","Family Dollar, 6190, South Archer Avenue, Garfield Ridge, Chicago, Lake Township, Cook County, Illinois, 60638, United States",shop,variety_store,"41.79424425,-87.77385787280147","142982293.923","125226.472414","23"
20DT001522,5381 S MEADE,Chicago,Illinois,5381 S MEADE,,"0","611454129","5381, South Meade Avenue, Garfield Ridge, Chicago, Lake Township, Cook County, Illinois, 60638, United States",place,house,"41.7947927067223,-87.77446034672964","142982293.923","125226.472414","23"
21DT002983,5438 S MULLIGAN,Chicago,Illinois,5438 S MULLIGAN,,"0","24080943","5438, South Mulligan Avenue, Garfield Ridge, Chicago, Lake Township, Cook County, Illinois, 60638, United States",place,house,"41.793800080560814,-87.78074195374614","142982293.923","125226.472414","23"
21DT002985,6366 W ARCHER,Chicago,Illinois,6366 W ARCHER,,"0","1249715070","West Archer Avenue, Garfield Ridge, Chicago, Lake Township, Cook County, Illinois, 60638, United States",highway,secondary,"41.7922432,-87.7872361","142982293.923","125226.472414","23"
21DT002805,6259 S OAK PARK,Chicago,Illinois,6259 S OAK PARK,,"0","963092424","6259, South Oak Park Avenue, Clearing, Chicago, Lake Township, Cook County, Illinois, 60638, United States",place,house,"41.778575230605085,-87.7909251561003","142982293.923","125226.472414","23"
20DT000864,5501 S NEWLAND,Chicago,Illinois,5501 S NEWLAND,,"0","966089844","5501, South Newland Avenue, Garfield Ridge, Chicago, Lake Township, Cook County, Illinois, 60638, United States",place,house,"41.791494,-87.795105","142982293.923","125226.472414","23"
20DT000863,6925 W ARCHER,Chicago,Illinois,6925 W ARCHER,,"0","163251348","6923-6925, West Archer Avenue, Garfield Ridge, Chicago, Lake Township, Cook County, Illinois, 60638, United States",building,yes,"41.79183505,-87.79500249256603","142982293.923","125226.472414","23"
20CP008450,5311 S MELVINA,Chicago,Illinois,5311 S MELVINA,,"0","162928115","5311, South Melvina Avenue, Garfield Ridge, Chicago, Lake Township, Cook County, Illinois, 60638, United States",building,yes,"41.79578135,-87.77676814243932","142982293.923","125226.472414","23"
21DT002778,5349 S HARLEM,Chicago,Illinois,5349 S HARLEM,,"0","24075353","5349, South Harlem Avenue, Garfield Ridge, Chicago, Lake Township, Cook County, Illinois, 60638, United States",place,house,"41.795067716993465,-87.80151798050149","142982293.923","125226.472414","23"
21DT002981,5449 S SAYRE,Chicago,Illinois,5449 S SAYRE,,"0","24075610","5449, South Sayre Avenue, Garfield Ridge, Chicago, Lake Township, Cook County, Illinois, 60638, United States",place,house,"41.79329413785044,-87.79638128322628","142982293.923","125226.472414","23"
21DT002982,6950 W ARCHER,Chicago,Illinois,6950 W ARCHER,,"0","163251385","6950, West Archer Avenue, Garfield Ridge, Chicago, Lake Township, Cook County, Illinois, 60638, United States",building,yes,"41.7922815,-87.79626308967391","142982293.923","125226.472414","23"
20DT001491,6421 W ARCHER,Chicago,Illinois,6421 W ARCHER,,"0","712929307","6421, West Archer Avenue, Garfield Ridge, Chicago, Lake Township, Cook County, Illinois, 60638, United States",place,house,"41.792230025495854,-87.78337066146757","142982293.923","125226.472414","23"
21DT002787,6417 W ARCHER,Chicago,Illinois,6417 W ARCHER,,"0","712929307","6417, West Archer Avenue, Garfield Ridge, Chicago, Lake Township, Cook County, Illinois, 60638, United States",place,house,"41.79223072131859,-87.78333413077395","142982293.923","125226.472414","23"
22DT001342,6107 S HARLEM,Chicago,Illinois,6107 S HARLEM,,"0","435539785","6107, South Harlem Avenue, Clearing, Chicago, Lake Township, Cook County, Illinois, 60638, United States",place,house,"41.779870907609144,-87.80090259324945","142982293.923","125226.472414","23"
21DT002769,7157 W 59TH ST,Chicago,Illinois,7157 W 59TH ST,,"0","32804145","7157, West 59th Street, Clearing, Chicago, Lake Township, Cook County, Illinois, 60638, United States",place,house,"41.78462412788791,-87.80019600163995","142982293.923","125226.472414","23"
21DT002791,5259 S ARCHER,Chicago,Illinois,5259 S ARCHER,,"0","162172323","Hertz, 5259, South Archer Avenue, Archer Heights, Chicago, Lake Township, Cook County, Illinois, 60632, United States",amenity,car_rental,"41.7990152,-87.73732112857142","142982293.923","125226.472414","23"
22DT001142,4425 W 63RD ST,Chicago,Illinois,4425 W 63RD ST,,"0","162222313","4423-4425, West 63rd Street, West Lawn, Chicago, Lake Township, Cook County, Illinois, 60629, United States",building,yes,"41.7782984,-87.73333996772448","142982293.923","125226.472414","23"
21DT002766,7000 W ARCHER,Chicago,Illinois,7000 W ARCHER,,"0","163251397","7000, West Archer Avenue, Garfield Ridge, Chicago, Lake Township, Cook County, Illinois, 60638, United States",building,yes,"41.792265150000006,-87.79664575844728","142982293.923","125226.472414","23"
21DT002756,5687 S ARCHER,Chicago,Illinois,5687 S ARCHER,,"0","162508330","Chase, 5687, South Archer Avenue, Garfield Ridge, Chicago, Lake Township, Cook County, Illinois, 60638, United States",amenity,bank,"41.7967019,-87.75355804647751","142982293.923","125226.472414","23"
22DT000602,5450 S NORMANDY,Chicago,Illinois,5450 S NORMANDY,,"0","24117224","5450, South Normandy Avenue, Garfield Ridge, Chicago, Lake Township, Cook County, Illinois, 60638, United States",place,house,"41.79338874774659,-87.78927691811211","142982293.923","125226.472414","23"
21DT003048,5358 S MCVICKER,Chicago,Illinois,5358 S MCVICKER,,"0","583214380","5358, South McVicker Avenue, Garfield Ridge, Chicago, Lake Township, Cook County, Illinois, 60638, United States",place,house,"41.795227512795165,-87.77347264315235","142982293.923","125226.472414","23"
21DT003049,6188 S ARCHER,Chicago,Illinois,6188 S ARCHER,,"0","7698726648","Wingstop, 6188, South Archer Avenue, Garfield Ridge, Chicago, Lake Township, Cook County, Illinois, 60638, United States",amenity,fast_food,"41.7941463,-87.7736568","142982293.923","125226.472414","23"
21DT002980,6950 W ARCHER,Chicago,Illinois,6950 W ARCHER,,"0","163251385","6950, West Archer Avenue, Garfield Ridge, Chicago, Lake Township, Cook County, Illinois, 60638, United States",building,yes,"41.7922815,-87.79626308967391","142982293.923","125226.472414","23"
