docket,violation_address,city,state,cleaned_address,corrected,result_num,osm_id,display_name,category,type,latlong,shape_area,shape_leng,ward
21DT00021A,7101 S ASHLAND AVE,Chicago,Illinois,7101 S ASHLAND AVE,,"0","210118342","Shell, 7101-7115, South Ashland Avenue, West Englewood, Chicago, Lake Township, Cook County, Illinois, 60636, United States",shop,convenience,"41.76455115,-87.66326065","113383616.514","100910.871779","17"
22DT001820,7050 S DAMEN,Chicago,Illinois,7050 S DAMEN,,"0","209656654","Midwest, 7050, South Damen Avenue, West Englewood, Chicago, Lake Township, Cook County, Illinois, 60636, United States",amenity,fuel,"41.76501485,-87.67387276308253","113383616.514","100910.871779","17"
20CP005520,2139 W 72ND PL,Chicago,Illinois,2139 W 72ND PL,,"0","209653750","2139, West 72nd Place, West Englewood, Chicago, Lake Township, Cook County, Illinois, 60636, United States",building,yes,"41.76181925,-87.67742349070922","113383616.514","100910.871779","17"
22DS03602M,6714 S WESTERN AVE,Chicago,Illinois,6714 S WESTERN AVE,,"0","209655078","Advance Auto Parts, 6714, South Western Avenue, Chicago Lawn, Chicago, Lake Township, Cook County, Illinois, 60636, United States",shop,car_parts,"41.771386050000004,-87.68377614044391","113383616.514","100910.871779","17"
22DT001816,7059 S ASHLAND,Chicago,Illinois,7059 S ASHLAND,,"0","209656676","BP, 7059, South Ashland Avenue, West Englewood, Chicago, Lake Township, Cook County, Illinois, 60636, United States",amenity,fuel,"41.765199,-87.66347404285048","113383616.514","100910.871779","17"
21DT002544,310 W 74TH PL,Chicago,Illinois,310 W 74TH PL,,"0","24086535","West 74th Place, West Englewood, Chicago, Lake Township, Cook County, Illinois, 60636, United States",highway,residential,"41.758684,-87.6545515","113383616.514","100910.871779","17"
21DT00024A,6900 S ASHLAND AVE,Chicago,Illinois,6900 S ASHLAND AVE,,"0","209655794","Bank of America, 6900, South Ashland Avenue, West Englewood, Chicago, Lake Township, Cook County, Illinois, 60636, United States",amenity,bank,"41.768151200000005,-87.66434750572552","113383616.514","100910.871779","17"
21DT00023A,7059 S ASHLAND AVE,Chicago,Illinois,7059 S ASHLAND AVE,,"0","209656676","BP, 7059, South Ashland Avenue, West Englewood, Chicago, Lake Township, Cook County, Illinois, 60636, United States",amenity,fuel,"41.765199,-87.66347404285048","113383616.514","100910.871779","17"
23DS12463M,6725 S CAMPBELL AVE,Chicago,Illinois,6725 S CAMPBELL AVE,,"0","165123269","6725-6727, South Campbell Avenue, Chicago Lawn, Chicago, Lake Township, Cook County, Illinois, 60629, United States",building,yes,"41.771159600000004,-87.68556595501687","113383616.514","100910.871779","17"
22DS04087M,7042 S MARSHFIELD AVE,Chicago,Illinois,7042 S MARSHFIELD AVE,,"0","209656623","7042, South Marshfield Avenue, West Englewood, Chicago, Lake Township, Cook County, Illinois, 60636, United States",building,yes,"41.76542125,-87.66529052384672","113383616.514","100910.871779","17"
22DT001823,7901 S DAMEN,Chicago,Illinois,7901 S DAMEN,,"0","145774976","7901, South Damen Avenue, Auburn Gresham, Chicago, Lake Township, Cook County, Illinois, 60620, United States",place,house,"41.749651,-87.673006","113383616.514","100910.871779","17"
21DS19793M,7030 S ASHLAND AVE,Chicago,Illinois,7030 S ASHLAND AVE,,"0","209656270","Food 4 Less, 7030, South Ashland Avenue, West Englewood, Chicago, Lake Township, Cook County, Illinois, 60636, United States",shop,supermarket,"41.7654918,-87.66448127185417","113383616.514","100910.871779","17"
20DT000836,6600 S TROY ST,Chicago,Illinois,6600 S TROY ST,,"0","1009877248","6600, South Troy Street, Chicago Lawn, Chicago, Lake Township, Cook County, Illinois, 60629, United States",place,house,"41.773388,-87.701883","113383616.514","100910.871779","17"
22DT001815,7101 S ASHLAND,Chicago,Illinois,7101 S ASHLAND,,"0","210118342","Shell, 7101-7115, South Ashland Avenue, West Englewood, Chicago, Lake Township, Cook County, Illinois, 60636, United States",shop,convenience,"41.76455115,-87.66326065","113383616.514","100910.871779","17"
22DS04160M,6825 S WINCHESTER AVE,Chicago,Illinois,6825 S WINCHESTER AVE,,"0","209655619","6825, South Winchester Avenue, Drexel Estate, West Englewood, Chicago, Lake Township, Cook County, Illinois, 60636, United States",building,yes,"41.7695213,-87.67218914310381","113383616.514","100910.871779","17"
23DS09565M,6741 S CAMPBELL AVE,Chicago,Illinois,6741 S CAMPBELL AVE,,"0","165123301","6741, South Campbell Avenue, Chicago Lawn, Chicago, Lake Township, Cook County, Illinois, 60629, United States",building,yes,"41.77069865,-87.68556792006024","113383616.514","100910.871779","17"
22DS04252M,2033 W 69TH ST,Chicago,Illinois,2033 W 69TH ST,,"0","209653341","2033, West 69th Street, West Englewood, Chicago, Lake Township, Cook County, Illinois, 60636, United States",building,yes,"41.76821525,-87.67497882191685","113383616.514","100910.871779","17"
22DT001822,7600 S HALSTED ST,Chicago,Illinois,7600 S HALSTED ST,,"0","57708064","7600, South Halsted Street, New Auburn, Auburn Gresham, Chicago, Lake Township, Cook County, Illinois, 60620, United States",place,house,"41.755963,-87.644291","113383616.514","100910.871779","17"
22DS04345M,1741 W 79TH ST,Chicago,Illinois,1741 W 79TH ST,,"0","435325239","1741, West 79th Street, South Englewood, Auburn Gresham, Chicago, Lake Township, Cook County, Illinois, 60620, United States",place,house,"41.75022328674519,-87.66737085362486","113383616.514","100910.871779","17"
21DS19935M,1415 W 76TH ST,Chicago,Illinois,1415 W 76TH ST,,"0","210085544","1415, West 76th Street, Auburn Gresham, Chicago, Lake Township, Cook County, Illinois, 60620, United States",building,yes,"41.75565885,-87.65942422056762","113383616.514","100910.871779","17"
22DS04135M,7059 S HALSTED ST,Chicago,Illinois,7059 S HALSTED ST,,"0","435530828","7059, South Halsted Street, Becks Park, Englewood, Chicago, Lake Township, Cook County, Illinois, 60621, United States",place,house,"41.76596677521923,-87.64432193001925","120539114.428","69925.2023858","6"
21DS19144M,7056 S PARNELL AVE,Chicago,Illinois,7056 S PARNELL AVE,,"0","210515894","7056-7058, South Parnell Avenue, Becks Park, Englewood, Chicago, Lake Township, Cook County, Illinois, 60621, United States",building,yes,"41.76543805,-87.63870358891171","120539114.428","69925.2023858","6"
22DS02761M,7901 S INDIANA AVE,Chicago,Illinois,7901 S INDIANA AVE,,"0","210859234","7901-7903, South Indiana Avenue, Chatham, Chicago, Hyde Park Township, Cook County, Illinois, 60628, United States",building,yes,"41.750811,-87.61950035000001","120539114.428","69925.2023858","6"
20DS72765L,7201 S EVANS AVE,Chicago,Illinois,7201 S EVANS AVE,,"0","233418070","7201, South Evans Avenue, Brookline, Greater Grand Crossing, Chicago, Hyde Park Township, Cook County, Illinois, 60619, United States",place,house,"41.763909,-87.606651","120539114.428","69925.2023858","6"
21DS19324M,7105 S STATE ST,Chicago,Illinois,7105 S STATE ST,,"0","435544111","7105, South State Street, Park Manor, Greater Grand Crossing, Chicago, Hyde Park Township, Cook County, Illinois, 60619, United States",place,house,"41.765332875,-87.62479308333333","120539114.428","69925.2023858","6"
22DS02294M,75 E 71ST ST,Chicago,Illinois,75 E 71ST ST,,"0","210517191","75-77, East 71st Street, Park Manor, Greater Grand Crossing, Chicago, Hyde Park Township, Cook County, Illinois, 60621, United States",building,yes,"41.7653019,-87.62209358009373","120539114.428","69925.2023858","6"
22DS04136M,6530 S MORGAN ST,Chicago,Illinois,6530 S MORGAN ST,,"0","210133154","6530, South Morgan Street, Englewood, Chicago, Lake Township, Cook County, Illinois, 60620, United States",building,yes,"41.77509215,-87.64978070000001","120539114.428","69925.2023858","6"
22DS02592M,135 E 71ST ST,Chicago,Illinois,135 E 71ST ST,,"0","210873524","135, East 71st Street, Park Manor, Greater Grand Crossing, Chicago, Hyde Park Township, Cook County, Illinois, 60621, United States",building,yes,"41.76539605,-87.62035356879866","120539114.428","69925.2023858","6"
21DS18451M,6945 S CARPENTER ST,Chicago,Illinois,6945 S CARPENTER ST,,"0","196357958","6945, South Carpenter Street, Englewood, Chicago, Lake Township, Cook County, Illinois, 60621, United States",place,house,"41.767695193023684,-87.65043428154198","120539114.428","69925.2023858","6"
22DS02604M,7358 S WABASH AVE,Chicago,Illinois,7358 S WABASH AVE,,"0","210516920","7358, South Wabash Avenue, Park Manor, Greater Grand Crossing, Chicago, Hyde Park Township, Cook County, Illinois, 60619, United States",building,yes,"41.76021045,-87.62351497682111","120539114.428","69925.2023858","6"
21DS19326M,51 E 71ST ST,Chicago,Illinois,51 E 71ST ST,,"0","210514638","Family Dollar, 51, East 71st Street, Park Manor, Greater Grand Crossing, Chicago, Hyde Park Township, Cook County, Illinois, 60619, United States",shop,variety_store,"41.7652968,-87.62270886858107","120539114.428","69925.2023858","6"
21DS19333M,7055 S ST LAWRENCE AVE,Chicago,Illinois,7055 S ST LAWRENCE AVE,,"0","57300925","7055, South Saint Lawrence Avenue, Brookline, Greater Grand Crossing, Chicago, Hyde Park Township, Cook County, Illinois, 60637, United States",place,house,"41.76797982492789,-87.61037096434308","120539114.428","69925.2023858","6"
20CP008508,7419 S HARVARD,Chicago,Illinois,7419 S HARVARD,,"0","210517009","7419, South Harvard Avenue, Auburn Park, Greater Grand Crossing, Chicago, Lake Township, Cook County, Illinois, 60621, United States",building,yes,"41.75933345,-87.63298858042347","120539114.428","69925.2023858","6"
22DS04127M,7101 S PERRY AVE,Chicago,Illinois,7101 S PERRY AVE,,"0","1081824169","7101, South Perry Avenue, Greater Grand Crossing, Chicago, Lake Township, Cook County, Illinois, 60621, United States",place,house,"41.764845,-87.628039","120539114.428","69925.2023858","6"
22DS02288M,7059 S HALSTED ST,Chicago,Illinois,7059 S HALSTED ST,,"0","435530828","7059, South Halsted Street, Becks Park, Englewood, Chicago, Lake Township, Cook County, Illinois, 60621, United States",place,house,"41.76596677521923,-87.64432193001925","120539114.428","69925.2023858","6"
22DS02619M,7903 S RHODES AVE,Chicago,Illinois,7903 S RHODES AVE,,"0","1067620330","7903, South Rhodes Avenue, Chatham Fields, Chatham, Chicago, Hyde Park Township, Cook County, Illinois, 60619, United States",place,house,"41.75058104112242,-87.61116337597615","120539114.428","69925.2023858","6"
22DS03683M,371 E 75TH ST,Chicago,Illinois,371 E 75TH ST,,"0","233416736","371, East 75th Street, Brookline, Greater Grand Crossing, Chicago, Hyde Park Township, Cook County, Illinois, 60619, United States",place,house,"41.75830474033481,-87.61629031197623","120539114.428","69925.2023858","6"
22DS02631M,343 E 79TH ST,Chicago,Illinois,343 E 79TH ST,,"0","210858652","343-349, East 79th Street, Chatham, Chicago, Hyde Park Township, Cook County, Illinois, 60619, United States",building,yes,"41.7508974,-87.61621414167303","120539114.428","69925.2023858","6"
22DS02242M,51 E 71ST ST,Chicago,Illinois,51 E 71ST ST,,"0","210514638","Family Dollar, 51, East 71st Street, Park Manor, Greater Grand Crossing, Chicago, Hyde Park Township, Cook County, Illinois, 60619, United States",shop,variety_store,"41.7652968,-87.62270886858107","120539114.428","69925.2023858","6"
22DS04129M,7104 S LAFAYETTE AVE,Chicago,Illinois,7104 S LAFAYETTE AVE,,"0","210515923","7104, South Lafayette Avenue, Greater Grand Crossing, Chicago, Lake Township, Cook County, Illinois, 60621, United States",building,yes,"41.765237400000004,-87.62690061909731","120539114.428","69925.2023858","6"
21DS19327M,75 E 71ST ST,Chicago,Illinois,75 E 71ST ST,,"0","210517191","75-77, East 71st Street, Park Manor, Greater Grand Crossing, Chicago, Hyde Park Township, Cook County, Illinois, 60621, United States",building,yes,"41.7653019,-87.62209358009373","120539114.428","69925.2023858","6"
21DT000783,7356 S HALSTED ST,Chicago,Illinois,7356 S HALSTED ST,,"0","435530814","7356, South Halsted Street, Becks Park, Englewood, Chicago, Lake Township, Cook County, Illinois, 60621, United States",place,house,"41.76054072498492,-87.64440474869468","120539114.428","69925.2023858","6"
21DT000459,7929 S STATE ST,Chicago,Illinois,7929 S STATE ST,,"0","210502574","7929-7931, South State Street, Chatham, Chicago, Hyde Park Township, Cook County, Illinois, 60619, United States",building,yes,"41.7500527,-87.624112198576","120539114.428","69925.2023858","6"
22DS02593M,125 E 71ST ST,Chicago,Illinois,125 E 71ST ST,,"0","210514511","119-125, East 71st Street, Park Manor, Greater Grand Crossing, Chicago, Hyde Park Township, Cook County, Illinois, 60621, United States",building,yes,"41.76545215,-87.62064666936267","120539114.428","69925.2023858","6"
22DS02628M,211 E 79TH ST,Chicago,Illinois,211 E 79TH ST,,"0","210858630","211, East 79th Street, Chatham, Chicago, Hyde Park Township, Cook County, Illinois, 60619, United States",building,yes,"41.7508721,-87.6191808","120539114.428","69925.2023858","6"
21DS19325M,7108 S WABASH AVE,Chicago,Illinois,7108 S WABASH AVE,,"0","11645934847","Subway, 7108, South Wabash Avenue, Park Manor, Greater Grand Crossing, Chicago, Hyde Park Township, Cook County, Illinois, 60619, United States",amenity,fast_food,"41.7651904,-87.6235457","120539114.428","69925.2023858","6"
22DS02287M,7108 S WABASH AVE,Chicago,Illinois,7108 S WABASH AVE,,"0","11645934847","Subway, 7108, South Wabash Avenue, Park Manor, Greater Grand Crossing, Chicago, Hyde Park Township, Cook County, Illinois, 60619, United States",amenity,fast_food,"41.7651904,-87.6235457","120539114.428","69925.2023858","6"
21DS19320M,250 W 75TH ST,Chicago,Illinois,250 W 75TH ST,,"0","6172802045","Vincennes Currency Exchange Bitcoin ATM, 250, West 75th Street, Auburn Park, Greater Grand Crossing, Chicago, Lake Township, Cook County, Illinois, 60621, United States",amenity,atm,"41.7583088,-87.6316161","120539114.428","69925.2023858","6"
22DS02681M,7109 S INDIANA AVE,Chicago,Illinois,7109 S INDIANA AVE,,"0","210875652","7109, South Indiana Avenue, Park Manor, Greater Grand Crossing, Chicago, Hyde Park Township, Cook County, Illinois, 60628, United States",building,yes,"41.7653205,-87.61978942748877","120539114.428","69925.2023858","6"
22DS02291M,143 W 71ST ST,Chicago,Illinois,143 W 71ST ST,,"0","210514530","143, West 71st Street, Greater Grand Crossing, Chicago, Lake Township, Cook County, Illinois, 60621, United States",building,yes,"41.76520725,-87.62889357666181","120539114.428","69925.2023858","6"
22DS04067M,7250 S EMERALD AVE,Chicago,Illinois,7250 S EMERALD AVE,,"0","24077274","7250, South Emerald Avenue, Becks Park, Englewood, Chicago, Lake Township, Cook County, Illinois, 60621, United States",place,house,"41.762477448979595,-87.6430716122449","120539114.428","69925.2023858","6"
21DS19330M,7100 S PRAIRIE AVE,Chicago,Illinois,7100 S PRAIRIE AVE,,"0","210875617","7100, South Prairie Avenue, Park Manor, Greater Grand Crossing, Chicago, Hyde Park Township, Cook County, Illinois, 60619, United States",building,yes,"41.76552855,-87.61881038715092","120539114.428","69925.2023858","6"
22DS02610M,7100 S PRAIRIE AVE,Chicago,Illinois,7100 S PRAIRIE AVE,,"0","210875617","7100, South Prairie Avenue, Park Manor, Greater Grand Crossing, Chicago, Hyde Park Township, Cook County, Illinois, 60619, United States",building,yes,"41.76552855,-87.61881038715092","120539114.428","69925.2023858","6"
21DS19332M,605 E 71ST ST,Chicago,Illinois,605 E 71ST ST,,"0","210873924","605, East 71st Street, Brookline, Greater Grand Crossing, Chicago, Hyde Park Township, Cook County, Illinois, 60637, United States",building,yes,"41.7656504,-87.61010692519514","120539114.428","69925.2023858","6"
21DS19297M,7601 S STATE ST,Chicago,Illinois,7601 S STATE ST,,"0","210501552","Mobil, 7601, South State Street, Greater Grand Crossing, Chicago, Lake Township, Cook County, Illinois, 60619, United States",amenity,fuel,"41.75615365,-87.62428293477745","120539114.428","69925.2023858","6"
22DS02618M,601 E 79TH ST,Chicago,Illinois,601 E 79TH ST,,"0","24106749","601, East 79th Street, Greater Grand Crossing, Chicago, Hyde Park Township, Cook County, Illinois, 60619, United States",place,house,"41.75128437652835,-87.60989063078816","120539114.428","69925.2023858","6"
22DS02286M,139 W 71ST ST,Chicago,Illinois,139 W 71ST ST,,"0","210514524","139, West 71st Street, Greater Grand Crossing, Chicago, Lake Township, Cook County, Illinois, 60621, United States",building,yes,"41.76522165,-87.62878424674014","120539114.428","69925.2023858","6"
22DS02616M,549 E 79TH ST,Chicago,Illinois,549 E 79TH ST,,"0","210858709","549, East 79th Street, Chatham, Chicago, Hyde Park Township, Cook County, Illinois, 60619, United States",building,yes,"41.751001349999996,-87.61054440869422","120539114.428","69925.2023858","6"
20DT000786,6601 S GREEN ST,Chicago,Illinois,6601 S GREEN ST,,"0","1067393100","6601, South Green Street, Becks Park, Englewood, Chicago, Lake Township, Cook County, Illinois, 60621, United States",place,house,"41.774151,-87.645748","120539114.428","69925.2023858","6"
22DS02285M,7101 S VINCENNES AVE,Chicago,Illinois,7101 S VINCENNES AVE,,"0","435530865","7101, South Vincennes Avenue, Greater Grand Crossing, Chicago, Lake Township, Cook County, Illinois, 60621, United States",place,house,"41.764866714285716,-87.62831634693877","120539114.428","69925.2023858","6"
21DS19295M,8307 S DR MARTIN LUTHER KING JR DR,Chicago,Illinois,8307 S DR MARTIN LUTHER KING JR DR,,"0","210854181","8307, South Doctor Martin Luther King Junior Drive, Chatham Fields, Chatham, Chicago, Hyde Park Township, Cook County, Illinois, 60619, United States",building,retail,"41.74355745,-87.61437510681395","120539114.428","69925.2023858","6"
22DS02245M,119 E 71ST ST,Chicago,Illinois,119 E 71ST ST,,"0","210514511","119-125, East 71st Street, Park Manor, Greater Grand Crossing, Chicago, Hyde Park Township, Cook County, Illinois, 60621, United States",building,yes,"41.76545215,-87.62064666936267","120539114.428","69925.2023858","6"
22DS03486M,6651 S HALSTED ST,Chicago,Illinois,6651 S HALSTED ST,,"0","285375461","6651, South Halsted Street, Becks Park, Englewood, Chicago, Lake Township, Cook County, Illinois, 60621, United States",place,house,"41.77292614262915,-87.6444993136584","120539114.428","69925.2023858","6"
20DS75837L,7628 S UNION AVE,Chicago,Illinois,7628 S UNION AVE,,"0","210501682","7628, South Union Avenue, Chester Highlands, Auburn Gresham, Chicago, Lake Township, Cook County, Illinois, 60620, United States",building,yes,"41.75511435,-87.64198540562467","120539114.428","69925.2023858","6"
21DS19415M,111 W 75TH ST,Chicago,Illinois,111 W 75TH ST,,"0","210501191","Popeyes, 111, West 75th Street, Greater Grand Crossing, Chicago, Lake Township, Cook County, Illinois, 60620, United States",amenity,fast_food,"41.75802435,-87.62747819075315","120539114.428","69925.2023858","6"
22DS04527M,346 E 75TH ST,Chicago,Illinois,346 E 75TH ST,,"0","210873714","346, East 75th Street, Brookline, Greater Grand Crossing, Chicago, Hyde Park Township, Cook County, Illinois, 60649, United States",building,yes,"41.75868385,-87.61639131983068","120539114.428","69925.2023858","6"
21DT000747,935 W MARQUETTE RD,Chicago,Illinois,935 W MARQUETTE RD,,"0","210123608","935-945, West Marquette Road, Englewood, Chicago, Lake Township, Cook County, Illinois, 60620, United States",building,yes,"41.7722511,-87.64859554867549","120539114.428","69925.2023858","6"
22DS02244M,7101 S MICHIGAN AVE,Chicago,Illinois,7101 S MICHIGAN AVE,,"0","24091453","7101, South Michigan Avenue, Park Manor, Greater Grand Crossing, Chicago, Hyde Park Township, Cook County, Illinois, 60619, United States",place,house,"41.765457,-87.621578","120539114.428","69925.2023858","6"
21DS19329M,7101 S MICHIGAN AVE,Chicago,Illinois,7101 S MICHIGAN AVE,,"0","24091453","7101, South Michigan Avenue, Park Manor, Greater Grand Crossing, Chicago, Hyde Park Township, Cook County, Illinois, 60619, United States",place,house,"41.765457,-87.621578","120539114.428","69925.2023858","6"
21DT000738,7925 S STATE ST,Chicago,Illinois,7925 S STATE ST,,"0","435709920","7925, South State Street, Chatham, Chicago, Hyde Park Township, Cook County, Illinois, 60619, United States",place,house,"41.74987848710867,-87.62440441442315","120539114.428","69925.2023858","6"
21DS19331M,547 E 71ST ST,Chicago,Illinois,547 E 71ST ST,,"0","210873905","547-559, East 71st Street, Brookline, Greater Grand Crossing, Chicago, Hyde Park Township, Cook County, Illinois, 60637, United States",building,yes,"41.765611250000006,-87.61091421670568","120539114.428","69925.2023858","6"
22DS03954M,7953 S CHAMPLAIN AVE,Chicago,Illinois,7953 S CHAMPLAIN AVE,,"0","210859655","7951-7953, South Champlain Avenue, Chatham Fields, Chatham, Chicago, Hyde Park Township, Cook County, Illinois, 60619, United States",building,yes,"41.74967895,-87.6084489515091","120539114.428","69925.2023858","6"
21DT001027,100 W GRAND,Chicago,Illinois,100 W GRAND,,"0","24091453","South Michigan Avenue, Park Manor, Greater Grand Crossing, Chicago, Hyde Park Township, Cook County, Illinois, 60621, United States",highway,residential,"41.7655813,-87.6216949","120539114.428","69925.2023858","6"
22DS03137M,351 E 79TH ST,Chicago,Illinois,351 E 79TH ST,,"0","210858656","351-355, East 79th Street, Chatham, Chicago, Hyde Park Township, Cook County, Illinois, 60619, United States",building,yes,"41.7509208,-87.61598371788425","120539114.428","69925.2023858","6"
22DS02589M,6637 S HALSTED ST,Chicago,Illinois,6637 S HALSTED ST,,"0","285375461","6637, South Halsted Street, Becks Park, Englewood, Chicago, Lake Township, Cook County, Illinois, 60621, United States",place,house,"41.77302214582098,-87.6445019224408","120539114.428","69925.2023858","6"
22DS03527M,7105 S STATE ST,Chicago,Illinois,7105 S STATE ST,,"0","435544111","7105, South State Street, Park Manor, Greater Grand Crossing, Chicago, Hyde Park Township, Cook County, Illinois, 60619, United States",place,house,"41.765332875,-87.62479308333333","120539114.428","69925.2023858","6"
22DS02629M,207 E 79TH ST,Chicago,Illinois,207 E 79TH ST,,"0","210858625","207, East 79th Street, Chatham, Chicago, Hyde Park Township, Cook County, Illinois, 60619, United States",building,yes,"41.7508143,-87.61936655767968","120539114.428","69925.2023858","6"
21DS19335M,7059 S STATE ST,Chicago,Illinois,7059 S STATE ST,,"0","8380262412","BP Shop, 7059, South State Street, Park Manor, Greater Grand Crossing, Chicago, Hyde Park Township, Cook County, Illinois, 60619, United States",shop,convenience,"41.7658084,-87.6245313","120539114.428","69925.2023858","6"
22DS03685M,7450 S DR MARTIN LUTHER KING JR DR,Chicago,Illinois,7450 S DR MARTIN LUTHER KING JR DR,,"0","210877541","Dunkin', 7450, South Doctor Martin Luther King Junior Drive, Brookline, Greater Grand Crossing, Chicago, Hyde Park Township, Cook County, Illinois, 60619, United States",amenity,fast_food,"41.75857915,-87.61553334555083","120539114.428","69925.2023858","6"
22DS02652M,7058 S EMERALD AVE,Chicago,Illinois,7058 S EMERALD AVE,,"0","210121873","7056-7058, South Emerald Avenue, Becks Park, Englewood, Chicago, Lake Township, Cook County, Illinois, 60621, United States",building,yes,"41.7653762,-87.643398227074","120539114.428","69925.2023858","6"
22DT001821,6649 S HALSTED ST,Chicago,Illinois,6649 S HALSTED ST,,"0","285375461","6649, South Halsted Street, Becks Park, Englewood, Chicago, Lake Township, Cook County, Illinois, 60621, United States",place,house,"41.772939857370844,-87.6444996863416","120539114.428","69925.2023858","6"
22DT001858,1303 E HYDE PARK,Chicago,Illinois,1303 E HYDE PARK,,"0","9884770","Hyde Park, Chicago, Hyde Park Township, Cook County, Illinois, United States",boundary,administrative,"41.7944464,-87.5939244","115196005.523","102271.665896","5"
22DT001349,7018 S CLYDE,Chicago,Illinois,7018 S CLYDE,,"0","24077118","7018, South Clyde Avenue, South Shore, Chicago, Hyde Park Township, Cook County, Illinois, 60649, United States",place,house,"41.76765225449237,-87.57400441232004","115196005.523","102271.665896","5"
22DS05749M,7001 S MERRILL AVE,Chicago,Illinois,7001 S MERRILL AVE,,"0","24073893","7001, South Merrill Avenue, South Shore, Chicago, Hyde Park Township, Cook County, Illinois, 60649, United States",place,house,"41.767895,-87.572568","115196005.523","102271.665896","5"
21DT000390,7047 S CRANDON,Chicago,Illinois,7047 S CRANDON,,"0","24079863","7047, South Crandon Avenue, South Shore, Chicago, Hyde Park Township, Cook County, Illinois, 60649, United States",place,house,"41.76694883106686,-87.56968701385112","115196005.523","102271.665896","5"
21DT000781,5642 S KIMBARK,Chicago,Illinois,5642 S KIMBARK,,"0","150432397","5642, South Kimbark Avenue, Hyde Park, Chicago, Hyde Park Township, Cook County, Illinois, 60637, United States",building,residential,"41.792099449999995,-87.59519583708564","115196005.523","102271.665896","5"
22DT001355,7024 S CLYDE,Chicago,Illinois,7024 S CLYDE,,"0","211318644","7024-7026, South Clyde Avenue, South Shore, Chicago, Hyde Park Township, Cook County, Illinois, 60649, United States",building,yes,"41.7672175,-87.57419927528736","115196005.523","102271.665896","5"
21DT000389,1421 E 67TH PL,Chicago,Illinois,1421 E 67TH PL,,"0","24076665","1421, East 67th Place, South Shore, Chicago, Hyde Park Township, Cook County, Illinois, 60637, United States",place,house,"41.77229903805532,-87.59055648712695","115196005.523","102271.665896","5"
21DT000539,5101 S ELLIS,Chicago,Illinois,5101 S ELLIS,,"0","210910773","5101-5109, South Ellis Avenue, Hyde Park, Chicago, Hyde Park Township, Cook County, Illinois, 60615, United States",building,apartments,"41.8020494,-87.6011127521022","115196005.523","102271.665896","5"
21DT000634,1848 N LINCOLN,Chicago,Illinois,1848 N LINCOLN,,"0","210685516","1848, North Lincoln Avenue, Belgravia Terrace, Lincoln Park, Chicago, Cook County, Illinois, 60610, United States",building,yes,"41.91604825,-87.63597964145973","65206365.4153","48544.5349075","43"
21DT000619,1858 N SHEFFIELD,Chicago,Illinois,1858 N SHEFFIELD,,"0","210316181","1858, North Sheffield Avenue, Lincoln Park, Chicago, Cook County, Illinois, 60614, United States",building,yes,"41.915535250000005,-87.65349453808724","65206365.4153","48544.5349075","43"
21DT000384,2206 N KENMORE,Chicago,Illinois,2206 N KENMORE,,"0","210317882","2206, North Kenmore Avenue, Lincoln Park, Chicago, Lake View Township, Cook County, Illinois, 60614, United States",building,yes,"41.9220612,-87.6549597738041","65206365.4153","48544.5349075","43"
20DS77340L,2668 N LINCOLN AVE,Chicago,Illinois,2668 N LINCOLN AVE,,"0","231653309","2668, North Lincoln Avenue, Lincoln Park, Chicago, Lake View Township, Cook County, Illinois, 60614, United States",place,house,"41.93004574457733,-87.65535782468918","65206365.4153","48544.5349075","43"
20DT000920,828 N ORLEANS ST,Chicago,Illinois,828 N ORLEANS ST,,"0","24096733","North Orleans Street, Belgravia Terrace, Lincoln Park, Chicago, Cook County, Illinois, 60614, United States",highway,residential,"41.9187764,-87.637692","65206365.4153","48544.5349075","43"
21DT000520,2059 N KENMORE,Chicago,Illinois,2059 N KENMORE,,"0","210317370","2059, North Kenmore Avenue, Lincoln Park, Chicago, Lake View Township, Cook County, Illinois, 60614, United States",building,yes,"41.9197896,-87.6542418472031","65206365.4153","48544.5349075","43"
21DT000621,1841 N SEDGWICK ST,Chicago,Illinois,1841 N SEDGWICK ST,,"0","210685448","1841, North Sedgwick Street, Belgravia Terrace, Lincoln Park, Chicago, Cook County, Illinois, 60614, United States",building,yes,"41.91591745,-87.63847176539548","65206365.4153","48544.5349075","43"
21DT001043,1837 N DAYTON ST,Chicago,Illinois,1837 N DAYTON ST,,"0","210316008","1837, North Dayton Street, Lincoln Park, Chicago, Cook County, Illinois, 60614, United States",building,yes,"41.914893750000005,-87.64932609214542","65206365.4153","48544.5349075","43"
21DT000519,1969 N LINCOLN,Chicago,Illinois,1969 N LINCOLN,,"0","210685641","1969, North Lincoln Avenue, Belgravia Terrace, Lincoln Park, Chicago, Cook County, Illinois, 60610, United States",building,yes,"41.91813585,-87.63818279544299","65206365.4153","48544.5349075","43"
21DT000522,1670 N BISSELL ST,Chicago,Illinois,1670 N BISSELL ST,,"0","210315583","1670, North Bissell Street, Lincoln Park, Chicago, Cook County, Illinois, 60614, United States",building,yes,"41.91256885,-87.65063580694175","65206365.4153","48544.5349075","43"
20DT001113,648 W WEBSTER,Chicago,Illinois,648 W WEBSTER,,"0","210318449","648, West Webster Avenue, Mid-North District, Lincoln Park, Chicago, Cook County, Illinois, 60614, United States",building,yes,"41.92206805,-87.64575165166698","65206365.4153","48544.5349075","43"
