docket,dept,violation_address,lat,long,community,ward_1523,violation_date,n_records
21DT001232,TRANPORT,901 N PULASKI RD,41.8974503,-87.72573617528079,HUMBOLDT PARK,37.0,2021-02-17,1
21DT001233,TRANPORT,5211 W NORTH ,41.9092479,-87.7562026822537,AUSTIN,37.0,2021-02-17,1
21DT001239,TRANPORT,3172 W MONROE ST,41.87974025311573,-87.70519470261117,EAST GARFIELD PARK,28.0,2021-02-03,1
21DT001240,TRANPORT,3311 S ARCHER ,41.83380201456501,-87.67190666664705,MCKINLEY PARK,12.0,2021-02-02,5
21DT001241,TRANPORT,1200 S KEDZIE ,41.8660768,-87.70586139163635,NORTH LAWNDALE,24.0,2021-02-02,1
21DT001242,TRANPORT,3696 S ARCHER ,41.82677015,-87.68408311120952,MCKINLEY PARK,12.0,2021-02-03,1
21DT001244,TRANPORT,3867 S ARCHER ,41.8234166,-87.68859586358116,BRIGHTON PARK,12.0,2021-02-03,1
21DT001245,TRANPORT,1459 W TAYLOR ST,41.86905445,-87.66390265581252,NEAR WEST SIDE,28.0,2021-02-03,1
21DT001246,TRANPORT,6540 W BELMLONT ,41.9386186,-87.7901572528421,DUNNING,36.0,2021-02-03,1
21DT001257,TRANPORT,5555 W KAMERLING ,41.904775,-87.765303,AUSTIN,37.0,2021-03-03,2
21DT001259,TRANPORT,801 N PULASKI RD,41.89575045,-87.72574821826407,HUMBOLDT PARK,37.0,2021-03-04,1
21DT001260,TRANPORT,105 N PULASKI RD,41.88277918582021,-87.725617,WEST GARFIELD PARK,28.0,2021-02-17,1
21DT001265,TRANPORT,1900 W WOLFRAM ST,41.9335186,-87.67589785323314,NORTH CENTER,32.0,2021-03-03,1
21DT001271,TRANPORT,3 E WASHINGTON ,41.8832513,-87.6271439,LOOP,42.0,2021-02-21,1
21DT001303,TRANPORT,4846 S ARCHER ,41.80535665,-87.71896807132566,ARCHER HEIGHTS,14.0,2021-02-20,1
21DT001304,TRANPORT,4784 S ARCHER ,41.80667875,-87.71693059004895,ARCHER HEIGHTS,14.0,2021-02-20,1
21DT001305,TRANPORT,4651 W 63RD ST,41.77824215,-87.73940741024579,CLEARING,13.0,2021-02-20,1
21DT001306,TRANPORT,7045 S PULASKI RD,41.7646958,-87.72200391774194,WEST LAWN,13.0,2021-02-20,2
21DT001307,TRANPORT,4200 W 55TH ST,41.793335,-87.72849334040652,WEST ELSDON,23.0,2021-02-20,1
21DT001323,TRANPORT,2500 S DRAKE ,41.8460944,-87.7139809261411,SOUTH LAWNDALE,22.0,2021-02-17,1
21DT001324,TRANPORT,3803 W ROOSEVELT RD,41.8657255,-87.7205967490794,NORTH LAWNDALE,24.0,2021-02-17,2
21DT001325,TRANPORT,1600 S KEDZIE ,41.858958400000006,-87.70569801520858,NORTH LAWNDALE,24.0,2021-02-19,2
21DT001326,TRANPORT,1308 S SAWYER ,41.8642196,-87.70710043106585,NORTH LAWNDALE,24.0,2021-02-17,2
21DT001327,TRANPORT,2801 S PULASKI RD,41.84032005,-87.72423404744424,SOUTH LAWNDALE,22.0,2021-02-18,2
21DT001328,TRANPORT,1200 S KEDZIE ,41.8660768,-87.70586139163635,NORTH LAWNDALE,24.0,2021-02-19,1
21DT001329,TRANPORT,1400 S HOMAN ,41.861738,-87.710522,NORTH LAWNDALE,24.0,2021-02-05,1
21DT001330,TRANPORT,3641 S ARCHER ,41.82760825732706,-87.68200406905852,MCKINLEY PARK,12.0,2021-02-04,2
21DT001331,TRANPORT,3400 S PULASKI RD,41.8308371,-87.72493031638692,SOUTH LAWNDALE,22.0,2021-02-05,4
21DT001342,TRANPORT,1842 W GRAND ,41.89096785134906,-87.67309512705572,WEST TOWN,1.0,2021-02-09,2
21DT001343,TRANPORT,1804 N KEDZIE ,41.91401495756517,-87.70668457955614,LOGAN SQUARE,1.0,2021-02-10,2
21DT001344,TRANPORT,1724 N ARTESIAN ,41.9128811,-87.68872505206181,WEST TOWN,1.0,2021-01-29,1
21DT001345,TRANPORT,655 N WESTERN ,41.8935594,-87.68632556896918,WEST TOWN,1.0,2021-02-08,1
21DT001346,TRANPORT,1415 W OHIO ,41.8922642,-87.66294572587259,WEST TOWN,1.0,2021-02-09,2
21DT001347,TRANPORT,1115 N HERMITAGE ,41.9027365,-87.6708092897882,WEST TOWN,1.0,2021-01-29,2
21DT001348,TRANPORT,1000 W MADISON ,41.881779,-87.652199,NEAR WEST SIDE,25.0,2021-02-09,2
21DT001349,TRANPORT,1000 W MADISON ,41.881779,-87.652199,NEAR WEST SIDE,25.0,2021-01-28,2
21DT001359,TRANPORT,3655 S WESTERN ,41.8278371339914,-87.68427937648106,MCKINLEY PARK,12.0,2021-02-04,2
21DT001360,TRANPORT,3600 S WESTERN ,41.828327,-87.685083,MCKINLEY PARK,12.0,2021-02-04,1
21DT001361,TRANPORT,2648 S CENTRAL PARK ,41.8429694,-87.71501233327706,SOUTH LAWNDALE,22.0,2021-02-05,1
21DT001362,TRANPORT,3986 S ARCHER ,41.82124694431271,-87.69275127593485,BRIGHTON PARK,12.0,2021-02-02,1
21DT001363,TRANPORT,3731 W ROOSEVELT RD,41.8658886,-87.71914725817302,NORTH LAWNDALE,24.0,2021-02-18,1
21DT001364,TRANPORT,4710 S ARCHER ,41.8077331,-87.71549958219063,ARCHER HEIGHTS,14.0,2021-02-18,2
21DT001365,TRANPORT,301 W 23RD PL,41.8501073691276,-87.63494169798196,ARMOUR SQUARE,25.0,2021-02-05,1
21DT001371,TRANPORT,2822 W LYNDALE ,41.9224969595463,-87.69856677341004,LOGAN SQUARE,1.0,2021-01-29,3
21DT001372,TRANPORT,2069 N HUMBOLDT ,41.9194188,-87.70125690069696,LOGAN SQUARE,1.0,2021-01-29,2
21DT001373,TRANPORT,2717 W ARMITAGE ,41.918176,-87.6486288,LINCOLN PARK,43.0,2021-02-08,1
21DT001374,TRANPORT,1458 N MAPLEWOOD ,41.90834475,-87.69110461009909,WEST TOWN,1.0,2021-01-29,1
21DT001389,TRANPORT,2453 W DIVERSEY ,41.93197755,-87.68998332853758,LOGAN SQUARE,32.0,2021-03-03,2
21DT001475,TRANPORT,1325 S INDEPENDENCE ,41.8636353,-87.71908936879719,NORTH LAWNDALE,24.0,2021-02-17,1
21DT001476,TRANPORT,3238 W 31ST ST,41.8372939603055,-87.70581417656494,SOUTH LAWNDALE,12.0,2021-02-19,1
21DT001477,TRANPORT,3901 S KEDZIE ,41.822013,-87.704409,BRIGHTON PARK,12.0,2021-02-17,1
21DT001478,TRANPORT,3100 W CERMAK RD,41.85201235,-87.70303675937564,SOUTH LAWNDALE,24.0,2021-02-17,1
21DT001479,TRANPORT,3541 S ARCHER ,41.8295681,-87.6787211,MCKINLEY PARK,12.0,2021-02-17,1
21DT001484,TRANPORT,601 S CENTRAL PARK ,41.8855878,-87.7306118,WEST GARFIELD PARK,28.0,2021-02-22,1
21DT001485,TRANPORT,100 N KEDZIE ,41.9467224,-87.7078351,IRVING PARK,33.0,2021-02-23,1
21DT001486,TRANPORT,111 N KEDZIE ,41.8832613,-87.70573330351931,EAST GARFIELD PARK,27.0,2021-02-23,1
21DT001487,TRANPORT,101 N KEDZIE ,41.882919,-87.706063,EAST GARFIELD PARK,27.0,2021-02-23,1
21DT001488,TRANPORT,4651 S LAMON ,41.80871751658691,-87.74551995638201,GARFIELD RIDGE,22.0,2021-02-24,1
21DT001489,TRANPORT,4049 S CALIFORNIA ,41.81965685,-87.69408936224696,BRIGHTON PARK,12.0,2021-02-24,1
21DT001490,TRANPORT,3269 S ARCHER ,41.83430665,-87.67079760052292,MCKINLEY PARK,12.0,2021-02-19,1
21DT001491,TRANPORT,3000 W WASHINGTON ,41.882927,-87.701421,EAST GARFIELD PARK,27.0,2021-02-19,1
21DT001493,TRANPORT,3311 W WASHINGTON ,41.88268999467317,-87.70820177768759,EAST GARFIELD PARK,28.0,2021-01-29,1
21DT001494,TRANPORT,3311 W WASHINGTON ,41.88268999467317,-87.70820177768759,EAST GARFIELD PARK,28.0,2021-02-22,1
21DT001509,TRANPORT,1537 W GRAND ,41.89091034336994,-87.66615655968795,WEST TOWN,1.0,2021-02-09,1
21DT001510,TRANPORT,1900 W GRAND ,41.89107585,-87.67503082505814,WEST TOWN,1.0,2021-01-29,1
21DT001511,TRANPORT,2110 N MILWAUKEE ,41.9193576,-87.69219474382689,LOGAN SQUARE,1.0,2021-01-29,1
21DT001512,TRANPORT,2235 W CERMAK ,41.8518476,-87.68215022374116,LOWER WEST SIDE,25.0,2021-02-10,2
21DT001515,TRANPORT,2959 W WASHINGTON ,41.88277486960946,-87.70021779482614,EAST GARFIELD PARK,27.0,2021-02-19,1
21DT001516,TRANPORT,4455 S SPAULDING ,41.81179955,-87.70627635321763,BRIGHTON PARK,14.0,2021-02-22,1
21DT001517,TRANPORT,3600 S ASHLAND ,41.828552,-87.665625,MCKINLEY PARK,12.0,2021-02-22,1
21DT001583,TRANPORT,2701 N CLYBOURN ,41.93026,-87.675651,LINCOLN PARK,32.0,2021-02-23,3
21DT001638,TRANPORT,3311 W WASHINGTON ,41.88268999467317,-87.70820177768759,EAST GARFIELD PARK,28.0,2021-02-23,1
21DT001643,TRANPORT,4052 W GRAND ,41.90773075,-87.72829377525709,HUMBOLDT PARK,26.0,2021-02-23,1
21DT001644,TRANPORT,2400 N KEDZIE ,41.9249177,-87.70811981964903,LOGAN SQUARE,32.0,2021-02-22,1
21DT001657,TRANPORT,1629 W GRAND ,41.890787200000005,-87.66835638658884,WEST TOWN,1.0,2021-02-09,1
21DT001658,TRANPORT,505 N HERMITAGE ,41.89110481367088,-87.67034147920215,WEST TOWN,1.0,2021-02-09,1
21DT001659,TRANPORT,1627 W GRAND ,41.89079055,-87.6682682348991,WEST TOWN,1.0,2021-02-09,2
21DT001846,TRANPORT,3159 N SOUTHPORT ,41.93963105,-87.66343519018812,LAKE VIEW,32.0,2021-02-22,1
21DT001858,TRANPORT,1325 N CENTRAL ,41.90474095,-87.76539495042385,AUSTIN,37.0,2021-02-19,1
21DT001859,TRANPORT,1300 N KOSTNER ,41.904448,-87.736305,HUMBOLDT PARK,37.0,2021-02-19,1
21DT001951,TRANPORT,2017 W LOOMIS ,41.85492408710469,-87.66112756138543,LOWER WEST SIDE,25.0,2021-02-22,1
21DT001952,TRANPORT,255 W 22ND PL,41.85206906352486,-87.63355127798566,ARMOUR SQUARE,25.0,2021-02-09,1
21DT001953,TRANPORT,416 S KOSTNER ,41.87498306666602,-87.7353872533333,WEST GARFIELD PARK,28.0,2021-02-19,1
21DT001954,TRANPORT,2110 N MILWAUKEE ,41.9193576,-87.69219474382689,LOGAN SQUARE,1.0,2021-02-11,1
21DT001974,TRANPORT,1712 N WOLCOTT ,41.91276925,-87.67536887236598,WEST TOWN,32.0,2021-03-22,1
21DT002120,TRANPORT,338 N AVERS ,41.886540167889166,-87.72263320580697,WEST GARFIELD PARK,37.0,2021-02-24,1
21DT002129,TRANPORT,4909 W DIVISION ST,41.90224086603258,-87.74875638485311,AUSTIN,37.0,2021-02-24,2
21DT002543,TRANPORT,1626 S ALLPORT ,41.85891635,-87.65795695567164,LOWER WEST SIDE,25.0,2021-02-19,1
21DT002544,TRANPORT,310 W 74TH PL,41.758684,-87.6545515,WEST ENGLEWOOD,17.0,2021-02-19,2
21DT002672,TRANPORT,4002 W CHICAGO ,41.89557565,-87.72645595292208,HUMBOLDT PARK,37.0,2021-02-19,2
21DT002729,TRANPORT,6247 S NARRAGANSETT ,41.778396529411765,-87.78118135294118,CLEARING,13.0,2021-02-04,2
21DT002730,TRANPORT,6246 S MULLIGAN ,41.77887412715847,-87.78019662620392,CLEARING,13.0,2021-02-04,2
21DT002731,TRANPORT,6350 W 63RD ST,41.77789295,-87.780662,CLEARING,13.0,2021-02-04,2
21DT002748,TRANPORT,7054 W ARCHER ,41.79224715,-87.7985980840357,GARFIELD RIDGE,23.0,2021-01-27,1
21DT002749,TRANPORT,7054 W ARCHER ,41.79224715,-87.7985980840357,GARFIELD RIDGE,23.0,2021-01-27,1
21DT002756,TRANPORT,5687 S ARCHER ,41.7967019,-87.75355804647751,GARFIELD RIDGE,23.0,2021-01-29,6
21DT002757,TRANPORT,6944 S ARCHER ,41.8011576,-87.7269512,ARCHER HEIGHTS,14.0,2021-01-28,2
21DT002758,TRANPORT,6944 S ARCHER ,41.8011576,-87.7269512,ARCHER HEIGHTS,14.0,2021-01-28,2
21DT002759,TRANPORT,6141 S ARCHER ,41.7940331,-87.7713281442098,GARFIELD RIDGE,23.0,2021-01-27,2
21DT002760,TRANPORT,6141 S ARCHER ,41.7940331,-87.7713281442098,GARFIELD RIDGE,23.0,2021-01-27,2
21DT002765,TRANPORT,5055 W 63RD ST,41.778240674980495,-87.74779976455531,CLEARING,13.0,2021-02-11,1
21DT002766,TRANPORT,7000 W ARCHER ,41.792265150000006,-87.79664575844728,GARFIELD RIDGE,23.0,2021-02-02,1
21DT002767,TRANPORT,5458 S SAYRE ,41.79316490988808,-87.7965980400281,GARFIELD RIDGE,23.0,2021-02-02,1
21DT002768,TRANPORT,5901 S HARLEM ,41.7844823,-87.800469784375,CLEARING,23.0,2021-02-02,1
21DT002769,TRANPORT,7157 W 59TH ST,41.78462412788791,-87.80019600163995,CLEARING,23.0,2021-02-02,1
21DT002770,TRANPORT,5901 S HARLEM ,41.7844823,-87.800469784375,CLEARING,23.0,2021-02-02,1
21DT002771,TRANPORT,5414 S NEWLAND ,41.79357905,-87.79555388965278,GARFIELD RIDGE,23.0,2021-02-18,2
21DT002772,TRANPORT,6940 W ARCHER ,41.79216340673148,-87.79551199105481,GARFIELD RIDGE,23.0,2021-02-18,2
21DT002773,TRANPORT,5944 W ARCHER ,41.7922432,-87.7872361,GARFIELD RIDGE,23.0,2021-02-18,1
21DT002774,TRANPORT,3918 W 63RD ST,41.7788899,-87.72109139313227,WEST LAWN,23.0,2021-02-02,1
21DT002775,TRANPORT,6400 W ARCHER ,41.792398,-87.783194,GARFIELD RIDGE,23.0,2021-02-05,1
21DT002776,TRANPORT,5446 S NARRAGANSETT ,41.79357015208593,-87.78195373567102,GARFIELD RIDGE,23.0,2021-02-05,1
21DT002777,TRANPORT,7150 W 54TH ST,41.79433125,-87.80110387783662,GARFIELD RIDGE,23.0,2021-02-09,1
21DT002778,TRANPORT,5349 S HARLEM ,41.795067716993465,-87.80151798050149,GARFIELD RIDGE,23.0,2021-02-09,1
21DT002779,TRANPORT,6343 W 63RD ST,41.77760960731438,-87.78036341891323,CLEARING,23.0,2021-02-05,1
21DT002780,TRANPORT,343 W 63RD ST,41.7798378581584,-87.63438774037404,ENGLEWOOD,20.0,2021-02-05,1
21DT002781,TRANPORT,6301 S NARRAGANSETT ,41.777128,-87.781138,CLEARING,23.0,2021-02-05,1
21DT002782,TRANPORT,6301 S NARRAGANSETT ,41.777128,-87.781138,CLEARING,23.0,2021-02-05,1
21DT002783,TRANPORT,7159 W 56TH ST,41.79012153279098,-87.80059999136493,GARFIELD RIDGE,23.0,2021-02-08,2
21DT002784,TRANPORT,5601 S HARLEM ,41.790011,-87.801336,GARFIELD RIDGE,23.0,2021-02-08,1
21DT002785,TRANPORT,6401 W 63RD ST,41.777591,-87.781428,CLEARING,23.0,2021-02-08,2
21DT002786,TRANPORT,6300 S NARRAGANSETT ,41.777123,-87.781358,CLEARING,23.0,2021-02-08,1
21DT002787,TRANPORT,6417 W ARCHER ,41.79223072131859,-87.78333413077395,GARFIELD RIDGE,23.0,2021-02-05,1
21DT002788,TRANPORT,5501 S NAGLE ,41.791724,-87.782894,GARFIELD RIDGE,13.0,2021-02-05,1
21DT002789,TRANPORT,5900 S SAWYER ,41.7861,-87.704669,CHICAGO LAWN,23.0,2021-02-04,1
21DT002791,TRANPORT,5259 S ARCHER ,41.7990152,-87.73732112857142,ARCHER HEIGHTS,23.0,2021-02-08,2
21DT002792,TRANPORT,5140 S KOLMAR ,41.79949311789586,-87.73692737751306,ARCHER HEIGHTS,23.0,2021-02-08,1
21DT002793,TRANPORT,5115 W 63RD ST,41.77822005234242,-87.74882556359017,CLEARING,13.0,2021-02-11,1
21DT002794,TRANPORT,601 S LEAMINGTON ,41.9551464,-87.7559802,PORTAGE PARK,45.0,2021-02-11,1
21DT002795,TRANPORT,4500 W 63RD ST,41.77891965,-87.73525029466859,WEST LAWN,13.0,2021-02-04,1
21DT002796,TRANPORT,6248 S KILBOURN ,41.77967327659589,-87.73511098978132,WEST LAWN,13.0,2021-02-04,1
21DT002797,TRANPORT,2724 W 51ST ST,41.8012191,-87.69261787013326,GAGE PARK,14.0,2021-02-05,2
21DT002798,TRANPORT,5059 S CALIFORNIA ,41.80202233458039,-87.69391795409493,GAGE PARK,14.0,2021-02-05,2
21DT002799,TRANPORT,5101 S KEDZIE ,41.80053035,-87.70326953742475,GAGE PARK,14.0,2021-02-04,1
21DT002800,TRANPORT,3159 W 51ST ST,41.8007522467794,-87.70287704408142,GAGE PARK,14.0,2021-02-09,1
21DT002801,TRANPORT,5959 W 63RD ST,41.77779039172191,-87.77092969224879,CLEARING,13.0,2021-02-09,1
21DT002802,TRANPORT,5953 W 63RD ST,41.77752185,-87.77103803181818,CLEARING,13.0,2021-02-09,1
21DT002803,TRANPORT,6301 S AUSTIN ,41.777316,-87.771362,CLEARING,13.0,2021-02-09,1
21DT002804,TRANPORT,6754 W 63RD ST,41.77785365,-87.79070972531005,CLEARING,13.0,2021-02-09,2
21DT002805,TRANPORT,6259 S OAK PARK ,41.778575230605085,-87.7909251561003,CLEARING,23.0,2021-02-09,2
21DT002831,TRANPORT,6621 W ARCHER ,41.79230086476542,-87.78827048974803,GARFIELD RIDGE,23.0,2021-01-29,1
21DT002832,TRANPORT,6848 W ARCHER ,41.79222617391689,-87.79217941905418,GARFIELD RIDGE,23.0,2021-01-28,1
21DT002833,TRANPORT,4724 W 51ST ST,41.80054585,-87.7415702494655,GARFIELD RIDGE,14.0,2021-01-28,2
21DT002834,TRANPORT,5001 S CICERO ,41.80200789439032,-87.74319580034368,GARFIELD RIDGE,22.0,2021-01-28,2
21DT002968,TRANPORT,6609 W ARCHER ,41.79216307815736,-87.78692582556896,GARFIELD RIDGE,23.0,2021-02-19,1
21DT002969,TRANPORT,7142 W 56TH ST,41.79028888071663,-87.8004533816604,GARFIELD RIDGE,23.0,2021-02-22,1
21DT002970,TRANPORT,5543 S HARLEM ,41.79050195,-87.80106266774808,GARFIELD RIDGE,23.0,2021-02-22,1
21DT002971,TRANPORT,2400 W 51ST ST,41.801223,-87.685071,GAGE PARK,14.0,2021-02-22,1
21DT002972,TRANPORT,2418 W 51ST ST,41.80122000442165,-87.68522077891778,GAGE PARK,14.0,2021-02-22,1
21DT002973,TRANPORT,5357 S MC VICKER ,41.79526028886994,-87.77325346007315,GARFIELD RIDGE,23.0,2021-02-22,1
21DT002974,TRANPORT,6188 S ARCHER ,41.7941463,-87.7736568,GARFIELD RIDGE,23.0,2021-02-22,1
21DT002975,TRANPORT,5500 S NORDICA ,41.791428,-87.797814,GARFIELD RIDGE,23.0,2021-02-22,1
21DT002976,TRANPORT,7035 W ARCHER ,41.79210354667938,-87.79793763073833,GARFIELD RIDGE,23.0,2021-02-22,1
21DT002977,TRANPORT,5308 S CENTRAL ,41.79604991515113,-87.762534484031,GARFIELD RIDGE,14.0,2021-02-18,2
21DT002978,TRANPORT,5308 S CENTRAL ,41.79604991515113,-87.762534484031,GARFIELD RIDGE,14.0,2021-02-18,2
21DT002979,TRANPORT,5892 S ARCHER ,41.79602647422358,-87.76088832928991,GARFIELD RIDGE,14.0,2021-02-18,2
21DT002980,TRANPORT,6950 W ARCHER ,41.7922815,-87.79626308967391,GARFIELD RIDGE,23.0,2021-02-18,1
21DT002981,TRANPORT,5449 S SAYRE ,41.79329413785044,-87.79638128322628,GARFIELD RIDGE,23.0,2021-02-18,1
21DT002982,TRANPORT,6950 W ARCHER ,41.7922815,-87.79626308967391,GARFIELD RIDGE,23.0,2021-02-18,1
21DT002983,TRANPORT,5438 S MULLIGAN ,41.793800080560814,-87.78074195374614,GARFIELD RIDGE,23.0,2021-02-18,3
21DT002984,TRANPORT,5438 S MULLIGAN ,41.793800080560814,-87.78074195374614,GARFIELD RIDGE,23.0,2021-02-18,2
21DT002985,TRANPORT,6366 W ARCHER ,41.7922432,-87.7872361,GARFIELD RIDGE,23.0,2021-02-18,2
21DT003048,TRANPORT,5358 S MCVICKER ,41.795227512795165,-87.77347264315235,GARFIELD RIDGE,23.0,2021-02-22,1
21DT003049,TRANPORT,6188 S ARCHER ,41.7941463,-87.7736568,GARFIELD RIDGE,23.0,2021-02-22,1
21DT003050,TRANPORT,5458 S RUTHERFORD ,41.79326888313192,-87.7904940960302,GARFIELD RIDGE,23.0,2021-02-19,1
21DT003051,TRANPORT,6738 W ARCHER ,41.792427,-87.79068459079612,GARFIELD RIDGE,23.0,2021-02-19,1
21DT003052,TRANPORT,4741 W 51ST ST,41.800256125017576,-87.74197099859396,GARFIELD RIDGE,14.0,2021-02-22,1
21DT003053,TRANPORT,5101 S CICERO ,41.8000852,-87.7425619,GARFIELD RIDGE,14.0,2021-02-22,1
21DT003371,TRANPORT,1629 S CLINTON ,41.85985248508945,-87.64083342603205,LOWER WEST SIDE,25.0,2021-02-22,1
21DT003372,TRANPORT,225 N WESTERN ,41.8854973,-87.68622425000001,NEAR WEST SIDE,27.0,2021-02-18,1
22CP000622,POLICE,11519 S VINCENNES ,41.68409385,-87.66774055127914,MORGAN PARK,34.0,2022-01-10,1
22CP000767,POLICE,1456 W 61ST ST ,41.78333405,-87.6617112250623,WEST ENGLEWOOD,16.0,2022-01-10,1
22CP001080,POLICE,6135 S VERNON AVE ,41.782876,-87.61420036417005,WOODLAWN,20.0,2022-01-16,1
22CP001430,POLICE,6345 S ABERDEEN ,41.77831275,-87.65176834754098,ENGLEWOOD,16.0,2022-01-23,2
22CP001431,POLICE,6350 S ABERDEEN ,41.778169000000005,-87.65230687533901,ENGLEWOOD,16.0,2022-01-23,1
22CP001604,POLICE,1049 W MARQUETTE RD,41.772214000000005,-87.65139034923386,ENGLEWOOD,16.0,2022-01-29,1
22CP001691,POLICE,6331 S RHODES ,41.779349100000005,-87.6117346934482,WOODLAWN,20.0,2022-01-29,1
22CP001810,POLICE,6654 S LOOMIS ST,41.6812454,-87.6566394,WEST PULLMAN,34.0,2022-02-03,1
22CS000494,POLICE,260 W 65TH ST ,41.7767531,-87.63248147455829,ENGLEWOOD,20.0,2022-02-03,1
22CS00058A,BAFCONP,6621 S LANGLEY ,41.77428827326702,-87.6081395193137,WOODLAWN,20.0,2022-02-04,1
22CS00059A,BAFCONP,6613 S LANGLEY AVE,41.77445779999999,-87.60797922152543,WOODLAWN,20.0,2022-01-04,1
22DS02242M,STRTSAN,51 E 71ST ST,41.7652968,-87.62270886858107,GREATER GRAND CROSSING,6.0,2022-01-05,2
22DS02244M,STRTSAN,7101 S MICHIGAN AVE,41.765457,-87.621578,GREATER GRAND CROSSING,6.0,2022-01-05,3
22DS02245M,STRTSAN,119 E 71ST ST,41.76545215,-87.62064666936267,GREATER GRAND CROSSING,6.0,2022-01-05,1
22DS02285M,STRTSAN,7101 S VINCENNES AVE,41.76486671428572,-87.62831634693877,GREATER GRAND CROSSING,6.0,2022-01-05,1
22DS02286M,STRTSAN,139 W 71ST ST,41.76522165,-87.62878424674014,GREATER GRAND CROSSING,6.0,2022-01-05,1
22DS02287M,STRTSAN,7108 S WABASH AVE,41.7651904,-87.6235457,GREATER GRAND CROSSING,6.0,2022-01-05,1
22DS02288M,STRTSAN,7059 S HALSTED ST,41.76596677521923,-87.64432193001925,ENGLEWOOD,6.0,2022-01-05,2
22DS02291M,STRTSAN,143 W 71ST ST,41.76520725,-87.62889357666181,GREATER GRAND CROSSING,6.0,2022-01-05,2
22DS02294M,STRTSAN,75 E 71ST ST,41.7653019,-87.62209358009373,GREATER GRAND CROSSING,6.0,2022-01-05,2
22DS02589M,STRTSAN,6637 S HALSTED ST,41.77302214582098,-87.6445019224408,ENGLEWOOD,6.0,2022-01-05,1
22DS02592M,STRTSAN,135 E 71ST ST,41.76539605,-87.62035356879866,GREATER GRAND CROSSING,6.0,2022-01-05,2
22DS02593M,STRTSAN,125 E 71ST ST,41.76545215,-87.62064666936267,GREATER GRAND CROSSING,6.0,2022-01-05,2
22DS02604M,STRTSAN,7358 S WABASH AVE,41.76021045,-87.62351497682111,GREATER GRAND CROSSING,6.0,2022-01-06,4
22DS02610M,STRTSAN,7100 S PRAIRIE AVE,41.76552855,-87.61881038715092,GREATER GRAND CROSSING,6.0,2022-01-05,1
22DS02616M,STRTSAN,549 E 79TH ST,41.75100135,-87.61054440869422,CHATHAM,6.0,2022-01-07,1
22DS02618M,STRTSAN,601 E 79TH ST,41.75128437652835,-87.60989063078816,GREATER GRAND CROSSING,6.0,2022-01-07,1
22DS02619M,STRTSAN,7903 S RHODES AVE,41.75058104112242,-87.61116337597615,CHATHAM,6.0,2022-01-07,1
22DS02628M,STRTSAN,211 E 79TH ST,41.7508721,-87.6191808,CHATHAM,6.0,2022-01-07,1
22DS02629M,STRTSAN,207 E 79TH ST,41.7508143,-87.61936655767968,CHATHAM,6.0,2022-01-07,2
22DS02631M,STRTSAN,343 E 79TH ST,41.7508974,-87.61621414167303,CHATHAM,6.0,2022-01-07,2
22DS02652M,STRTSAN,7058 S EMERALD AVE,41.7653762,-87.643398227074,ENGLEWOOD,6.0,2022-01-10,1
22DS02658M,STRTSAN,7000 S EMERALD AVE,41.8226264,-87.6446835,NEW CITY,11.0,2022-01-10,1
22DS02681M,STRTSAN,7109 S INDIANA AVE,41.7653205,-87.61978942748877,GREATER GRAND CROSSING,6.0,2022-01-05,2
22DS02761M,STRTSAN,7901 S INDIANA AVE,41.750811,-87.61950035000001,CHATHAM,6.0,2022-01-07,6
22DS03137M,STRTSAN,351 E 79TH ST,41.7509208,-87.61598371788425,CHATHAM,6.0,2022-01-07,2
22DS03368M,STRTSAN,1600 S ASHLAND AVE,41.859482,-87.666305,LOWER WEST SIDE,25.0,2022-01-04,1
22DS03373M,STRTSAN,2500 N AVERS AVE,41.92648915,-87.7234180844494,LOGAN SQUARE,31.0,2022-01-04,3
22DS03381M,STRTSAN,2000 S ASHLAND AVE,41.8549218,-87.66641522484315,LOWER WEST SIDE,25.0,2022-01-04,3
22DS03391M,STRTSAN,6300 S DAMEN AVE,41.778682,-87.674002,WEST ENGLEWOOD,16.0,2022-01-05,2
22DS03396M,STRTSAN,2101 W 63RD ST,41.779197,-87.676501,WEST ENGLEWOOD,16.0,2022-01-05,1
22DS03398M,STRTSAN,5300 S WESTERN AVE,41.7973414,-87.68457700323833,GAGE PARK,15.0,2022-01-06,1
22DS03402M,STRTSAN,2157 W 21ST PL,41.85295810364818,-87.67969077574291,LOWER WEST SIDE,25.0,2022-01-06,2
22DS03406M,STRTSAN,4701 S WESTERN BLVD,41.8081992,-87.68358648016489,NEW CITY,15.0,2022-01-06,2
22DS03407M,STRTSAN,2439 W 47TH ST,41.8082378,-87.6860919681507,BRIGHTON PARK,15.0,2022-01-06,2
22DS03408M,STRTSAN,5035 S WESTERN BLVD,41.8018089,-87.6831760248387,GAGE PARK,15.0,2022-01-06,2
22DS03409M,STRTSAN,4260 S WESTERN AVE,41.81642639730945,-87.68475615861098,BRIGHTON PARK,15.0,2022-01-06,1
22DS03410M,STRTSAN,5230 S WESTERN AVE,41.79834305,-87.68474152381785,GAGE PARK,15.0,2022-01-06,1
22DS03411M,STRTSAN,2425 W 47TH ST,41.8082317,-87.685546506804,BRIGHTON PARK,15.0,2022-01-06,1
22DS03412M,STRTSAN,5057 S WESTERN BLVD,41.80168708225556,-87.68357172434098,GAGE PARK,15.0,2022-01-06,1
