docket,dept,violation_address,lat,long,community,ward_1523,violation_date,n_records
21DT000339,TRANPORT,800 W 34TH ST,41.832883,-87.64683,BRIDGEPORT,11.0,2021-01-28,1
21DT00033A,TRANPORT,9510 S CONSTANCE AVE,41.72154785,-87.57962410667292,SOUTH DEERING,7.0,2021-02-20,2
21DT000340,TRANPORT,849 N DEARBORN ST,41.8981151,-87.62956922396631,NEAR NORTH SIDE,2.0,2021-01-28,1
21DT000341,TRANPORT,67 W SCHILLER ST,41.9076684,-87.63138024712126,NEAR NORTH SIDE,2.0,2021-01-28,1
21DT000342,TRANPORT,2137 N MAGNOLIA ,41.920904750000005,-87.65927475292038,LINCOLN PARK,2.0,2021-01-28,1
21DT000345,TRANPORT,3227 S CARPENTER ST,41.835155400000005,-87.65193630414285,BRIDGEPORT,11.0,2021-01-22,2
21DT000346,TRANPORT,1132 W DICKENS ,41.91994454436597,-87.65734152748026,LINCOLN PARK,43.0,2021-01-29,1
21DT00034A,TRANPORT,8336 S ASHLAND AVE,41.74237225719647,-87.66334661764364,AUBURN GRESHAM,21.0,2021-02-20,2
21DT000366,TRANPORT,2150 W CONCORD PL,41.911369750000006,-87.6819445284188,WEST TOWN,2.0,2021-01-28,1
21DT000367,TRANPORT,1552 N DAYTON ST,41.90923635843833,-87.64956472399408,NEAR NORTH SIDE,2.0,2021-01-28,2
21DT000368,TRANPORT,1340 W RANDOLPH ST,41.88451336562225,-87.66374273706978,NEAR WEST SIDE,27.0,2021-01-28,1
21DT000369,TRANPORT,812 W ADAMS ST,41.87943215,-87.64776074909487,NEAR WEST SIDE,27.0,2021-01-28,3
21DT000370,TRANPORT,777 W CHICAGO ,41.896308971474056,-87.64753225832557,WEST TOWN,27.0,2021-01-28,1
21DT000371,TRANPORT,1198 N MONTICELLO ,41.902236,-87.717873,HUMBOLDT PARK,27.0,2021-01-28,3
21DT000372,TRANPORT,3601 W GRAND ,41.90236215,-87.71741633226401,HUMBOLDT PARK,27.0,2021-01-28,1
21DT000373,TRANPORT,1272 W MADISON ST,41.88147847959184,-87.65840165306123,NEAR WEST SIDE,25.0,2021-01-28,1
21DT000374,TRANPORT,130 S HALSTED ST,41.88008046938776,-87.64741851020409,NEAR WEST SIDE,27.0,2021-01-28,1
21DT000375,TRANPORT,1002 W LAKE ST,41.8858053,-87.65240600022625,NEAR WEST SIDE,27.0,2021-01-28,4
21DT000376,TRANPORT,1000 W LAKE ST,41.8858065,-87.65231307927601,NEAR WEST SIDE,27.0,2021-01-28,3
21DT000377,TRANPORT,863 N ORLEANS ST,41.9187764,-87.637692,LINCOLN PARK,43.0,2021-01-28,1
21DT000378,TRANPORT,921 W FULTON MARKET ,41.8867968,-87.6455802,NEAR WEST SIDE,42.0,2021-01-22,1
21DT000379,TRANPORT,2525 N GREENVIEW ,41.9278088,-87.66550710345003,LINCOLN PARK,2.0,2021-01-25,2
21DT000380,TRANPORT,1445 W LILL ,41.92771535,-87.66514980071959,LINCOLN PARK,2.0,2021-01-25,2
21DT000381,TRANPORT,77 E ELM ST,41.9030376,-87.62583280576351,NEAR NORTH SIDE,2.0,2021-01-21,1
21DT000383,TRANPORT,260 N HOYNE ,41.88561662443787,-87.67909149697441,NEAR WEST SIDE,27.0,2021-01-20,1
21DT000384,TRANPORT,2206 N KENMORE ,41.9220612,-87.6549597738041,LINCOLN PARK,43.0,2021-01-21,2
21DT000385,TRANPORT,2200 N KENMORE ,41.921859100000006,-87.65492092402394,LINCOLN PARK,43.0,2021-01-21,2
21DT000389,TRANPORT,1421 E 67TH PL,41.77229903805532,-87.59055648712695,SOUTH SHORE,5.0,2021-01-28,1
21DT000390,TRANPORT,7047 S CRANDON ,41.76694883106686,-87.56968701385112,SOUTH SHORE,5.0,2021-01-29,1
21DT000392,TRANPORT,5505 S KEDZIE ,41.79331355,-87.70316999639084,GAGE PARK,14.0,2021-01-28,1
21DT000393,TRANPORT,7549 S JEFFERY ,41.75785066799342,-87.57600922325979,SOUTH SHORE,8.0,2021-01-28,1
21DT000440,TRANPORT,1351 W ROSCOE ST,41.943342615384616,-87.6634766923077,LAKE VIEW,44.0,2021-01-22,1
21DT000459,TRANPORT,7929 S STATE ST,41.7500527,-87.624112198576,CHATHAM,6.0,2021-02-01,2
21DT000460,TRANPORT,7754 S EAST END ,41.75416179513327,-87.58348354163792,SOUTH SHORE,8.0,2021-02-01,1
21DT000463,TRANPORT,644 W SCHUBERT ,41.93174645,-87.6464055300593,LINCOLN PARK,43.0,2021-02-02,1
21DT000464,TRANPORT,449 W FULLERTON ,41.92535169999999,-87.64103717587022,LINCOLN PARK,43.0,2021-02-02,1
21DT000465,TRANPORT,435 W DIVERSEY ,41.93258815,-87.64084559173091,LINCOLN PARK,43.0,2021-02-02,1
21DT000466,TRANPORT,433 W DIVERSEY ,41.93258815,-87.64075779716333,LINCOLN PARK,43.0,2021-02-02,1
21DT000467,TRANPORT,2661 N ORCHARD ST,41.9308842,-87.64619510049494,LINCOLN PARK,43.0,2021-02-02,1
21DT000468,TRANPORT,2461 N GENEVA ,41.92716095,-87.64383700197432,LINCOLN PARK,43.0,2021-02-02,2
21DT000469,TRANPORT,2456 N RACINE ,41.926971,-87.65872636049562,LINCOLN PARK,43.0,2021-02-02,1
21DT000470,TRANPORT,2223 N BISSELL ST,41.9224784,-87.6520031047492,LINCOLN PARK,43.0,2021-02-02,1
21DT000471,TRANPORT,625 W DEMING PL,41.9275741,-87.64507066527919,LINCOLN PARK,43.0,2021-02-02,1
21DT000472,TRANPORT,152 E ONTARIO ST,41.89342952869437,-87.62349492257184,NEAR NORTH SIDE,42.0,2021-11-27,1
21DT000473,TRANPORT,627 W RANDOLPH ST,41.884488,-87.6281022,LOOP,42.0,2021-01-26,1
21DT000474,TRANPORT,21 W RANDOLPH ST,41.8844592,-87.6385144,NEAR WEST SIDE,42.0,2021-01-26,1
21DT000475,TRANPORT,100 E CHESTNUT ST,41.8985878,-87.62589246260751,NEAR NORTH SIDE,42.0,2021-01-29,2
21DT000476,TRANPORT,3601 S LAKE PARK ,41.8294838,-87.6065044586771,OAKLAND,4.0,2021-01-28,1
21DT000477,TRANPORT,2997 S ARCHER ,41.8399589,-87.66091644900223,BRIDGEPORT,11.0,2021-02-22,1
21DT000478,TRANPORT,3317 S PRAIRIE ,41.834323092878925,-87.62050356526285,DOUGLAS,4.0,2021-01-28,1
21DT000479,TRANPORT,410 S WABASH ,41.85025515,-87.62497248230875,NEAR SOUTH SIDE,3.0,2021-01-26,1
21DT000480,TRANPORT,410 S WABASH ,41.85025515,-87.62497248230875,NEAR SOUTH SIDE,3.0,2021-02-01,1
21DT000482,TRANPORT,455 N MCCLURG CT,41.88986842786122,-87.61752165948454,NEAR NORTH SIDE,42.0,2021-01-27,1
21DT000483,TRANPORT,20 W ONTARIO ST,41.8934611,-87.62896888012445,NEAR NORTH SIDE,42.0,2021-01-27,1
21DT000484,TRANPORT,7 W HURON ST,41.89478803396389,-87.62853500046286,NEAR NORTH SIDE,42.0,2021-01-29,1
21DT000485,TRANPORT,4355 S COTTAGE GROVE ,41.8151438,-87.6061821,KENWOOD,4.0,2021-01-29,1
21DT000486,TRANPORT,114 N ABERDEEN ST,41.883475700000005,-87.65471238776465,NEAR WEST SIDE,27.0,2021-01-29,1
21DT000488,TRANPORT,636 S FINANCIAL PL,41.87341964467782,-87.63270204209233,LOOP,4.0,2021-01-29,2
21DT000489,TRANPORT,114 N ABERDEEN ST,41.883475700000005,-87.65471238776465,NEAR WEST SIDE,27.0,2021-01-29,2
21DT000490,TRANPORT,2500 S STATE ST,41.846971,-87.627085,NEAR SOUTH SIDE,3.0,2021-02-01,2
21DT000491,TRANPORT,1935 S MICHIGAN ,41.8693994,-87.6240453,LOOP,4.0,2021-01-29,1
21DT000492,TRANPORT,4405 S PRINCETON ,41.814185570466826,-87.63339756067468,FULLER PARK,3.0,2021-01-29,1
21DT000493,TRANPORT,3658 S PRAIRIE ,41.828145583678925,-87.62059581323,DOUGLAS,3.0,2021-01-29,3
21DT000494,TRANPORT,1925 S MICHIGAN ,41.8558929,-87.623635,NEAR SOUTH SIDE,3.0,2021-01-29,2
21DT000495,TRANPORT,45 E ROOSEVELT RD,41.867281705868834,-87.62624408303688,NEAR SOUTH SIDE,3.0,2021-01-29,1
21DT000496,TRANPORT,1354 S WABASH ,41.86483978236202,-87.62588230221652,NEAR SOUTH SIDE,3.0,2021-02-01,1
21DT000497,TRANPORT,124 E 37TH ST,41.82747979571899,-87.62289776081194,DOUGLAS,3.0,2021-02-02,1
21DT000499,TRANPORT,506 W DEMING PL,41.9287172,-87.64318287193386,LINCOLN PARK,43.0,2021-02-02,1
21DT000500,TRANPORT,2518 N CLARK ST,41.928558183673466,-87.64236751020408,LINCOLN PARK,43.0,2021-02-02,1
21DT000501,TRANPORT,1732 N CLYBOURN ,41.91233659688865,-87.65165961709491,LINCOLN PARK,2.0,2021-02-01,1
21DT000502,TRANPORT,1738 N CLYBOURN ,41.91243464738058,-87.65179618742295,LINCOLN PARK,2.0,2021-02-01,1
21DT000503,TRANPORT,1133 N WINCHESTER ,41.9023868,-87.67575268594004,WEST TOWN,2.0,2021-02-01,1
21DT000504,TRANPORT,951 N WINCHESTER ,41.89925325,-87.67543770587062,WEST TOWN,2.0,2021-02-01,1
21DT000505,TRANPORT,1252 N DICKENS ,41.91990837958857,-87.6603167403506,LINCOLN PARK,2.0,2021-02-01,1
21DT000506,TRANPORT,4158 S CALUMET ,41.8185438,-87.61867045449313,GRAND BOULEVARD,3.0,2021-02-02,1
21DT000507,TRANPORT,3145 S CANAL ST,41.83709797988639,-87.63761796783558,BRIDGEPORT,11.0,2021-02-02,1
21DT000509,TRANPORT,1900 S MICHIGAN ,41.7345825,-87.6209368,CHATHAM,9.0,2021-01-29,1
21DT000510,TRANPORT,4925 S DR MARTIN LU DR,41.80523880246044,-87.61610941323552,GRAND BOULEVARD,3.0,2021-01-29,1
21DT000511,TRANPORT,2546 S FEDERAL ST,41.84613227184997,-87.62929906491,ARMOUR SQUARE,3.0,2021-02-01,2
21DT000512,TRANPORT,888 S MICHIGAN ,41.8707393,-87.62469475,LOOP,4.0,2021-01-29,1
21DT000513,TRANPORT,142 W HUBBARD ST,41.889931748255904,-87.63168428284078,NEAR NORTH SIDE,42.0,2021-02-01,1
21DT000514,TRANPORT,164 E GRAND ,41.8919786,-87.6229324,NEAR NORTH SIDE,42.0,2021-02-01,3
21DT000515,TRANPORT,2654 N BURLING ST,41.9307048,-87.64798286589404,LINCOLN PARK,43.0,2021-02-05,1
21DT000516,TRANPORT,2654 N BURLING ST,41.9307048,-87.64798286589404,LINCOLN PARK,43.0,2021-02-05,1
21DT000517,TRANPORT,2338 N CLEVELAND ,41.92447259183674,-87.64156536734693,LINCOLN PARK,43.0,2021-02-05,2
21DT000518,TRANPORT,2101 N LINCOLN ,41.920642,-87.641888,LINCOLN PARK,43.0,2021-02-05,1
21DT000519,TRANPORT,1969 N LINCOLN ,41.91813585,-87.63818279544299,LINCOLN PARK,43.0,2021-02-05,1
21DT000520,TRANPORT,2059 N KENMORE ,41.9197896,-87.6542418472031,LINCOLN PARK,43.0,2021-02-06,3
21DT000521,TRANPORT,1939 N HUDSON ,41.91765805,-87.63965262815535,LINCOLN PARK,43.0,2021-02-06,1
21DT000522,TRANPORT,1670 N BISSELL ST,41.91256885,-87.65063580694175,LINCOLN PARK,43.0,2021-02-06,3
21DT000523,TRANPORT,1730 N BISSEELL ST,41.91325605,-87.6515930930365,LINCOLN PARK,43.0,2021-02-06,2
21DT000524,TRANPORT,347 E 43RD ST,41.81643715,-87.61791211534035,GRAND BOULEVARD,3.0,2021-02-03,2
21DT000525,TRANPORT,530 E 44TH PL,41.81406297959184,-87.61288083673469,GRAND BOULEVARD,3.0,2021-02-03,1
21DT000526,TRANPORT,539 E 44TH PL,41.81390004081633,-87.61281232653062,GRAND BOULEVARD,3.0,2021-02-03,1
21DT000527,TRANPORT,517 E 44TH PL,41.81389712244898,-87.61298697959184,GRAND BOULEVARD,3.0,2021-02-03,1
21DT000528,TRANPORT,445 W 29TH ST,41.84165605,-87.63837015985551,BRIDGEPORT,11.0,2021-02-05,1
21DT000529,TRANPORT,1935 S MICHIGAN ,41.8693994,-87.6240453,LOOP,4.0,2021-02-05,1
21DT000530,TRANPORT,3601 W GRAND ,41.90236215,-87.71741633226401,HUMBOLDT PARK,27.0,2021-02-05,1
21DT000531,TRANPORT,3637 W DIVISION ST,41.90283124747426,-87.71743711623206,HUMBOLDT PARK,26.0,2021-02-05,1
21DT000532,TRANPORT,618 N RIDGEWAY ,41.892044792713776,-87.71998532277165,HUMBOLDT PARK,27.0,2021-02-05,1
21DT000533,TRANPORT,20 W ONTARIO ST,41.8934611,-87.62896888012445,NEAR NORTH SIDE,42.0,2021-02-02,2
21DT000534,TRANPORT,149 N DES PLAINES ST,41.88425699005833,-87.64408997091309,NEAR WEST SIDE,42.0,2021-02-02,3
21DT000535,TRANPORT,4926 S CHAMPLAIN ,41.8049607,-87.61042844119217,GRAND BOULEVARD,4.0,2021-02-02,1
21DT000536,TRANPORT,4917 S CHAMPLAIN ,41.8052521,-87.60978780599305,GRAND BOULEVARD,4.0,2021-02-02,1
21DT000537,TRANPORT,562 E OAKWOOD ,41.82276313768007,-87.61225941319043,GRAND BOULEVARD,4.0,2021-02-01,2
21DT000538,TRANPORT,4455 S WOODLAWN ,41.81368488423158,-87.5968051660604,KENWOOD,4.0,2021-02-02,1
21DT000539,TRANPORT,5101 S ELLIS ,41.8020494,-87.6011127521022,HYDE PARK,5.0,2021-02-03,1
21DT000540,TRANPORT,3845 S ELLIS ,41.82532385,-87.60554871886407,OAKLAND,4.0,2021-02-01,2
21DT000541,TRANPORT,3838 S ELLIS ,41.825324,-87.60617676129084,OAKLAND,4.0,2021-02-01,2
21DT000542,TRANPORT,858 W WEBSTER ,41.9219926,-87.65090563710453,LINCOLN PARK,43.0,2021-02-05,3
21DT000543,TRANPORT,546 W FULLERTON ,41.9258046,-87.64329405201491,LINCOLN PARK,43.0,2021-02-05,1
21DT000545,TRANPORT,2724 N LEHMANN CT,41.93229765,-87.64385730927083,LINCOLN PARK,43.0,2021-02-05,1
21DT000546,TRANPORT,26 E DIVISION ST,41.9041484,-87.62761447252896,NEAR NORTH SIDE,43.0,2021-02-05,1
21DT000547,TRANPORT,2658 N MILDRED ,41.9306504,-87.65164635,LINCOLN PARK,43.0,2021-02-05,1
21DT000548,TRANPORT,607 N SAWYER ,41.892104985813255,-87.70756279383001,HUMBOLDT PARK,27.0,2021-02-05,1
21DT000549,TRANPORT,625 N KEDZIE ,41.89275215,-87.70619293974184,HUMBOLDT PARK,27.0,2021-02-05,1
21DT000550,TRANPORT,3501 W IOWA ST,41.897207,-87.715929,HUMBOLDT PARK,27.0,2021-02-05,2
21DT000551,TRANPORT,3700 S IRON ST,41.826677,-87.65963988701296,MCKINLEY PARK,11.0,2021-02-03,1
21DT000552,TRANPORT,2931 S LYMAN ST,41.840851,-87.65340366666668,BRIDGEPORT,11.0,2021-02-03,1
21DT000553,TRANPORT,358 E 43RD ST,41.81670007136493,-87.618024861131,GRAND BOULEVARD,3.0,2021-02-03,1
21DT000554,TRANPORT,318 E 35TH ST,41.83154305,-87.61850130048379,DOUGLAS,4.0,2021-02-05,1
21DT000555,TRANPORT,3158 S KING DR,41.7074253,-87.6137724,ROSELAND,9.0,2021-02-04,2
21DT000556,TRANPORT,4800 S CHAMPLAIN ,41.8075131,-87.61045148174573,GRAND BOULEVARD,4.0,2021-02-02,1
21DT000557,TRANPORT,300 E 35TH ST,41.831287,-87.6189658859841,DOUGLAS,4.0,2021-02-05,1
21DT000558,TRANPORT,4219 S CHAMPLAIN ,41.81799875,-87.61018111617875,GRAND BOULEVARD,4.0,2021-02-03,1
21DT000559,TRANPORT,710 N ELIZABETH ST,41.894777950000005,-87.65967257313741,WEST TOWN,27.0,2021-02-05,1
21DT000560,TRANPORT,2428 W MADISON ST,41.8813156,-87.68761889727986,NEAR WEST SIDE,27.0,2021-02-05,1
21DT000561,TRANPORT,747 N MAY ST,41.8955237,-87.6555624461555,WEST TOWN,27.0,2021-02-05,1
21DT000563,TRANPORT,463 W 24TH ST,41.8488444,-87.63924057493857,ARMOUR SQUARE,11.0,2021-02-09,1
21DT000564,TRANPORT,4800 S DR MARTIN LUTH DR,41.80741445,-87.61716515526469,GRAND BOULEVARD,3.0,2021-02-06,1
21DT000565,TRANPORT,1146 W GRAND ,41.89139365,-87.65645438441283,WEST TOWN,27.0,2021-02-06,1
21DT000566,TRANPORT,345 W 25TH PL,41.8462188,-87.6363546,ARMOUR SQUARE,11.0,2021-02-09,1
21DT000567,TRANPORT,220 S ASHLAND ,41.87856062702063,-87.6669191247706,NEAR WEST SIDE,27.0,2021-02-06,1
21DT000568,TRANPORT,501 W 26TH ST,41.8451824,-87.64013891636748,BRIDGEPORT,11.0,2021-02-09,1
21DT000569,TRANPORT,200 N HALSTED ST,41.885786,-87.64759,NEAR WEST SIDE,27.0,2021-02-06,1
21DT000570,TRANPORT,4213 S MICHIGAN ,41.81783525,-87.62267265555326,GRAND BOULEVARD,3.0,2021-02-06,1
21DT000571,TRANPORT,907 W RANDOLPH ST,41.88408005,-87.65013235258691,NEAR WEST SIDE,27.0,2021-02-06,1
21DT000572,TRANPORT,455 W 24TH ST,41.848728050000005,-87.6390469203086,ARMOUR SQUARE,11.0,2021-02-09,2
21DT000573,TRANPORT,2589 S FEDERAL ST,41.84576621446885,-87.6290646045712,NEAR SOUTH SIDE,3.0,2021-02-06,2
21DT000574,TRANPORT,2477 S ARCHER ,41.8471137,-87.64585547518917,BRIDGEPORT,11.0,2021-02-09,1
21DT000575,TRANPORT,2465 S ARCHER ,41.84747076312127,-87.64615844743761,BRIDGEPORT,11.0,2021-02-09,1
21DT000576,TRANPORT,2564 S HALSTED ST,41.84640113479902,-87.64657532495747,BRIDGEPORT,11.0,2021-02-09,1
21DT000577,TRANPORT,327 N ABERDEEN ST,41.88754705,-87.6541861566614,NEAR WEST SIDE,27.0,2021-02-06,3
21DT000578,TRANPORT,711 N ELIZABETH ST,41.894791100000006,-87.6592216,WEST TOWN,27.0,2021-02-06,2
21DT000579,TRANPORT,1365 W HUBBARD ST,41.88968215,-87.66151195059226,WEST TOWN,27.0,2021-02-06,1
21DT000580,TRANPORT,2235 S MICHIGAN ,41.8693994,-87.6240453,LOOP,4.0,2021-02-06,1
21DT000581,TRANPORT,2150 W MONROE ST,41.8801956,-87.68108895971379,NEAR WEST SIDE,27.0,2021-02-06,1
21DT000582,TRANPORT,4231 S LANGLEY ,41.81762245,-87.60886926461538,GRAND BOULEVARD,4.0,2021-02-17,3
21DT000583,TRANPORT,555 E 43RD ST,41.81662763761983,-87.61258715301817,GRAND BOULEVARD,4.0,2021-02-08,2
21DT000584,TRANPORT,521 E OAKWOOD ,41.82246135,-87.61319188583093,GRAND BOULEVARD,3.0,2021-02-08,1
21DT000585,TRANPORT,500 N STATE ST,41.891794,-87.628181,NEAR NORTH SIDE,42.0,2021-02-06,1
21DT000586,TRANPORT,834 S MICHIGAN ,41.8801026,-87.6243031,LOOP,42.0,2021-02-08,1
21DT000587,TRANPORT,523 N OGDEN ,41.89157105,-87.65822796205757,WEST TOWN,27.0,2021-02-06,1
21DT000588,TRANPORT,445 N LASALLE DR,41.8905536,-87.63223187031284,NEAR NORTH SIDE,42.0,2021-02-10,1
21DT000589,TRANPORT,226 W ONTARIO ST,41.893406,-87.6354147,NEAR NORTH SIDE,42.0,2021-02-10,1
21DT000591,TRANPORT,627 W RANDOLPH ST,41.884488,-87.6281022,LOOP,42.0,2021-02-08,3
21DT000592,TRANPORT,2148 W MONROE ST,41.88017355,-87.68097463690522,NEAR WEST SIDE,27.0,2021-02-06,1
21DT000593,TRANPORT,2357 W CONGRESS ,41.8747862,-87.6860156003921,NEAR WEST SIDE,28.0,2021-02-06,2
21DT000594,TRANPORT,4501 S GREENWOOD ,41.813133,-87.599227,KENWOOD,4.0,2021-02-05,2
21DT000595,TRANPORT,4514 S LAKE PARK ,41.8127487,-87.59611993969867,KENWOOD,4.0,2021-02-09,1
21DT000596,TRANPORT,4500 S LAKE PARK ,41.8130782,-87.59636152287706,KENWOOD,4.0,2021-02-17,1
21DT000597,TRANPORT,1217 E 46TH ST,41.8105252,-87.5960751028135,KENWOOD,4.0,2021-02-17,1
21DT000598,TRANPORT,4523 S WOODLAWN ,41.8117365,-87.59660749394172,KENWOOD,4.0,2021-02-17,1
21DT000599,TRANPORT,1135 N DAMEN ,41.90244745,-87.67695322785261,WEST TOWN,2.0,2021-02-17,1
21DT000600,TRANPORT,1834 N LINCOLN ,41.91578115,-87.63662360586201,LINCOLN PARK,43.0,2021-02-06,1
21DT000601,TRANPORT,1808 N SHEFFIELD ,41.91418035,-87.65344591242376,LINCOLN PARK,43.0,2021-02-06,1
21DT000602,TRANPORT,1842 N MOHAWK ST,41.9159105,-87.64260335836633,LINCOLN PARK,43.0,2021-02-06,1
21DT000603,TRANPORT,1664 N DAYTON ST,41.91276115,-87.64985495831056,LINCOLN PARK,43.0,2021-02-06,1
21DT000604,TRANPORT,1656 N DAYTON ST,41.9125231,-87.64992890334645,LINCOLN PARK,43.0,2021-02-06,1
21DT000605,TRANPORT,1238 W WEBSTER ,41.9218291,-87.65989846413629,LINCOLN PARK,43.0,2021-02-06,1
21DT000606,TRANPORT,1100 W WEBSTER ,41.9219797,-87.65608641479466,LINCOLN PARK,43.0,2021-02-06,1
21DT000607,TRANPORT,1058 W WRIGHTWOOD ,41.929215150000005,-87.65600236883765,LINCOLN PARK,43.0,2021-02-06,1
21DT000608,TRANPORT,2215 S MICHIGAN ,41.85239865,-87.62335903304637,NEAR SOUTH SIDE,3.0,2021-02-06,1
21DT000609,TRANPORT,418 W PERSHING RD,41.8238539,-87.6370693690891,BRIDGEPORT,11.0,2021-02-09,1
21DT000610,TRANPORT,500 W 36TH ST,41.829107,-87.638922,BRIDGEPORT,11.0,2021-02-09,1
21DT000611,TRANPORT,2453 S ARCHER ,41.847814850000006,-87.64450337388288,BRIDGEPORT,11.0,2021-02-09,2
21DT000613,TRANPORT,2515 S STEWART ,41.84627477777778,-87.63646374074075,ARMOUR SQUARE,11.0,2021-02-09,1
21DT000614,TRANPORT,236 W 26TH ST,41.84559026335812,-87.63339080287052,ARMOUR SQUARE,11.0,2021-02-08,2
21DT000615,TRANPORT,610 W 24TH PL,41.84819651818383,-87.64198051575879,BRIDGEPORT,11.0,2021-02-09,1
21DT000616,TRANPORT,921 W FULTON ST,41.88684060176642,-87.6506342458798,NEAR WEST SIDE,27.0,2021-02-06,1
21DT000617,TRANPORT,1836 N SHEFFIELD ,41.915007,-87.653369,LINCOLN PARK,43.0,2021-02-06,1
21DT000618,TRANPORT,1856 N SHEFFIELD ,41.9154783,-87.65347374859584,LINCOLN PARK,43.0,2021-02-06,1
21DT000619,TRANPORT,1858 N SHEFFIELD ,41.915535250000005,-87.65349453808724,LINCOLN PARK,43.0,2021-02-06,2
21DT000620,TRANPORT,1845 N SHEFFIELD ,41.915071,-87.65294922327024,LINCOLN PARK,43.0,2021-02-06,1
21DT000621,TRANPORT,1841 N SEDGWICK ST,41.91591745,-87.63847176539548,LINCOLN PARK,43.0,2021-02-06,8
21DT000622,TRANPORT,1255 W SCHUBERT ,41.93062516753063,-87.66066679721968,LINCOLN PARK,43.0,2021-02-06,1
21DT000623,TRANPORT,2238 N WAYNE ,41.92278285,-87.66225433300721,LINCOLN PARK,2.0,2021-02-17,1
21DT000624,TRANPORT,1012 N WOLCOTT ,41.90004725,-87.67499475651294,WEST TOWN,2.0,2021-02-17,1
21DT000625,TRANPORT,1016 N WOLCOTT ,41.90011665,-87.67501699834747,WEST TOWN,2.0,2021-01-17,1
21DT000626,TRANPORT,649 E 37TH ST,41.8272792,-87.60953607862959,OAKLAND,4.0,2021-02-09,1
21DT000627,TRANPORT,602 E OAKWOOD ,41.82277057940304,-87.61158575747916,GRAND BOULEVARD,4.0,2021-02-17,2
21DT000628,TRANPORT,427 N CLARK ST,41.9036945,-87.6314321,NEAR NORTH SIDE,2.0,2021-02-10,1
21DT000629,TRANPORT,113 S CLINTON ST,41.8800901,-87.6408472,NEAR WEST SIDE,42.0,2021-02-10,1
21DT000630,TRANPORT,5200 S LAKE PARK ,41.7999873,-87.6259791,WASHINGTON PARK,3.0,2021-02-08,3
21DT000631,TRANPORT,1100 W RANDOLPH ST,41.884456,-87.655777,NEAR WEST SIDE,27.0,2021-02-06,1
21DT000632,TRANPORT,1240 W WEBSTER ,41.9218649,-87.65998481189294,LINCOLN PARK,43.0,2021-02-06,2
21DT000633,TRANPORT,1821 N SEDGWICK ST,41.9152864,-87.6384464924383,LINCOLN PARK,43.0,2021-02-06,1
21DT000634,TRANPORT,1848 N LINCOLN ,41.91604825,-87.63597964145973,LINCOLN PARK,43.0,2021-02-06,3
21DT000635,TRANPORT,1842 N LINCOLN ,41.91623501720463,-87.63519359104706,LINCOLN PARK,43.0,2021-02-06,1
21DT000636,TRANPORT,694 N MILWAUKEE ,41.89418445,-87.65256931751931,WEST TOWN,27.0,2021-02-06,1
21DT000637,TRANPORT,801 W MADISON ST,41.881652,-87.648665,NEAR WEST SIDE,27.0,2021-02-06,1
21DT000638,TRANPORT,465 W 24TH ST,41.8487945,-87.63937079477819,ARMOUR SQUARE,11.0,2021-02-09,2
21DT000657,TRANPORT,2555 N NORMANDY ,41.92653145,-87.79206263078524,MONTCLARE,29.0,2021-02-05,1
21DT000658,TRANPORT,2759 N OAK PARK ,41.93073535,-87.79511437245927,MONTCLARE,36.0,2021-02-01,2
21DT000659,TRANPORT,2415 N NORMANDY ,41.92388138155353,-87.79269218213253,MONTCLARE,29.0,2021-02-05,2
21DT000661,TRANPORT,6622 W FULLERTON ,41.923971050000006,-87.79161054131814,MONTCLARE,29.0,2021-02-05,1
21DT000662,TRANPORT,6651 W GRAND ,41.8914869,-87.6399768,NEAR NORTH SIDE,42.0,2021-02-05,1
21DT000664,TRANPORT,3358 N CICERO ,41.94177288237044,-87.74705579057584,PORTAGE PARK,31.0,2021-02-05,1
21DT000672,TRANPORT,3300 N CICERO ,41.940773,-87.74703,PORTAGE PARK,31.0,2021-02-05,1
21DT000677,TRANPORT,5107 W ARMITAGE ,41.917154,-87.7278923,HERMOSA,26.0,2021-02-08,2
21DT000678,TRANPORT,2657 W WALTON ST,41.8981921,-87.69408615,WEST TOWN,26.0,2021-02-05,3
21DT000680,TRANPORT,2475 N MILWAUKEE ,41.9266362,-87.70289512864139,LOGAN SQUARE,32.0,2021-02-05,1
21DT000681,TRANPORT,2746 N CLYBOURN ,41.9290632,-87.67744506378264,LINCOLN PARK,32.0,2021-02-05,1
21DT000682,TRANPORT,3333 W ARMITAGE ,41.9171209,-87.711505,LOGAN SQUARE,26.0,2021-02-05,1
21DT000683,TRANPORT,1801 S CANAL ST,41.8570368,-87.63823018547969,LOWER WEST SIDE,25.0,2021-02-09,1
21DT000686,TRANPORT,4758 W WELLINGTON ,41.93527795559164,-87.7457710131789,BELMONT CRAGIN,31.0,2021-02-10,3
21DT000687,TRANPORT,1151 N LARAMIE ,41.90182144444445,-87.7556531111111,AUSTIN,37.0,2021-02-18,1
21DT000688,TRANPORT,1001 N CICERO ,41.89896915,-87.745569456777,AUSTIN,37.0,2021-02-18,1
21DT000689,TRANPORT,2806 N CICERO ,41.932608479330696,-87.746746395839,BELMONT CRAGIN,31.0,2021-02-10,2
21DT000690,TRANPORT,1150 N CICERO ,41.8968704,-87.745858,AUSTIN,37.0,2021-02-18,1
21DT000691,TRANPORT,3258 N KEDZIE ,41.94080073901553,-87.70777528766297,AVONDALE,35.0,2021-02-16,2
