,OBJECTID,GEOID,GEOG,2000_POP,2010_POP,2020_POP,2020_HH,2020_HH_SIZE,TOT_POP,UND5,A5_19,A20_34,A35_49,A50_64,A65_74,A75_84,OV85,MED_AGE,WHITE,HISP,BLACK,ASIAN,OTHER,POP_HH,POP_16OV,IN_LBFRC,EMP,UNEMP,NOT_IN_LBFRC,TOT_WRKR16OV,WORK_AT_HOME,TOT_COMM,DROVE_AL,CARPOOL,TRANSIT,WALK_BIKE,COMM_OTHER,AGG_TT,NO_VEH,ONE_VEH,TWO_VEH,THREEOM_VEH,POP_25OV,LT_HS,HS,SOME_COLL,ASSOC,BACH,GRAD_PROF,INC_LT_25K,INC_25_50K,INC_50_75K,INC_75_100K,INC_100_150K,INC_GT_150,MEDINC,INCPERCAP,TOT_HH,OWN_OCC_HU,RENT_OCC_HU,VAC_HU,HU_TOT,HU_SNG_DET,HU_SNG_ATT,HU_2UN,HU_3_4UN,HU_5_9UN,HU_10_19UN,HU_GT_19UN,HU_MOBILE,MED_ROOMS,HA_AFT2000,HA_70_00,HA_40_70,HA_BEF1940,MED_HA,BR_0_1,BR_2,BR_3,BR_4,BR_5,HV_LT_150K,HV_150_300K,HV_300_500K,HV_GT_500K,MED_HV,CASHRENT_HH,RENT_LT500,RENT_500_999,RENT_1000_1499,RENT_1500_2499,RENT_GT2500,MED_RENT,COMPUTER,ONLY_SMARTPHONE,NO_COMPUTER,INTERNET,BROADBAND,NO_INTERNET,TOT_EMP_RES,RES_NAICS1_TYPE,RES_NAICS2_TYPE,RES_NAICS3_TYPE,RES_NAICS4_TYPE,RES_NAICS5_TYPE,RES_NAICS1_COUNT,RES_NAICS2_COUNT,RES_NAICS3_COUNT,RES_NAICS4_COUNT,RES_NAICS5_COUNT,TOT_EMP_WORK,WORK_NAICS1_TYPE,WORK_NAICS2_TYPE,WORK_NAICS3_TYPE,WORK_NAICS4_TYPE,WORK_NAICS5_TYPE,WORK_NAICS1_COUNT,WORK_NAICS2_COUNT,WORK_NAICS3_COUNT,WORK_NAICS4_COUNT,WORK_NAICS5_COUNT,RES_CITY1_TYPE,RES_CITY2_TYPE,RES_CITY3_TYPE,RES_CITY4_TYPE,RES_CITY5_TYPE,RES_CITY1_COUNT,RES_CITY2_COUNT,RES_CITY3_COUNT,RES_CITY4_COUNT,RES_CITY5_COUNT,WORK_CITY1_TYPE,WORK_CITY2_TYPE,WORK_CITY3_TYPE,WORK_CITY4_TYPE,WORK_CITY5_TYPE,WORK_CITY1_COUNT,WORK_CITY2_COUNT,WORK_CITY3_COUNT,WORK_CITY4_COUNT,WORK_CITY5_COUNT,IDES_START_EMP,IDES_MID_EMP,IDES_CURR_EMP,AVG_VMT,RET_SALES,GEN_MERCH,RES_EAV,CMRCL_EAV,IND_EAV,RAIL_EAV,FARM_EAV,MIN_EAV,TOT_EAV,TRANSIT_LOW_PCT,TRANSIT_MOD_PCT,TRANSIT_HIGH_PCT,WALKABLE_LOW_PCT,WALKABLE_MOD_PCT,WALKABLE_HIGH_PCT,OPEN_SPACE_PER_1000,TOT_ACRES,SF,Sfperc,MF,Mfperc,MIX,MIXperc,COMM,COMMperc,INST,INSTperc,IND,INDperc,TRANS,TRANSperc,AG,Agperc,OPEN,OPENperc,VACANT,VACperc,CT_1PHH,CT_2PHH,CT_3PHH,CT_4MPHH,CT_FAM_HH,CT_SP_WCHILD,CT_NONFAM_HH,HCUND20K,HCUND20K_LT20PCT,HCUND20K_20_29PCT,HCUND20K_30MPCT,HC20Kto49K,HC20Kto49K_LT20PCT,HC20Kto49K_20_29PCT,HC20Kto49K_30MPCT,HC50Kto75K,HC50Kto75K_LT20PCT,HC50Kto75K_20_29PCT,HC50Kto75K_30MPCT,HCOV75K,HCOV75K_LT20PCT,HCOV75K_20_29PCT,HCOV75K_30MPCT,NATIVE,FOR_BORN,POP_OV5,NOT_ENGLISH,LING_ISO,ENGLISH,SPANISH,SLAVIC,CHINESE,TAGALOG,ARABIC,KOREAN,OTHER_ASIAN,OTHER_EURO,OTHER_UNSPEC,2000_WHITE,2000_HISP,2000_BLACK,2000_ASIAN,2000_OTHER,2000_UND19,2000_A20_34,2000_A35_49,2000_A50_64,2000_OV65,2000_MED_AGE,2000_TOT_HH,2000_OWN_OCC_HU,2000_RENT_OCC_HU,2000_VAC_HU,2000_HU_TOT,2000_LT_HS,2000_HS,2000_SOME_COLL,2000_ASSOC,2000_BACH,2000_GRAD_PROF,2000_POP_25OV,HT_Cost_Typical,HT_Cost_Mod,H_Cost_Typical,H_Cost_Mod,T_Cost_Typical,T_Cost_Mod,highly_walkable_pop_pct,highly_walkable_emp_pct,assoc_plus_pct,in_lbr_frc_pct,pct_pop_access_4_acres_per_1k,pct_pop_access_10_acres_per_1k,impervious_acres_per_hh,modhigh_ta_pop_pct,modhigh_ta_emp_pct,nonsov_pct
10,11,60,Bridgeport,33694,31977,33702,13339,2.523802384,32863.15574,1622.442623,4745.065574,8914.360656,6260.754098,6369.254098,3105.409836,1143.336066,702.5327869,37.4904653,11630.87705,6857.92623,735.4590164,13303.89344,335.0,32824.06847,27631.54515,18306.49717,17052.17194,1248.325225,9325.047984,16719.5918,854.5154948,15865.07631,7918.918694,2597.75075,3831.381539,1103.175275,413.85005,460356.7627,2574.636364,5957.477948,3339.558956,1021.311431,24356.43443,4664.942623,6331.008197,3484.352459,965.3032787,5704.819672,3206.008197,2745.624822,2566.630528,2402.50214,1716.988588,1904.453638,1555.955777,58670.10682,31668.72483,12892.15549,6309.664456,6583.464191,880.4864479,13773.65119,3933.872679,464.7612732,3864.041114,3402.612732,1172.801061,168.0,767.5623342,0.0,5.423974579,2181.65252,1901.867374,2026.030504,7664.100796,1934.929117,1955.462865,5288.464191,4653.5,1283.224138,593.0,488.78602,2049.159772,2687.592011,1049.496434,337406.972,6322.378031,97.0,2690.854494,2654.25107,839.764622,40.50784593,1066.264189,11775.73324,968.0370899,1116.422254,11606.07561,11328.07561,1286.079886,13960,Accommodation and Food Service,Health Care,Education,Professional,Retail Trade,2049,1652,1321,1211,1158,5190,Manufacturing,Retail Trade,Accommodation and Food Service,Finance,Wholesale Trade,1738,512,495,423,412,Outside of Chicago,The Loop,Near North Side,Near West Side,Armour Square,4130,2885,1202,1039,732,Outside of Chicago,Bridgeport,Brighton Park,New City,McKinley Park,2011,601,177,152,126,,,,11018.0211,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.952610297,1338.189151,252.1736543,0.188443954,224.8158259,0.168000036,31.18601953,0.023304642,63.02930344,0.047100444,32.91951097,0.024600043,131.3629372,0.098164701,488.2384539,0.364850106,0.0,0.0,47.65808483,0.035613863,66.80536077,0.049922211,4177.912981,3882.393723,2344.924394,2486.924394,7234.510699,814.5934379,5657.644793,1945.879388,22.0,52.0,1871.879388,3021.70477,240.5949595,809.0,1972.109811,2352.609361,802.2034203,977.8649865,572.5409541,5117.682268,3855.0036,943.5022502,319.1764176,21405.52816,11457.95435,31240.83672,16767.55615,8681.509164,14473.28057,4229.03099,223.685105,10355.78474,157.5351549,148.0,215.0,437.895035,949.625125,51.0,13819,10165,354,8808,548,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.405510907,0.793971483,0.098209715,0.0,0.084343407,1.0,1.0,0.501616496
11,12,58,Brighton Park,44912,45368,45053,13592,3.313566804,42728.0,3068.0,10329.0,10584.0,7765.0,7031.0,2548.0,1064.0,339.0,31.175095,3163.0,34130.0,579.0,4517.0,339.0,42713.0,31897.0,20086.0,17925.0,2143.0,11811.0,17104.0,526.0,16578.0,9363.0,3210.0,3240.0,611.0,154.0,542560.0,1770.0,4991.0,3885.0,1674.0,25981.0,8823.0,9727.0,3317.0,1178.0,2120.0,816.0,2920.0,3812.0,2202.0,1450.0,1297.0,639.0,45781.71091,18312.79428,12320.0,6170.0,6150.0,1239.0,13559.0,3691.0,353.0,6189.0,2729.0,490.0,33.0,45.0,29.0,5.460756562,482.0,1541.0,4053.0,7483.0,1935.299345,919.0,5908.0,4790.0,1448.0,494.0,1405.0,3953.0,647.0,142.0,195701.0582,5883.0,307.0,3698.0,1703.0,175.0,0.0,874.8424842,10764.0,1869.0,1556.0,10261.0,9832.0,2059.0,13468,Accommodation and Food Service,Manufacturing,Health Care,Retail Trade,Administration,1898,1832,1456,1448,1394,5627,Manufacturing,Administration,Retail Trade,Other Service,Accommodation and Food Service,1449,862,810,599,544,Outside of Chicago,The Loop,Near North Side,Near West Side,Brighton Park,4990,1661,900,894,573,Outside of Chicago,Brighton Park,Gage Park,South Lawndale,Chicago Lawn,2398,573,214,183,150,,,,13023.52181,,,,,,,,,,0.0,0.0,1.0,0.0,0.069713135,0.930286865,0.910937307,1742.258739,245.6076621,0.140970831,305.0298099,0.175077216,27.1091908,0.015559796,80.99864575,0.046490595,44.6954188,0.025653721,266.3241464,0.152861421,689.4479219,0.395720743,0.0,0.0,8.008546087,0.004596646,75.03739694,0.043069032,2033.0,2534.0,2540.0,5213.0,9725.0,1652.0,2595.0,1582.0,7.0,50.0,1525.0,4810.0,562.0,1344.0,2904.0,2192.0,1198.0,476.0,518.0,3289.0,2664.0,505.0,120.0,25212.0,17516.0,39660.0,33278.0,16535.0,6382.0,28567.0,117.0,3935.0,113.0,116.0,0.0,57.0,186.0,187.0,8300,34409,221,1288,694,,,,,,,,,,,,,,,,,,,,,,,,,0.941762712,0.836682028,0.158346484,0.744759653,0.0,0.0,0.104975607,1.0,1.0,0.443580449
12,13,47,Burnside,3294,2916,2527,1036,2.439189189,2180.0,19.0,248.0,365.0,457.0,481.0,295.0,236.0,79.0,50.02293578,55.0,156.0,1938.0,0.0,31.0,2180.0,1936.0,1092.0,918.0,174.0,844.0,918.0,75.0,843.0,576.0,71.0,196.0,0.0,0.0,38490.0,302.0,250.0,377.0,63.0,1721.0,244.0,619.0,387.0,96.0,205.0,170.0,311.0,324.0,108.0,52.0,116.0,81.0,39351.85185,26586.8078,992.0,552.0,440.0,309.0,1301.0,758.0,69.0,198.0,43.0,15.0,9.0,190.0,19.0,6.298672566,284.0,110.0,465.0,442.0,1954.348315,246.0,361.0,383.0,249.0,62.0,370.0,107.0,0.0,75.0,102597.4026,440.0,112.0,250.0,78.0,0.0,0.0,703.2846715,761.0,104.0,231.0,716.0,702.0,276.0,826,Health Care,Administration,Retail Trade,Transportation,Education,179,92,83,75,67,1855,Transportation,Manufacturing,Health Care,Retail Trade,Wholesale Trade,1088,472,139,91,33,Outside of Chicago,The Loop,Near North Side,Near West Side,Chatham,307,174,60,45,17,Outside of Chicago,South Shore,Roseland,Auburn Gresham,Chatham,793,79,68,63,54,,,,12592.972,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.001540702,390.1740818,66.84952497,0.171332562,13.70811132,0.035133321,1.649768543,0.004228288,14.6036423,0.03742853,7.372730827,0.018896004,120.1776477,0.30801033,126.8290663,0.32505764,0.0,0.0,7.019952161,0.017991846,31.96363767,0.081921479,472.0,224.0,110.0,186.0,477.0,89.0,515.0,238.0,0.0,61.0,177.0,390.0,135.0,153.0,102.0,108.0,41.0,67.0,0.0,249.0,147.0,102.0,0.0,2030.0,150.0,2161.0,202.0,51.0,1959.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,45.0,40,34,3180,7,33,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.273678094,0.821181888,0.0,0.0,0.25506047,1.0,1.0,0.37254902
13,14,48,Calumet Heights,15974,13812,13088,5518,2.371692642,12343.0,377.0,1631.0,2295.0,1978.0,2621.0,1764.0,1175.0,502.0,49.43205394,108.0,543.0,11533.0,8.0,151.0,12337.0,10793.0,6033.0,5604.0,429.0,4760.0,5519.0,917.0,4602.0,3051.0,403.0,1053.0,62.0,33.0,189165.0,1040.0,2430.0,1523.0,463.0,9630.0,550.0,2250.0,2670.0,738.0,2144.0,1278.0,1299.0,1127.0,849.0,587.0,1094.0,500.0,57420.14742,35883.58973,5456.0,3948.0,1508.0,820.0,6276.0,4537.0,52.0,538.0,736.0,166.0,128.0,25.0,94.0,6.549850746,73.0,304.0,4407.0,1492.0,1949.231632,267.0,1848.0,3133.0,881.0,147.0,1108.0,2702.0,130.0,8.0,177249.1349,1427.0,82.0,473.0,702.0,170.0,0.0,1078.001969,4787.0,657.0,669.0,4685.0,4608.0,771.0,4906,Health Care,Education,Public Administration,Administration,Retail Trade,894,647,456,454,408,2101,Health Care,Retail Trade,Accommodation and Food Service,Transportation,Administration,1386,221,99,67,66,Outside of Chicago,The Loop,Near North Side,Near West Side,Hyde Park,1545,1377,384,317,128,Outside of Chicago,South Shore,Calumet Heights,South Chicago,East Side,1320,50,33,30,28,,,,12905.58982,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.4765814,1120.896268,435.2835689,0.388335282,49.31579163,0.043996749,4.074861069,0.00363536,36.92359051,0.032941131,29.82233743,0.026605796,12.35702552,0.011024236,462.0797016,0.41224127,0.0,0.0,21.47957717,0.019162859,69.55981433,0.062057316,2193.0,1845.0,783.0,635.0,3005.0,454.0,2451.0,852.0,0.0,0.0,852.0,1441.0,330.0,292.0,819.0,822.0,280.0,407.0,135.0,2147.0,1855.0,168.0,124.0,11939.0,404.0,11966.0,671.0,255.0,11295.0,460.0,1.0,8.0,0.0,0.0,0.0,0.0,174.0,28.0,206,747,14817,33,171,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.431983385,0.799535828,0.0,0.0,0.133898666,1.0,1.0,0.441203117
14,15,44,Chatham,37275,31028,31710,15053,2.106423969,31395.31764,1702.585794,5466.790902,6108.783719,5136.229848,7464.155626,2877.845172,1606.868316,1032.05826,42.30225418,269.0,271.0,30285.31764,77.0,493.0,31362.63218,26208.32788,14867.69487,12371.60545,2477.089423,11340.63301,12257.02244,1248.719231,11008.30321,6668.380128,681.3567308,3202.441026,293.0,163.1253205,418054.3429,4778.446048,6397.466258,2457.287261,753.5229159,22418.21947,2642.28332,5612.57063,6351.818037,1587.596967,4068.861133,2155.089385,5180.747126,3431.095785,2364.490421,1348.268199,1489.563218,573.1455939,39858.57561,25790.28123,14387.31034,5786.347079,8598.972509,2504.678161,16889.61856,5279.955326,940.7560137,1636.0,3560.649485,3448.0,1326.61512,697.6426117,0.0,5.609176498,602.6494845,1677.917526,7964.168385,6644.883162,1946.732674,4189.945017,5726.52921,5110.058419,1531.852234,331.233677,2045.340996,3216.590038,263.4904215,253.0,167845.0475,8489.888889,751.0,5305.045977,2124.842912,309.0,0.0,860.0558919,12285.17625,2809.0,2102.1341,10717.17625,10368.17625,3670.1341,10384,Health Care,Administration,Education,Accommodation and Food Service,Transportation,1979,1230,1167,904,872,3959,Retail Trade,Other Service,Transportation,Accommodation and Food Service,Health Care,1575,625,418,416,271,Outside of Chicago,The Loop,Near North Side,Near West Side,Hyde Park,3063,2496,965,730,225,Outside of Chicago,Chatham,Auburn Gresham,Roseland,South Shore,2049,145,109,100,94,,,,9750.651981,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.748514107,1889.822557,527.388086,0.279067516,255.4796976,0.135187135,17.63423703,0.00933116,179.3835345,0.094920835,69.80064131,0.036935024,48.5899641,0.02571139,684.3789153,0.362139246,0.0,0.0,41.72257815,0.022077511,65.44490299,0.034630184,7190.122605,3659.590038,1624.0,1913.597701,6430.187739,1827.333333,7957.122605,4002.684951,37.0,240.0,3725.684951,4062.283291,622.0104655,1405.866113,2034.406712,2339.514977,1233.183688,777.1548178,329.1764706,3411.712378,2683.850235,687.4218694,40.44027427,30988.84199,408.4522436,29696.45545,1034.397436,132.4740385,28662.05801,630.1798077,2.005448718,8.762820513,0.0,0.0,0.337820513,0.228846154,234.3650641,158.5176282,121,220,36538,24,372,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.348501608,0.712717827,0.155160895,0.0,0.0850179,1.0,1.0,0.442645595
15,16,66,Chicago Lawn,61412,55628,55931,17041,3.280558653,51243.0,4157.0,11207.0,11991.0,9812.0,7400.0,3763.0,2453.0,460.0,32.6517204,1247.0,28387.0,20369.0,246.0,994.0,51079.0,38871.0,23696.0,19660.0,4023.0,15175.0,19015.0,653.0,18362.0,11294.0,3353.0,3172.0,338.0,205.0,699000.0,4124.0,6576.0,3840.0,2105.0,31911.0,8087.0,12866.0,6323.0,1952.0,1813.0,870.0,5706.0,4815.0,2716.0,1537.0,1287.0,584.0,36277.83964,17620.09125,16645.0,7207.0,9438.0,2301.0,18946.0,7860.0,196.0,4358.0,3858.0,1465.0,586.0,596.0,27.0,5.615638041,333.0,2638.0,9874.0,6101.0,1952.109827,2712.0,7369.0,5660.0,1999.0,1206.0,3040.0,3991.0,68.0,108.0,158690.6231,9292.0,1090.0,4689.0,2875.0,616.0,22.0,893.206951,13654.0,2673.0,2991.0,13107.0,12727.0,3538.0,17161,Health Care,Administration,Manufacturing,Accommodation and Food Service,Retail Trade,2405,2059,1895,1884,1742,4129,Retail Trade,Health Care,Accommodation and Food Service,Other Service,Administration,1371,1340,392,235,147,Outside of Chicago,The Loop,Near North Side,Near West Side,West Lawn,7387,2366,1011,936,363,Outside of Chicago,Chicago Lawn,West Lawn,Ashburn,Auburn Gresham,1900,291,135,118,95,,,,12078.75032,,,,,,,,,,0.0,0.0,1.0,0.0,0.000150605,0.999849395,1.479580829,2256.186073,671.5307806,0.297639804,255.6943511,0.113330347,33.52140096,0.014857552,105.0676023,0.046568678,65.52999569,0.029044588,57.52166393,0.025495089,706.4593639,0.313121055,0.0,0.0,308.4198017,0.13669963,52.44111317,0.023243257,5336.0,3578.0,2649.0,5082.0,10893.0,2463.0,5752.0,3348.0,139.0,247.0,2962.0,6762.0,688.0,1464.0,4610.0,2696.0,1353.0,827.0,516.0,3408.0,2822.0,519.0,67.0,38617.0,12626.0,47086.0,24509.0,10688.0,22577.0,23862.0,19.0,18.0,174.0,36.0,0.0,31.0,274.0,95.0,6190,21534,32240,393,1055,,,,,,,,,,,,,,,,,,,,,,,,,0.999946663,0.998292058,0.14524772,0.753484231,0.0,0.0,0.087825592,1.0,1.0,0.395266895
16,17,64,Clearing,22331,23139,24473,8884,2.754502476,24382.0,1575.0,5015.0,5188.0,5201.0,4581.0,1597.0,731.0,494.0,36.08970976,9510.0,13878.0,621.0,145.0,228.0,24370.0,18886.0,12316.0,11010.0,1306.0,6570.0,10786.0,276.0,10510.0,7925.0,840.0,1100.0,486.0,159.0,338535.0,885.0,3314.0,3133.0,1322.0,16530.0,2009.0,5806.0,3605.0,1527.0,2803.0,780.0,1434.0,2242.0,1818.0,885.0,1495.0,780.0,58168.13049,27582.04475,8654.0,5995.0,2659.0,418.0,9072.0,5327.0,625.0,690.0,835.0,1237.0,220.0,108.0,30.0,5.619364599,316.0,1914.0,5816.0,1026.0,1958.343353,1065.0,2448.0,4219.0,858.0,482.0,1044.0,4018.0,845.0,75.0,225771.8967,2554.0,27.0,1122.0,971.0,417.0,17.0,1046.176046,7565.0,824.0,1089.0,7467.0,7299.0,1187.0,10538,Education,Health Care,Public Administration,Manufacturing,Retail Trade,1162,1139,1041,981,953,3132,Manufacturing,Construction,Administration,Accommodation and Food Service,Retail Trade,689,654,424,356,256,Outside of Chicago,The Loop,Near West Side,Near North Side,Garfield Ridge,4478,2439,584,508,303,Outside of Chicago,Clearing,Garfield Ridge,Chicago Lawn,Brighton Park,2075,195,71,69,53,,,,16020.96993,,,,,,,,,,0.0,0.0,1.0,0.0,0.013322206,0.986677794,1.914385712,1633.26891,516.7345597,0.316380577,77.12042185,0.047218447,10.4435909,0.006394287,44.851516,0.027461195,19.45785105,0.01191344,131.3165291,0.080401046,783.7466008,0.479863785,0.0,0.0,34.88307157,0.021357825,14.71476932,0.009009398,2532.0,2065.0,1251.0,2806.0,5775.0,696.0,2879.0,1020.0,7.0,63.0,950.0,2465.0,409.0,751.0,1305.0,1818.0,698.0,427.0,693.0,3108.0,2495.0,514.0,99.0,19576.0,4806.0,22807.0,11978.0,4104.0,10829.0,10307.0,1351.0,0.0,0.0,40.0,24.0,31.0,225.0,0.0,17047,4688,137,152,307,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.943423471,0.309134906,0.771142285,0.141194171,0.0,0.139583181,1.0,1.0,0.25050992
17,18,35,Douglas,26470,18238,20291,9878,1.871228994,21450.0,1146.0,3500.0,6977.0,3058.0,3279.0,2000.0,922.0,568.0,32.59378349,2270.0,1152.0,13964.0,3121.0,943.0,18958.0,18293.0,9961.0,8589.0,1372.0,8332.0,8244.0,818.0,7426.0,3293.0,467.0,2539.0,777.0,350.0,243180.0,4266.0,4565.0,1161.0,148.0,14361.0,1593.0,2344.0,3342.0,896.0,3245.0,2941.0,4060.0,1865.0,1900.0,758.0,921.0,636.0,35796.1165,28546.88932,10140.0,1783.0,8357.0,1012.0,11152.0,646.0,712.0,292.0,476.0,344.0,321.0,8361.0,0.0,4.110272399,1202.0,3124.0,5133.0,1693.0,1962.642731,5390.0,3517.0,1489.0,567.0,189.0,342.0,782.0,445.0,214.0,244769.5035,8219.0,1989.0,1647.0,3103.0,1444.0,36.0,1059.664819,9051.0,1569.0,1089.0,8579.0,8292.0,1561.0,7102,Health Care,Education,Administration,Professional,Accommodation and Food Service,1208,828,724,696,617,6709,Education,Administration,Health Care,Retail Trade,Accommodation and Food Service,2349,938,808,750,627,The Loop,Outside of Chicago,Near North Side,Near West Side,Douglas,1975,1711,785,644,186,Outside of Chicago,Douglas,South Shore,Auburn Gresham,Near North Side,2564,186,183,137,127,,,,7165.906979,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,8.690265676,1052.858836,70.76787743,0.067214972,167.930677,0.159499708,3.381948599,0.003212158,50.29866033,0.047773413,190.2950571,0.180741283,1.215505484,0.001154481,334.0062996,0.317237495,0.0,0.0,109.3345115,0.103845366,125.6282985,0.119321123,5658.0,2761.0,1007.0,714.0,3610.0,989.0,6530.0,2885.0,187.0,440.0,2258.0,2227.0,304.0,452.0,1471.0,1882.0,314.0,1024.0,544.0,2292.0,1606.0,585.0,101.0,16713.0,4737.0,20304.0,4946.0,1827.0,15358.0,702.0,177.0,1179.0,50.0,140.0,136.0,480.0,1433.0,649.0,1745,295,22635,1390,405,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.493141146,0.672750488,1.0,0.125616786,0.072543927,1.0,1.0,0.558102863
18,19,17,Dunning,42164,41932,43147,15746,2.72837546,43587.0,2020.0,7780.0,7550.0,9269.0,9641.0,4078.0,2343.0,906.0,42.66814304,26028.0,14005.0,909.0,2207.0,438.0,43369.0,36186.0,24106.0,22999.0,1052.0,12080.0,22487.0,736.0,21751.0,16881.0,2057.0,1827.0,336.0,650.0,799060.0,956.0,6044.0,6143.0,2743.0,31739.0,3441.0,10094.0,7474.0,2412.0,5517.0,2801.0,2492.0,2696.0,2801.0,2483.0,3145.0,2269.0,74525.7732,33822.48294,15886.0,12265.0,3621.0,986.0,16872.0,10920.0,338.0,1639.0,971.0,1257.0,267.0,1417.0,63.0,5.870117188,1057.0,3335.0,8173.0,4307.0,1953.605424,1989.0,5740.0,6138.0,2138.0,867.0,946.0,7430.0,3718.0,166.0,267202.1028,3310.0,97.0,1246.0,1153.0,771.0,43.0,1101.5625,14042.0,1065.0,1844.0,12993.0,12443.0,2893.0,20094,Health Care,Retail Trade,Education,Manufacturing,Accommodation and Food Service,2468,2124,1907,1881,1596,5394,Health Care,Retail Trade,Education,Administration,Accommodation and Food Service,919,825,651,540,448,Outside of Chicago,The Loop,Near North Side,Near West Side,Dunning,10232,3353,857,746,529,Outside of Chicago,Dunning,Portage Park,Belmont Cragin,Norwood Park,2570,529,181,126,98,,,,14750.45236,,,,,,,,,,0.0,0.0,1.0,0.0,0.015763136,0.984236864,1.048829699,2378.213985,1011.937715,0.425503223,138.3096737,0.058156951,21.70350723,0.009125969,67.24701896,0.028276269,357.9373697,0.150506797,29.32479114,0.012330594,641.2899502,0.269651913,0.085958142,3.61e-05,73.33341168,0.030835498,37.04458872,0.015576642,4459.0,4510.0,2784.0,4133.0,10840.0,766.0,5046.0,1700.0,111.0,94.0,1495.0,3261.0,473.0,954.0,1834.0,2775.0,1086.0,702.0,987.0,7777.0,5167.0,2032.0,578.0,29980.0,13607.0,41567.0,20973.0,8364.0,20594.0,9191.0,7926.0,37.0,1220.0,459.0,38.0,101.0,1720.0,281.0,34394,5441,234,1315,780,,,,,,,,,,,,,,,,,,,,,,,,,0.982360533,0.997059784,0.338069882,0.830952381,0.0,0.0,0.095425467,1.0,1.0,0.220394005
19,20,27,East Garfield Park,20881,20567,19992,7828,2.501149719,18075.0,1393.0,3925.0,4316.0,3470.0,2991.0,1089.0,733.0,158.0,32.43991416,1074.0,863.0,15340.0,159.0,639.0,17191.0,13590.0,7447.0,6034.0,1413.0,6143.0,5955.0,146.0,5809.0,2931.0,685.0,1819.0,331.0,43.0,202405.0,3257.0,2566.0,768.0,264.0,11360.0,2362.0,3348.0,2771.0,742.0,1332.0,805.0,3564.0,1493.0,674.0,370.0,454.0,300.0,23066.57224,16138.4229,6855.0,1630.0,5225.0,1378.0,8233.0,671.0,354.0,2266.0,2562.0,860.0,349.0,1160.0,11.0,5.263896533,1134.0,1926.0,1292.0,3881.0,1944.835729,1875.0,2506.0,2936.0,748.0,168.0,381.0,1001.0,194.0,54.0,204101.5625,4974.0,1028.0,1742.0,1731.0,466.0,7.0,928.7153652,5574.0,1324.0,1281.0,4982.0,4545.0,1873.0,7447,Health Care,Administration,Retail Trade,Accommodation and Food Service,Education,1373,932,747,726,662,4771,Health Care,Accommodation and Food Service,Administration,Professional,Construction,894,837,609,513,512,Outside of Chicago,The Loop,Near West Side,Near North Side,West Town,2775,1224,555,526,234,Outside of Chicago,Austin,East Garfield Park,Lake View,North Lawndale,2174,167,125,91,85,,,,8465.804858,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,4.078614992,1236.988524,58.39660648,0.047208689,208.3553489,0.168437576,8.869576854,0.007170298,38.51302001,0.031134501,82.51384184,0.066705422,75.21114092,0.06080181,412.0178378,0.333081375,0.0,0.0,183.1719649,0.148078953,169.9391858,0.137381376,2854.0,1597.0,1081.0,1323.0,3827.0,1502.0,3028.0,2659.0,144.0,253.0,2262.0,1815.0,185.0,352.0,1278.0,654.0,199.0,302.0,153.0,1078.0,692.0,273.0,113.0,17703.0,372.0,16682.0,803.0,211.0,15879.0,499.0,36.0,17.0,18.0,8.0,90.0,34.0,39.0,62.0,235,207,20296,25,118,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.253433099,0.656676255,0.597806143,0.0,0.108910306,1.0,1.0,0.500587741
