,OBJECTID,GEOID,GEOG,2000_POP,2010_POP,2020_POP,2020_HH,2020_HH_SIZE,TOT_POP,UND5,A5_19,A20_34,A35_49,A50_64,A65_74,A75_84,OV85,MED_AGE,WHITE,HISP,BLACK,ASIAN,OTHER,POP_HH,POP_16OV,IN_LBFRC,EMP,UNEMP,NOT_IN_LBFRC,TOT_WRKR16OV,WORK_AT_HOME,TOT_COMM,DROVE_AL,CARPOOL,TRANSIT,WALK_BIKE,COMM_OTHER,AGG_TT,NO_VEH,ONE_VEH,TWO_VEH,THREEOM_VEH,POP_25OV,LT_HS,HS,SOME_COLL,ASSOC,BACH,GRAD_PROF,INC_LT_25K,INC_25_50K,INC_50_75K,INC_75_100K,INC_100_150K,INC_GT_150,MEDINC,INCPERCAP,TOT_HH,OWN_OCC_HU,RENT_OCC_HU,VAC_HU,HU_TOT,HU_SNG_DET,HU_SNG_ATT,HU_2UN,HU_3_4UN,HU_5_9UN,HU_10_19UN,HU_GT_19UN,HU_MOBILE,MED_ROOMS,HA_AFT2000,HA_70_00,HA_40_70,HA_BEF1940,MED_HA,BR_0_1,BR_2,BR_3,BR_4,BR_5,HV_LT_150K,HV_150_300K,HV_300_500K,HV_GT_500K,MED_HV,CASHRENT_HH,RENT_LT500,RENT_500_999,RENT_1000_1499,RENT_1500_2499,RENT_GT2500,MED_RENT,COMPUTER,ONLY_SMARTPHONE,NO_COMPUTER,INTERNET,BROADBAND,NO_INTERNET,TOT_EMP_RES,RES_NAICS1_TYPE,RES_NAICS2_TYPE,RES_NAICS3_TYPE,RES_NAICS4_TYPE,RES_NAICS5_TYPE,RES_NAICS1_COUNT,RES_NAICS2_COUNT,RES_NAICS3_COUNT,RES_NAICS4_COUNT,RES_NAICS5_COUNT,TOT_EMP_WORK,WORK_NAICS1_TYPE,WORK_NAICS2_TYPE,WORK_NAICS3_TYPE,WORK_NAICS4_TYPE,WORK_NAICS5_TYPE,WORK_NAICS1_COUNT,WORK_NAICS2_COUNT,WORK_NAICS3_COUNT,WORK_NAICS4_COUNT,WORK_NAICS5_COUNT,RES_CITY1_TYPE,RES_CITY2_TYPE,RES_CITY3_TYPE,RES_CITY4_TYPE,RES_CITY5_TYPE,RES_CITY1_COUNT,RES_CITY2_COUNT,RES_CITY3_COUNT,RES_CITY4_COUNT,RES_CITY5_COUNT,WORK_CITY1_TYPE,WORK_CITY2_TYPE,WORK_CITY3_TYPE,WORK_CITY4_TYPE,WORK_CITY5_TYPE,WORK_CITY1_COUNT,WORK_CITY2_COUNT,WORK_CITY3_COUNT,WORK_CITY4_COUNT,WORK_CITY5_COUNT,IDES_START_EMP,IDES_MID_EMP,IDES_CURR_EMP,AVG_VMT,RET_SALES,GEN_MERCH,RES_EAV,CMRCL_EAV,IND_EAV,RAIL_EAV,FARM_EAV,MIN_EAV,TOT_EAV,TRANSIT_LOW_PCT,TRANSIT_MOD_PCT,TRANSIT_HIGH_PCT,WALKABLE_LOW_PCT,WALKABLE_MOD_PCT,WALKABLE_HIGH_PCT,OPEN_SPACE_PER_1000,TOT_ACRES,SF,Sfperc,MF,Mfperc,MIX,MIXperc,COMM,COMMperc,INST,INSTperc,IND,INDperc,TRANS,TRANSperc,AG,Agperc,OPEN,OPENperc,VACANT,VACperc,CT_1PHH,CT_2PHH,CT_3PHH,CT_4MPHH,CT_FAM_HH,CT_SP_WCHILD,CT_NONFAM_HH,HCUND20K,HCUND20K_LT20PCT,HCUND20K_20_29PCT,HCUND20K_30MPCT,HC20Kto49K,HC20Kto49K_LT20PCT,HC20Kto49K_20_29PCT,HC20Kto49K_30MPCT,HC50Kto75K,HC50Kto75K_LT20PCT,HC50Kto75K_20_29PCT,HC50Kto75K_30MPCT,HCOV75K,HCOV75K_LT20PCT,HCOV75K_20_29PCT,HCOV75K_30MPCT,NATIVE,FOR_BORN,POP_OV5,NOT_ENGLISH,LING_ISO,ENGLISH,SPANISH,SLAVIC,CHINESE,TAGALOG,ARABIC,KOREAN,OTHER_ASIAN,OTHER_EURO,OTHER_UNSPEC,2000_WHITE,2000_HISP,2000_BLACK,2000_ASIAN,2000_OTHER,2000_UND19,2000_A20_34,2000_A35_49,2000_A50_64,2000_OV65,2000_MED_AGE,2000_TOT_HH,2000_OWN_OCC_HU,2000_RENT_OCC_HU,2000_VAC_HU,2000_HU_TOT,2000_LT_HS,2000_HS,2000_SOME_COLL,2000_ASSOC,2000_BACH,2000_GRAD_PROF,2000_POP_25OV,HT_Cost_Typical,HT_Cost_Mod,H_Cost_Typical,H_Cost_Mod,T_Cost_Typical,T_Cost_Mod,highly_walkable_pop_pct,highly_walkable_emp_pct,assoc_plus_pct,in_lbr_frc_pct,pct_pop_access_4_acres_per_1k,pct_pop_access_10_acres_per_1k,impervious_acres_per_hh,modhigh_ta_pop_pct,modhigh_ta_emp_pct,nonsov_pct
20,21,52,East Side,23653,23042,21724,7004,3.100371216,22923.79466,1826.107041,5375.619786,4777.5426,4257.878414,3847.272113,1851.056331,676.0824551,312.2359172,33.32199646,2950.965891,19452.44734,407.4014388,70.97998976,42.0,22958.89954,16994.49149,10193.06787,9362.452778,830.6150895,6801.423622,9301.704278,364.1492211,8937.555057,6541.187956,1079.577005,1088.777005,158.3952802,69.61780981,338947.6271,741.7692276,2548.540657,2593.83997,1087.241625,13903.83984,3845.693494,5010.322828,2224.844112,1114.6875,1261.316385,446.9755254,1256.333672,2098.961777,1186.184686,1078.448462,1030.575154,321.6766913,52003.37755,21933.7836,6972.180443,4930.803689,2041.643562,810.8228782,7783.276433,5063.624301,189.2206551,1607.759895,669.7142857,201.0,46.0,0.0,5.957295374,6.263340172,111.9430605,468.6333358,3830.274995,3372.425042,1942.689611,271.0,2141.926153,3890.977645,1243.486513,235.886121,3374.62949,1347.999662,96.0,111.9483395,127253.7681,1861.661993,173.0,1014.560732,444.4491082,229.6521525,0.0,850.4032798,6229.033241,1012.849139,743.1472017,6003.357964,5878.357964,968.8224785,7749,Manufacturing,Health Care,Accommodation and Food Service,Education,Retail Trade,999,964,795,738,722,1566,Administration,Transportation,Accommodation and Food Service,Construction,Retail Trade,332,328,189,124,103,Outside of Chicago,The Loop,Near North Side,Near West Side,East Side,3410,1296,398,324,292,Outside of Chicago,East Side,Hegewisch,South Deering,South Chicago,840,292,72,53,27,,,,17741.99071,,,,,,,,,,0.0,0.084515388,0.915484612,0.009936618,0.271682682,0.718380699,7.558864835,1908.480788,464.7907269,0.243539642,81.5054155,0.042706961,11.67332526,0.006116554,59.77291671,0.031319632,99.80606186,0.052296079,148.8741348,0.07800662,758.8444898,0.397617044,0.0,0.0,187.3059253,0.098143993,95.90779159,0.050253475,1342.343204,1803.1123,1319.002952,2507.721986,5247.043881,1070.910301,1725.136562,788.2389646,14.88929889,81.9245457,691.4251201,2446.768403,455.3073559,766.5623611,1224.898686,1126.90501,634.7445924,274.4545282,217.7058897,2386.688837,2156.008946,188.7010412,41.97884997,17240.70288,5674.846408,21089.68347,14994.69077,5162.500372,6094.992699,14456.89061,437.1153685,0.0,0.0,24.0,0.0,24.88235294,50.80244129,1.0,6951,16113,242,57,290,,,,,,,,,,,,,,,,,,,,,,,,,0.715264493,0.753791709,0.203058654,0.734630321,0.681720015,0.204348801,0.178516158,0.942074776,0.631806396,0.289290912
21,22,77,Edgewater,62198,56521,56296,30466,1.748342414,58693.0,2509.0,6097.0,18558.0,12646.0,10138.0,4797.0,2504.0,1444.0,37.07107611,31412.0,9323.0,7781.0,8059.0,2118.0,55239.0,52661.0,36648.0,34594.0,2021.0,16013.0,34166.0,3728.0,30438.0,11832.0,1751.0,13849.0,2374.0,632.0,1146190.0,11150.0,12974.0,3867.0,899.0,45509.0,4173.0,6228.0,6560.0,2387.0,14339.0,11822.0,6109.0,6512.0,4977.0,3020.0,3979.0,4293.0,58283.37875,42485.67865,28890.0,10244.0,18646.0,3040.0,31930.0,2275.0,318.0,1929.0,3038.0,4495.0,2280.0,17594.0,1.0,4.340659341,1114.0,6375.0,10259.0,14182.0,1946.193123,16767.0,9659.0,3908.0,1205.0,391.0,1697.0,4089.0,2247.0,2062.0,272829.2862,18240.0,1449.0,5638.0,6579.0,4238.0,336.0,1128.703469,27106.0,1633.0,1784.0,26193.0,24319.0,2697.0,26540,Professional,Health Care,Accommodation and Food Service,Education,Retail Trade,3553,3390,2811,2811,2152,7057,Accommodation and Food Service,Retail Trade,Health Care,Other Service,Education,1367,1363,881,573,501,Outside of Chicago,The Loop,Near North Side,Near West Side,Edgewater,8356,5852,3350,1720,937,Outside of Chicago,Edgewater,West Ridge,Rogers Park,Uptown,2461,937,361,339,287,,,,7090.571132,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.735746386,1111.664633,148.4201459,0.13351162,354.6789382,0.319052102,24.64272409,0.022167409,78.90738089,0.070981282,65.5106467,0.058930225,6.569742345,0.005909824,355.8149179,0.320073975,0.0,0.0,73.37778286,0.066007122,3.742354519,0.003366442,14204.0,9473.0,2753.0,2460.0,10504.0,1012.0,18386.0,4258.0,98.0,575.0,3585.0,7601.0,557.0,1859.0,5185.0,4888.0,1052.0,2200.0,1636.0,11260.0,7592.0,3042.0,626.0,42328.0,16365.0,56184.0,20239.0,8900.0,35945.0,7433.0,2931.0,1099.0,805.0,530.0,121.0,1658.0,4336.0,1326.0,29782,12176,10564,7172,2504,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.627304489,0.831986841,0.0,0.0,0.026945185,1.0,1.0,0.635192882
22,23,9,Edison Park,11328,11187,11525,4733,2.434819353,11002.0,969.0,1518.0,2076.0,2223.0,2519.0,853.0,572.0,272.0,41.2605042,9101.0,1086.0,46.0,282.0,487.0,10996.0,8742.0,6411.0,6295.0,116.0,2331.0,6135.0,391.0,5744.0,4795.0,96.0,745.0,101.0,7.0,187285.0,338.0,1521.0,1858.0,744.0,8069.0,351.0,1715.0,1611.0,395.0,2677.0,1320.0,475.0,448.0,404.0,612.0,887.0,1635.0,113960.728,61123.82167,4461.0,3636.0,825.0,325.0,4786.0,3254.0,151.0,126.0,280.0,624.0,136.0,215.0,0.0,6.424603175,108.0,467.0,3003.0,1208.0,1953.773041,376.0,1477.0,1648.0,1008.0,277.0,157.0,789.0,1818.0,863.0,393986.9989,815.0,0.0,196.0,316.0,278.0,25.0,1300.572519,3986.0,138.0,475.0,3807.0,3747.0,654.0,6163,Education,Public Administration,Health Care,Professional,Retail Trade,869,850,683,507,489,2375,Administration,Professional,Accommodation and Food Service,Health Care,Education,812,327,215,183,130,Outside of Chicago,The Loop,Near North Side,Near West Side,O'Hare,3078,1557,266,203,145,Outside of Chicago,Edison Park,Norwood Park,Austin,Dunning,1343,134,87,53,47,,,,16958.38739,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,2.053389658,726.2698244,378.9166554,0.521729862,40.1414143,0.055270662,6.084431711,0.008377646,23.77620021,0.03273742,10.74289276,0.014791875,8.989091265,0.012377068,236.621002,0.325803158,0.0,0.0,20.23249971,0.027858103,0.765636962,0.001054205,1404.0,1293.0,758.0,1006.0,2905.0,155.0,1556.0,409.0,0.0,13.0,396.0,490.0,81.0,71.0,338.0,404.0,109.0,170.0,125.0,3134.0,2248.0,738.0,148.0,10009.0,993.0,10033.0,1310.0,337.0,8723.0,461.0,457.0,0.0,0.0,27.0,0.0,4.0,346.0,15.0,10572,463,19,200,74,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.544305366,0.886916984,0.0,0.0,0.093364872,1.0,1.0,0.217277914
23,24,68,Englewood,40222,30654,24369,9597,2.520891945,22019.0,2241.0,4409.0,4220.0,3139.0,4605.0,1829.0,1000.0,576.0,35.76229508,255.0,866.0,20278.0,131.0,489.0,21828.0,16600.0,8433.0,6329.0,2104.0,8167.0,6033.0,378.0,5655.0,2878.0,382.0,2102.0,161.0,132.0,213965.0,4454.0,3288.0,1065.0,359.0,14033.0,3322.0,4964.0,3579.0,907.0,961.0,300.0,5042.0,2267.0,1016.0,374.0,352.0,115.0,22228.26087,15034.36201,9166.0,2195.0,6971.0,4474.0,13640.0,3381.0,317.0,4157.0,2130.0,943.0,325.0,2318.0,69.0,5.659138187,1304.0,2577.0,4086.0,5673.0,1948.11174,2578.0,4570.0,4472.0,1417.0,603.0,1467.0,586.0,98.0,44.0,102445.6522,6579.0,1448.0,2971.0,1680.0,461.0,19.0,873.4398782,7183.0,2202.0,1983.0,6360.0,5876.0,2806.0,7448,Health Care,Administration,Retail Trade,Accommodation and Food Service,Transportation,1454,959,803,782,684,1518,Health Care,Retail Trade,Other Service,Education,Accommodation and Food Service,883,195,127,108,91,Outside of Chicago,The Loop,Near North Side,Near West Side,Near South Side,3045,1183,552,361,97,Outside of Chicago,Englewood,Auburn Gresham,Greater Grand Crossing,South Shore,553,83,57,53,49,,,,7286.512421,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,2.349709608,1966.306763,232.1859667,0.11808227,300.9116828,0.153033946,12.81566924,0.006517635,38.35543102,0.019506331,170.7046609,0.086814867,13.49783213,0.006864561,711.6366783,0.36191539,0.0,0.0,43.92976038,0.022341255,442.2690817,0.224923745,4224.0,2228.0,1134.0,1580.0,4601.0,1788.0,4565.0,3424.0,147.0,370.0,2907.0,3022.0,448.0,869.0,1705.0,979.0,501.0,228.0,250.0,813.0,661.0,120.0,32.0,21304.0,715.0,19778.0,1173.0,573.0,18605.0,780.0,6.0,6.0,58.0,0.0,0.0,14.0,78.0,231.0,178,347,39352,27,318,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.154492981,0.629388164,0.081601816,0.0,0.130927578,1.0,1.0,0.501077408
24,25,12,Forest Glen,18165,18508,19596,7021,2.785215781,19928.0,1357.0,3854.0,2596.0,4603.0,3977.0,1959.0,1001.0,581.0,42.42987606,14719.0,2627.0,111.0,2038.0,433.0,19893.0,15335.0,10133.0,9637.0,496.0,5202.0,9485.0,928.0,8557.0,6006.0,1050.0,1267.0,190.0,44.0,299880.0,318.0,2311.0,3172.0,1281.0,14113.0,756.0,2128.0,2072.0,825.0,4553.0,3779.0,687.0,866.0,692.0,721.0,1092.0,3024.0,129516.6403,59038.73344,7082.0,6499.0,583.0,171.0,7253.0,6308.0,349.0,323.0,104.0,107.0,9.0,53.0,0.0,7.535924233,259.0,542.0,4498.0,1954.0,1950.630038,176.0,1693.0,3393.0,1589.0,402.0,149.0,651.0,3029.0,2613.0,463417.5692,534.0,0.0,102.0,209.0,110.0,113.0,1250.0,6697.0,188.0,385.0,6605.0,6327.0,477.0,8946,Education,Health Care,Professional,Public Administration,Retail Trade,1161,1132,952,815,703,4093,Health Care,Retail Trade,Professional,Construction,Education,1299,507,447,299,234,Outside of Chicago,The Loop,Near North Side,Near West Side,Forest Glen,3455,2348,604,490,241,Outside of Chicago,Forest Glen,Portage Park,West Ridge,Jefferson Park,2370,241,94,93,88,,,,16459.52238,,,,,,,,,,0.0,0.0,1.0,0.0,0.075104257,0.924895743,2.266355005,2046.163796,822.4597849,0.401952076,33.01520568,0.016135172,6.030397055,0.002947172,47.18336107,0.023059425,42.5330827,0.020786744,10.39096105,0.005078265,606.4512136,0.29638449,0.0,0.0,471.4327203,0.230398329,6.667069333,0.003258326,1577.0,2166.0,1108.0,2231.0,5425.0,213.0,1657.0,399.0,0.0,0.0,399.0,1043.0,121.0,166.0,756.0,686.0,111.0,252.0,323.0,4837.0,3358.0,1071.0,408.0,16209.0,3719.0,18571.0,5431.0,2010.0,13140.0,1709.0,922.0,148.0,208.0,51.0,142.0,785.0,1321.0,145.0,14793,1389,71,1586,326,,,,,,,,,,,,,,,,,,,,,,,,,0.902734051,0.979762068,0.648834408,0.839924839,0.0,0.0,0.122040211,1.0,1.0,0.362150764
25,26,37,Fuller Park,3420,2876,2567,1140,2.246491228,2232.313253,84.46987952,430.313253,338.5180723,295.373494,451.2168675,492.6626506,112.0361446,27.72289157,47.44558016,112.1807229,145.6024096,1933.13253,10.39759036,31.0,2210.097252,1864.078916,773.7915194,589.0895171,184.7020024,1090.287397,510.548881,22.56183746,487.9870436,257.7714959,58.98586572,160.6266196,10.00235571,0.600706714,17989.75854,700.7779238,292.6603154,131.9500657,32.217477,1537.481928,354.0481928,571.8433735,307.4457831,130.9036145,120.7108434,52.53012048,789.7167019,219.6997886,83.01268499,13.06976744,50.06976744,6.923890063,17216.78622,14738.4235,1162.4926,247.8801498,912.2883895,414.2684989,1574.337079,239.9101124,89.4082397,512.2247191,147.8202247,25.97378277,10.0,540.0,9.0,4.860537638,77.52059925,291.3857678,595.4569288,609.9737828,1955.366854,577.1910112,343.6666667,499.6629213,94.28089888,59.53558052,117.8012685,124.1226216,6.972515856,0.0,168463.7068,907.5961945,389.3298097,310.2452431,159.0211416,38.0,11.0,561.3246104,805.0570825,217.0169133,357.435518,771.0570825,681.0570825,391.435518,890,Health Care,Administration,Accommodation and Food Service,Transportation,Retail Trade,172,97,90,77,77,1091,Manufacturing,Wholesale Trade,Health Care,Accommodation and Food Service,Retail Trade,410,292,169,123,81,Outside of Chicago,The Loop,Near North Side,Near West Side,Hyde Park,297,163,79,61,20,Outside of Chicago,Gage Park,Roseland,South Shore,Auburn Gresham,494,27,27,25,22,,,,7902.463211,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,3.320594271,457.224631,27.51170646,0.060171094,27.12763078,0.059331079,1.302691371,0.002849128,17.54563731,0.038374217,20.66006809,0.045185816,35.78663692,0.078269267,262.815352,0.574805761,0.0,0.0,11.25368274,0.024613028,53.22122534,0.116400609,664.1966173,266.1479915,98.43551797,133.7124736,444.2959831,111.0824524,718.1966173,604.4802891,42.0,203.0,359.4802891,352.2851511,45.75558476,67.41261498,239.1169514,83.79434954,34.52562418,11.79040736,37.478318,69.10972405,46.021682,22.5131406,0.574901445,2123.267373,108.9305065,2144.050648,131.0859835,58.45111896,2012.964664,113.0212014,0.200235571,4.844522968,0.0,0.0,0.0,0.0,13.0,0.020023557,18,116,3225,6,55,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.19255084,0.622112689,0.394137263,0.0,0.320794524,1.0,1.0,0.493932487
26,27,63,Gage Park,39193,39894,39540,10353,3.816091954,35300.0,2903.0,8182.0,9522.0,6185.0,4914.0,2283.0,976.0,335.0,29.28865696,1260.0,32113.0,1649.0,250.0,28.0,35247.0,26457.0,16179.0,13550.0,2620.0,10278.0,13034.0,218.0,12816.0,7224.0,2195.0,2725.0,583.0,89.0,446915.0,1968.0,3239.0,2889.0,1679.0,20773.0,6774.0,8337.0,2852.0,1027.0,1562.0,221.0,2764.0,2921.0,1658.0,852.0,1064.0,516.0,42271.4808,16154.70878,9775.0,5249.0,4526.0,962.0,10737.0,5063.0,148.0,2846.0,1730.0,233.0,109.0,447.0,161.0,5.605967742,157.0,907.0,4715.0,4958.0,1942.599747,1429.0,3571.0,3689.0,1182.0,866.0,2025.0,3036.0,116.0,72.0,164809.7826,4497.0,681.0,2460.0,1016.0,340.0,0.0,842.7777778,8159.0,1136.0,1616.0,7906.0,7467.0,1869.0,12116,Manufacturing,Accommodation and Food Service,Administration,Retail Trade,Health Care,1811,1447,1367,1329,1280,4099,Administration,Wholesale Trade,Accommodation and Food Service,Retail Trade,Other Service,1121,899,445,418,286,Outside of Chicago,The Loop,Near West Side,Near North Side,Gage Park,5347,1281,691,671,335,Outside of Chicago,Gage Park,Chicago Lawn,South Lawndale,New City,1698,335,172,108,102,,,,15177.46776,,,,,,,,,,0.0,0.0,1.0,0.0,0.023014156,0.976985844,0.858678154,1406.907611,407.2239339,0.289446109,155.9781343,0.11086594,18.35725164,0.013047944,61.97655539,0.044051617,97.3611121,0.069202207,134.1640228,0.095360933,482.1345796,0.342691003,0.0,0.0,25.59946527,0.018195555,24.11255571,0.017138692,2094.0,1773.0,1590.0,4318.0,7333.0,1274.0,2442.0,1572.0,167.0,121.0,1284.0,3951.0,699.0,934.0,2318.0,1658.0,603.0,510.0,545.0,2432.0,2019.0,307.0,106.0,22715.0,12585.0,32397.0,27012.0,11393.0,5385.0,26724.0,73.0,73.0,61.0,0.0,0.0,0.0,80.0,1.0,4811,31079,2743,161,399,,,,,,,,,,,,,,,,,,,,,,,,,0.999693228,0.807699638,0.135271747,0.732602687,0.0,0.0,0.100399809,1.0,1.0,0.438928955
27,28,56,Garfield Ridge,36101,34513,35439,12236,2.872589081,36049.0,2076.0,7057.0,6285.0,7573.0,7694.0,3206.0,1463.0,695.0,39.74945335,14728.0,19029.0,1671.0,358.0,263.0,35774.0,28412.0,18620.0,17187.0,1433.0,9792.0,16825.0,752.0,16073.0,12219.0,1661.0,1749.0,351.0,93.0,552810.0,1008.0,4106.0,5058.0,2168.0,25251.0,4371.0,8286.0,4875.0,2100.0,3694.0,1925.0,1783.0,1960.0,2075.0,1758.0,2476.0,2288.0,80005.68828,32787.64454,12340.0,10475.0,1865.0,524.0,12864.0,11007.0,168.0,598.0,476.0,168.0,238.0,176.0,33.0,6.146417445,363.0,1938.0,8920.0,1643.0,1956.510824,542.0,2695.0,6683.0,2193.0,751.0,935.0,7758.0,1616.0,133.0,230970.7759,1503.0,60.0,607.0,630.0,179.0,27.0,1060.878963,10939.0,1074.0,1401.0,10303.0,10045.0,2037.0,15518,Education,Health Care,Public Administration,Manufacturing,Retail Trade,1835,1632,1613,1464,1397,14722,Transportation,Administration,Accommodation and Food Service,Retail Trade,Manufacturing,6083,2264,2087,1284,636,Outside of Chicago,The Loop,Near West Side,Near North Side,Garfield Ridge,6714,3589,826,752,645,Outside of Chicago,Garfield Ridge,Clearing,Chicago Lawn,West Lawn,8237,645,303,243,224,,,,16655.8203,,,,,,,,,,0.0,0.007037704,0.992962296,0.03487013,0.000108225,0.965021645,1.765647927,2706.39985,1031.836416,0.381257934,96.18367575,0.035539344,15.51559989,0.00573293,99.58309443,0.036795411,55.41493653,0.020475517,114.2368669,0.0422099,1208.573329,0.446561261,0.0,0.0,44.18728697,0.016326962,40.86864419,0.015100741,2968.0,3775.0,1843.0,3754.0,8902.0,717.0,3438.0,1142.0,7.0,72.0,1063.0,2419.0,730.0,520.0,1169.0,1955.0,871.0,426.0,658.0,6427.0,4668.0,1455.0,304.0,28003.0,8046.0,33973.0,16422.0,6230.0,17551.0,12675.0,2930.0,228.0,22.0,103.0,0.0,0.0,464.0,0.0,24878,5948,4419,328,528,,,,,,,,,,,,,,,,,,,,,,,,,0.999233629,0.855137205,0.305690864,0.803220119,0.124895301,0.0,0.157238795,0.996318674,0.977557075,0.268231798
28,29,38,Grand Boulevard,28006,21929,24589,11278,2.160666785,23669.0,1591.0,4042.0,5446.0,4431.0,4745.0,1887.0,998.0,529.0,37.49339934,976.0,771.0,21200.0,172.0,550.0,23384.0,19169.0,12088.0,10405.0,1645.0,7081.0,9964.0,1023.0,8941.0,4771.0,646.0,2924.0,382.0,218.0,314810.0,3924.0,4995.0,1702.0,584.0,16608.0,2012.0,3431.0,3546.0,1655.0,3648.0,2316.0,4201.0,2259.0,1364.0,1414.0,1149.0,818.0,39110.73826,29807.9199,11205.0,3068.0,8137.0,1375.0,12580.0,1223.0,781.0,852.0,2814.0,3072.0,872.0,2966.0,0.0,4.910731244,3544.0,2881.0,2228.0,3927.0,1971.175958,3389.0,3584.0,4011.0,1272.0,324.0,525.0,1373.0,757.0,413.0,238617.0213,7993.0,2250.0,2030.0,2390.0,1240.0,83.0,943.4131737,9511.0,1805.0,1694.0,9027.0,8578.0,2178.0,8549,Health Care,Education,Administration,Accommodation and Food Service,Retail Trade,1684,1038,886,761,677,2788,Health Care,Management,Retail Trade,Accommodation and Food Service,Education,1003,489,346,252,150,The Loop,Outside of Chicago,Near North Side,Near West Side,Hyde Park,2235,2076,859,695,275,Outside of Chicago,Grand Boulevard,South Shore,Auburn Gresham,Chatham,810,158,96,90,83,,,,9082.341974,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,4.097221126,1113.23469,64.55137846,0.057985418,254.9599022,0.229026192,10.17611906,0.009141037,40.43566031,0.036322674,108.5304141,0.097491046,8.173339236,0.007341973,378.1762474,0.339709363,1.821292449,0.001636036,36.21988472,0.032535713,210.190452,0.188810548,5522.0,2847.0,1533.0,1303.0,5024.0,1634.0,6181.0,3256.0,131.0,622.0,2503.0,2894.0,542.0,350.0,2002.0,1350.0,287.0,569.0,494.0,3366.0,2033.0,1086.0,247.0,22952.0,717.0,22078.0,1541.0,391.0,20537.0,946.0,77.0,33.0,21.0,37.0,0.0,0.0,231.0,196.0,173,236,27370,21,206,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.458754817,0.771235125,0.570168036,0.0,0.06947003,1.0,1.0,0.499297471
29,30,69,Greater Grand Crossing,38619,32602,31471,12756,2.427328316,29429.0,1848.0,5971.0,6540.0,4452.0,6017.0,2508.0,1248.0,845.0,36.12857143,257.0,590.0,28131.0,29.0,422.0,28886.0,23195.0,13296.0,10670.0,2626.0,9899.0,10292.0,631.0,9661.0,5142.0,692.0,3561.0,83.0,183.0,377075.0,4841.0,5465.0,1278.0,676.0,19846.0,2688.0,5775.0,6069.0,1498.0,2363.0,1453.0,5445.0,2995.0,1568.0,1012.0,771.0,469.0,30109.64912,19735.39876,12260.0,4067.0,8193.0,3275.0,15535.0,4443.0,392.0,3972.0,2217.0,2643.0,621.0,1224.0,23.0,5.635458167,557.0,1904.0,4724.0,8350.0,1936.511976,2790.0,5978.0,4455.0,1644.0,668.0,1728.0,1993.0,218.0,103.0,159779.7063,7804.0,1180.0,3747.0,2214.0,663.0,0.0,908.9698046,10529.0,2934.0,1731.0,9096.0,8565.0,3164.0,9512,Health Care,Administration,Accommodation and Food Service,Education,Retail Trade,2021,1170,943,838,812,3050,Health Care,Education,Retail Trade,Wholesale Trade,Other Service,743,505,317,303,266,Outside of Chicago,The Loop,Near North Side,Near West Side,Hyde Park,3061,1885,826,578,213,Outside of Chicago,Greater Grand Crossing,South Shore,Auburn Gresham,Chatham,1060,150,124,122,121,,,,10047.689,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.337122793,2269.356472,373.2792514,0.16448683,326.0998039,0.143697038,21.07195608,0.009285432,81.49815981,0.035912454,255.8650654,0.112747851,41.4726462,0.018275069,991.9700805,0.437115144,0.0,0.0,35.50339468,0.015644697,142.5961142,0.062835485,4824.0,3760.0,2027.0,1649.0,6773.0,2900.0,5487.0,3477.0,65.0,261.0,3151.0,3942.0,516.0,875.0,2551.0,1546.0,592.0,565.0,389.0,2239.0,1943.0,286.0,10.0,29046.0,383.0,27581.0,781.0,343.0,26800.0,360.0,19.0,0.0,0.0,36.0,1.0,0.0,202.0,163.0,146,276,37779,26,392,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.267761766,0.721147628,0.0,0.0,0.12130167,1.0,1.0,0.482607851
