Docket Number,Violation Date,Violation Address,City,State,Issuing Department Code,Imposed Fine Detailed
21CP002398,2021-02-12,1850 W MARQUETTE ST,Chicago,IL,POLICE,$0.00
21CP002398,2021-02-12,1850 W MARQUETTE ST,Chicago,IL,POLICE,$50.00
21DS20685M,2021-02-12,4443 S ASHLAND AVE,Chicago,IL,STRTSAN,$150.00
21DS20686M,2021-02-12,4420 S ASHLAND AVE,Chicago,IL,STRTSAN,$500.00
21DS20686M,2021-02-12,4420 S ASHLAND AVE,Chicago,IL,STRTSAN,$600.00
21DS20687M,2021-02-12,1808 W 47TH ST,Chicago,IL,STRTSAN,$0.00
21DS20688M,2021-02-12,4601 S ASHLAND AVE,Chicago,IL,STRTSAN,$150.00
21DS20689M,2021-02-12,4412 S ASHLAND AVE,Chicago,IL,STRTSAN,$150.00
21DS20689M,2021-02-12,4412 S ASHLAND AVE,Chicago,IL,STRTSAN,$300.00
21DS20690M,2021-02-12,4412 S ASHLAND AVE,Chicago,IL,STRTSAN,$500.00
21DS20690M,2021-02-12,4412 S ASHLAND AVE,Chicago,IL,STRTSAN,$600.00
21DS20691M,2021-02-12,4412 S ASHLAND AVE,Chicago,IL,STRTSAN,$500.00
21DS20691M,2021-02-12,4412 S ASHLAND AVE,Chicago,IL,STRTSAN,$600.00
21DS20692M,2021-02-12,4416 S ASHLAND AVE,Chicago,IL,STRTSAN,$500.00
21DS20692M,2021-02-12,4416 S ASHLAND AVE,Chicago,IL,STRTSAN,$600.00
21DS20693M,2021-02-12,4426 S ASHLAND AVE,Chicago,IL,STRTSAN,$500.00
21DS20694M,2021-02-12,1614 W 47TH ST,Chicago,IL,STRTSAN,$150.00
21DS20741M,2021-02-13,932 W 59TH ST,Chicago,IL,STRTSAN,$0.00
21DS20741M,2021-02-13,932 W 59TH ST,Chicago,IL,STRTSAN,$100.00
21DS20741M,2021-02-13,932 W 59TH ST,Chicago,IL,STRTSAN,$500.00
21DS20750M,2021-02-14,100 N KEDZIE AVE,Chicago,IL,STRTSAN,$0.00
21DS20719M,2021-02-16,100 N KEDZIE AVE,Chicago,IL,STRTSAN,$0.00
21DT000691,2021-02-16,3258 N KEDZIE ,Chicago,IL,TRANPORT,$150.00
21DT000691,2021-02-16,3258 N KEDZIE ,Chicago,IL,TRANPORT,$500.00
21DT000692,2021-02-16,3248 N KEDZIE ,Chicago,IL,TRANPORT,$150.00
21DT000692,2021-02-16,3248 N KEDZIE ,Chicago,IL,TRANPORT,$500.00
21DT000708,2021-02-16,3200 W DIVERSEY ,Chicago,IL,TRANPORT,$500.00
21DT000709,2021-02-16,3201 W ADDISON ,Chicago,IL,TRANPORT,$150.00
21DT000711,2021-02-16,3323 W ADDISON ST,Chicago,IL,TRANPORT,$0.00
21DT000711,2021-02-16,3323 W ADDISON ST,Chicago,IL,TRANPORT,$150.00
21DT001041,2021-02-16,5200 S LAKE PARK ,Chicago,IL,TRANPORT,$500.00
21DS20792M,2021-02-17,5216 N LINCOLN AVE,Chicago,IL,STRTSAN,$500.00
21DS20793M,2021-02-17,2300 W 63RD ST,Chicago,IL,STRTSAN,$500.00
21DT000582,2021-02-17,4231 S LANGLEY ,Chicago,IL,TRANPORT,$150.00
21DT000596,2021-02-17,4500 S LAKE PARK ,Chicago,IL,TRANPORT,$0.00
21DT000597,2021-02-17,1217 E 46TH ST,Chicago,IL,TRANPORT,$110.00
21DT000598,2021-02-17,4523 S WOODLAWN ,Chicago,IL,TRANPORT,$110.00
21DT000599,2021-02-17,1135 N DAMEN ,Chicago,IL,TRANPORT,$50.00
21DT000623,2021-02-17,2238 N WAYNE ,Chicago,IL,TRANPORT,$500.00
21DT000624,2021-02-17,1012 N WOLCOTT ,Chicago,IL,TRANPORT,$0.00
21DT000627,2021-02-17,602 E OAKWOOD ,Chicago,IL,TRANPORT,$0.00
21DT000627,2021-02-17,602 E OAKWOOD ,Chicago,IL,TRANPORT,$500.00
21DT000782,2021-02-17,10548 S TORRENCE ,Chicago,IL,TRANPORT,$50.00
21DT000783,2021-02-17,7356 S HALSTED ST,Chicago,IL,TRANPORT,$110.00
21DT000877,2021-02-17,100  UNKNOWN ,Chicago,IL,TRANPORT,$150.00
21DT000878,2021-02-17,1740 N MILWUAKEE ,Chicago,IL,TRANPORT,$0.00
21DT000879,2021-02-17,1730 N MILWAUKEE ,Chicago,IL,TRANPORT,$500.00
21DT000880,2021-02-17,2065 N MILWAUKEE ,Chicago,IL,TRANPORT,$500.00
21DT000883,2021-02-17,3052 N LINCOLN ,Chicago,IL,TRANPORT,$110.00
21DT000883,2021-02-17,3052 N LINCOLN ,Chicago,IL,TRANPORT,$150.00
21DT000883,2021-02-17,3052 N LINCOLN ,Chicago,IL,TRANPORT,$500.00
21DT000891,2021-02-17,3954 W DIVISION ST,Chicago,IL,TRANPORT,$500.00
21DT000892,2021-02-17,2200 W GRAND ,Chicago,IL,TRANPORT,$0.00
21DT000892,2021-02-17,2200 W GRAND ,Chicago,IL,TRANPORT,$110.00
21DT000893,2021-02-17,1945 W GRAND ,Chicago,IL,TRANPORT,$0.00
21DT000893,2021-02-17,1945 W GRAND ,Chicago,IL,TRANPORT,$500.00
21DT000894,2021-02-17,5201 W DIVISION ST,Chicago,IL,TRANPORT,$500.00
21DT000896,2021-02-17,5035 W DIVISION ST,Chicago,IL,TRANPORT,$500.00
21DT000897,2021-02-17,1001 N CICERO ,Chicago,IL,TRANPORT,$500.00
21DT000909,2021-02-17,301 N CENTRAL ,Chicago,IL,TRANPORT,$150.00
21DT001046,2021-02-17,1214 E 46TH ST,Chicago,IL,TRANPORT,$0.00
21DT001046,2021-02-17,1214 E 46TH ST,Chicago,IL,TRANPORT,$150.00
21DT001229,2021-02-17,4002 W CHICAGO ,Chicago,IL,TRANPORT,$500.00
21DT001232,2021-02-17,901 N PULASKI RD,Chicago,IL,TRANPORT,$500.00
21DT001233,2021-02-17,5211 W NORTH ,Chicago,IL,TRANPORT,$500.00
21DT001260,2021-02-17,105 N PULASKI RD,Chicago,IL,TRANPORT,$500.00
21DT001323,2021-02-17,2500 S DRAKE ,Chicago,IL,TRANPORT,$50.00
21DT001324,2021-02-17,3803 W ROOSEVELT RD,Chicago,IL,TRANPORT,$150.00
21DT001324,2021-02-17,3803 W ROOSEVELT RD,Chicago,IL,TRANPORT,$500.00
21DT001326,2021-02-17,1308 S SAWYER ,Chicago,IL,TRANPORT,$150.00
21DT001326,2021-02-17,1308 S SAWYER ,Chicago,IL,TRANPORT,$500.00
21DT001475,2021-02-17,1325 S INDEPENDENCE ,Chicago,IL,TRANPORT,$500.00
21DT001477,2021-02-17,3901 S KEDZIE ,Chicago,IL,TRANPORT,$150.00
21DT001478,2021-02-17,3100 W CERMAK RD,Chicago,IL,TRANPORT,$110.00
21DT001479,2021-02-17,3541 S ARCHER ,Chicago,IL,TRANPORT,$500.00
22DT000899,2021-02-17,5525 W DIVISION ,Chicago,IL,TRANPORT,$500.00
21DT000687,2021-02-18,1151 N LARAMIE ,Chicago,IL,TRANPORT,$150.00
21DT000688,2021-02-18,1001 N CICERO ,Chicago,IL,TRANPORT,$260.00
21DT000690,2021-02-18,1150 N CICERO ,Chicago,IL,TRANPORT,$150.00
21DT000710,2021-02-18,5031 W DIVISION ,Chicago,IL,TRANPORT,$110.00
21DT000876,2021-02-18,3201 W ADDISON ,Chicago,IL,TRANPORT,$500.00
21DT000881,2021-02-18,3149 W ADDISON ,Chicago,IL,TRANPORT,$150.00
21DT000881,2021-02-18,3149 W ADDISON ,Chicago,IL,TRANPORT,$500.00
21DT000895,2021-02-18,1395 N MILWAUKEE ,Chicago,IL,TRANPORT,$110.00
21DT001025,2021-02-18,506 N STATE ST,Chicago,IL,TRANPORT,$500.00
21DT001027,2021-02-18,100 W GRAND ,Chicago,IL,TRANPORT,$500.00
21DT001028,2021-02-18,226 W ONTARIO ST,Chicago,IL,TRANPORT,$110.00
21DT001029,2021-02-18,656 E BOWEN ,Chicago,IL,TRANPORT,$0.00
21DT001029,2021-02-18,656 E BOWEN ,Chicago,IL,TRANPORT,$500.00
21DT001056,2021-02-18,410 S WABASH ,Chicago,IL,TRANPORT,$0.00
21DT001056,2021-02-18,410 S WABASH ,Chicago,IL,TRANPORT,$150.00
21DT001057,2021-02-18,618 E BOWEN ,Chicago,IL,TRANPORT,$0.00
21DT001057,2021-02-18,618 E BOWEN ,Chicago,IL,TRANPORT,$150.00
21DT001082,2021-02-18,5100 S WABASH ,Chicago,IL,TRANPORT,$0.00
21DT001082,2021-02-18,5100 S WABASH ,Chicago,IL,TRANPORT,$150.00
21DT001084,2021-02-18,3 E 51ST ST,Chicago,IL,TRANPORT,$500.00
21DT001085,2021-02-18,3908 S KING JR DR,Chicago,IL,TRANPORT,$150.00
21DT001098,2021-02-18,12 E CERMAK RD,Chicago,IL,TRANPORT,$0.00
21DT001099,2021-02-18,609 E PERSHING RD,Chicago,IL,TRANPORT,$500.00
21DT001100,2021-02-18,543 E PERSHING RD,Chicago,IL,TRANPORT,$500.00
21DT001327,2021-02-18,2801 S PULASKI RD,Chicago,IL,TRANPORT,$100.00
21DT001327,2021-02-18,2801 S PULASKI RD,Chicago,IL,TRANPORT,$500.00
21DT001363,2021-02-18,3731 W ROOSEVELT RD,Chicago,IL,TRANPORT,$500.00
21DT001364,2021-02-18,4710 S ARCHER ,Chicago,IL,TRANPORT,$0.00
21DT001364,2021-02-18,4710 S ARCHER ,Chicago,IL,TRANPORT,$110.00
21DT002771,2021-02-18,5414 S NEWLAND ,Chicago,IL,TRANPORT,$150.00
21DT002771,2021-02-18,5414 S NEWLAND ,Chicago,IL,TRANPORT,$500.00
21DT002772,2021-02-18,6940 W ARCHER ,Chicago,IL,TRANPORT,$150.00
21DT002772,2021-02-18,6940 W ARCHER ,Chicago,IL,TRANPORT,$500.00
21DT002773,2021-02-18,5944 W ARCHER ,Chicago,IL,TRANPORT,$150.00
21DT002977,2021-02-18,5308 S CENTRAL ,Chicago,IL,TRANPORT,$0.00
21DT002977,2021-02-18,5308 S CENTRAL ,Chicago,IL,TRANPORT,$500.00
21DT002978,2021-02-18,5308 S CENTRAL ,Chicago,IL,TRANPORT,$0.00
21DT002978,2021-02-18,5308 S CENTRAL ,Chicago,IL,TRANPORT,$500.00
21DT002979,2021-02-18,5892 S ARCHER ,Chicago,IL,TRANPORT,$0.00
21DT002979,2021-02-18,5892 S ARCHER ,Chicago,IL,TRANPORT,$500.00
21DT002980,2021-02-18,6950 W ARCHER ,Chicago,IL,TRANPORT,$50.00
21DT002981,2021-02-18,5449 S SAYRE ,Chicago,IL,TRANPORT,$0.00
21DT002982,2021-02-18,6950 W ARCHER ,Chicago,IL,TRANPORT,$0.00
21DT002983,2021-02-18,5438 S MULLIGAN ,Chicago,IL,TRANPORT,$0.00
21DT002983,2021-02-18,5438 S MULLIGAN ,Chicago,IL,TRANPORT,$150.00
21DT002984,2021-02-18,5438 S MULLIGAN ,Chicago,IL,TRANPORT,$150.00
21DT002985,2021-02-18,6366 W ARCHER ,Chicago,IL,TRANPORT,$0.00
21DT002985,2021-02-18,6366 W ARCHER ,Chicago,IL,TRANPORT,$150.00
21DT003372,2021-02-18,225 N WESTERN ,Chicago,IL,TRANPORT,$500.00
21DS20784M,2021-02-19,1617 W DEVON AVE,Chicago,IL,STRTSAN,$150.00
21DS20799M,2021-02-19,5500 S ARCHER AVE,Chicago,IL,STRTSAN,$150.00
21DS20801M,2021-02-19,5501 N ASHLAND AVE,Chicago,IL,STRTSAN,$500.00
21DT000747,2021-02-19,935 W MARQUETTE RD,Chicago,IL,TRANPORT,$500.00
21DT000848,2021-02-19,4458 W FULLERTON ,Chicago,IL,TRANPORT,$50.00
21DT000851,2021-02-19,3201 W DIVERSEY ,Chicago,IL,TRANPORT,$0.00
21DT000851,2021-02-19,3201 W DIVERSEY ,Chicago,IL,TRANPORT,$50.00
21DT000852,2021-02-19,6561 W GRAND ,Chicago,IL,TRANPORT,$150.00
21DT000853,2021-02-19,6831 W GRAND ,Chicago,IL,TRANPORT,$150.00
21DT000855,2021-02-19,1946 N TRIPP ,Chicago,IL,TRANPORT,$150.00
21DT000856,2021-02-19,6560 W FULLERTON ,Chicago,IL,TRANPORT,$150.00
21DT000856,2021-02-19,6560 W FULLERTON ,Chicago,IL,TRANPORT,$500.00
21DT000884,2021-02-19,417 W DIVERSEY ,Chicago,IL,TRANPORT,$50.00
21DT000885,2021-02-19,3859 W LAWRENCE ,Chicago,IL,TRANPORT,$0.00
21DT000885,2021-02-19,3859 W LAWRENCE ,Chicago,IL,TRANPORT,$110.00
21DT000887,2021-02-19,2356 N PULASKI ,Chicago,IL,TRANPORT,$110.00
21DT000887,2021-02-19,2356 N PULASKI ,Chicago,IL,TRANPORT,$150.00
21DT000998,2021-02-19,1042 N WESTERN ,Chicago,IL,TRANPORT,$0.00
21DT000998,2021-02-19,1042 N WESTERN ,Chicago,IL,TRANPORT,$110.00
21DT001042,2021-02-19,5200 S LAKE PARK ,Chicago,IL,TRANPORT,$100.00
21DT001042,2021-02-19,5200 S LAKE PARK ,Chicago,IL,TRANPORT,$500.00
21DT001047,2021-02-19,706 S FINANCIAL PL,Chicago,IL,TRANPORT,$500.00
21DT001049,2021-02-19,636 S FINANCIAL PL,Chicago,IL,TRANPORT,$500.00
21DT001058,2021-02-19,551 E 46TH ST,Chicago,IL,TRANPORT,$150.00
21DT001083,2021-02-19,1000 W CERMAK RD,Chicago,IL,TRANPORT,$150.00
21DT001087,2021-02-19,911 W 37TH PL,Chicago,IL,TRANPORT,$150.00
21DT001094,2021-02-19,3619 S NORMAL ,Chicago,IL,TRANPORT,$0.00
21DT001094,2021-02-19,3619 S NORMAL ,Chicago,IL,TRANPORT,$500.00
21DT001095,2021-02-19,3658 S UNION ,Chicago,IL,TRANPORT,$0.00
21DT001097,2021-02-19,937 W 31ST PL,Chicago,IL,TRANPORT,$0.00
21DT001097,2021-02-19,937 W 31ST PL,Chicago,IL,TRANPORT,$500.00
21DT001170,2021-02-19,3400 S RACINE ,Chicago,IL,TRANPORT,$0.00
21DT001170,2021-02-19,3400 S RACINE ,Chicago,IL,TRANPORT,$110.00
21DT001185,2021-02-19,843 W 33RD ST,Chicago,IL,TRANPORT,$150.00
21DT001325,2021-02-19,1600 S KEDZIE ,Chicago,IL,TRANPORT,$100.00
21DT001325,2021-02-19,1600 S KEDZIE ,Chicago,IL,TRANPORT,$500.00
21DT001328,2021-02-19,1200 S KEDZIE ,Chicago,IL,TRANPORT,$150.00
21DT001476,2021-02-19,3238 W 31ST ST,Chicago,IL,TRANPORT,$150.00
21DT001490,2021-02-19,3269 S ARCHER ,Chicago,IL,TRANPORT,$110.00
21DT001491,2021-02-19,3000 W WASHINGTON ,Chicago,IL,TRANPORT,$150.00
21DT001515,2021-02-19,2959 W WASHINGTON ,Chicago,IL,TRANPORT,$110.00
21DT001858,2021-02-19,1325 N CENTRAL ,Chicago,IL,TRANPORT,$150.00
21DT001859,2021-02-19,1300 N KOSTNER ,Chicago,IL,TRANPORT,$150.00
21DT001953,2021-02-19,416 S KOSTNER ,Chicago,IL,TRANPORT,$500.00
21DT002543,2021-02-19,1626 S ALLPORT ,Chicago,IL,TRANPORT,$150.00
21DT002544,2021-02-19,310 W 74TH PL,Chicago,IL,TRANPORT,$50.00
21DT002544,2021-02-19,310 W 74TH PL,Chicago,IL,TRANPORT,$500.00
21DT002672,2021-02-19,4002 W CHICAGO ,Chicago,IL,TRANPORT,$50.00
21DT002672,2021-02-19,4002 W CHICAGO ,Chicago,IL,TRANPORT,$500.00
21DT002968,2021-02-19,6609 W ARCHER ,Chicago,IL,TRANPORT,$150.00
21DT003050,2021-02-19,5458 S RUTHERFORD ,Chicago,IL,TRANPORT,$150.00
21DT003051,2021-02-19,6738 W ARCHER ,Chicago,IL,TRANPORT,$150.00
22DT000900,2021-02-19,1505 N LARAMIE ,Chicago,IL,TRANPORT,$0.00
22DT000900,2021-02-19,1505 N LARAMIE ,Chicago,IL,TRANPORT,$500.00
22DT001067,2021-02-19,901 N PULASKI ,Chicago,IL,TRANPORT,$500.00
21DS20811M,2021-02-20,6701 S RACINE AVE,Chicago,IL,STRTSAN,$150.00
21DS20811M,2021-02-20,6701 S RACINE AVE,Chicago,IL,STRTSAN,$250.00
21DT00012A,2021-02-20,5840 W 63RD ST,Chicago,IL,TRANPORT,$100.00
21DT00012A,2021-02-20,5840 W 63RD ST,Chicago,IL,TRANPORT,$500.00
21DT00018A,2021-02-20,2801 W 71ST ST,Chicago,IL,TRANPORT,$150.00
21DT00020A,2021-02-20,8721 S COTTAGE GROVE AVE,Chicago,IL,TRANPORT,$150.00
21DT00020A,2021-02-20,8721 S COTTAGE GROVE AVE,Chicago,IL,TRANPORT,$500.00
21DT00021A,2021-02-20,7101 S ASHLAND AVE,Chicago,IL,TRANPORT,$0.00
21DT00021A,2021-02-20,7101 S ASHLAND AVE,Chicago,IL,TRANPORT,$110.00
21DT00022A,2021-02-20,8700 S ASHLAND AVE,Chicago,IL,TRANPORT,$500.00
21DT00023A,2021-02-20,7059 S ASHLAND AVE,Chicago,IL,TRANPORT,$110.00
21DT00023A,2021-02-20,7059 S ASHLAND AVE,Chicago,IL,TRANPORT,$150.00
21DT00024A,2021-02-20,6900 S ASHLAND AVE,Chicago,IL,TRANPORT,$110.00
21DT00024A,2021-02-20,6900 S ASHLAND AVE,Chicago,IL,TRANPORT,$150.00
21DT00025A,2021-02-20,659 S HALSTED ST,Chicago,IL,TRANPORT,$150.00
21DT00025A,2021-02-20,659 S HALSTED ST,Chicago,IL,TRANPORT,$500.00
21DT00026A,2021-02-20,801 W GARFIELD BLVD,Chicago,IL,TRANPORT,$150.00
21DT00027A,2021-02-20,5101 S HALSTED ST,Chicago,IL,TRANPORT,$150.00
21DT00028A,2021-02-20,401 E 87TH ST,Chicago,IL,TRANPORT,$0.00
21DT00028A,2021-02-20,401 E 87TH ST,Chicago,IL,TRANPORT,$150.00
21DT00029A,2021-02-20,810 W 59TH ST,Chicago,IL,TRANPORT,$150.00
21DT00030A,2021-02-20,5101 S ASHLAND AVE,Chicago,IL,TRANPORT,$150.00
21DT00031A,2021-02-20,347 E 95TH ST,Chicago,IL,TRANPORT,$150.00
21DT00031A,2021-02-20,347 E 95TH ST,Chicago,IL,TRANPORT,$500.00
21DT00032A,2021-02-20,400 E 95TH ST,Chicago,IL,TRANPORT,$500.00
21DT00033A,2021-02-20,9510 S CONSTANCE AVE,Chicago,IL,TRANPORT,$0.00
21DT00033A,2021-02-20,9510 S CONSTANCE AVE,Chicago,IL,TRANPORT,$500.00
21DT00034A,2021-02-20,8336 S ASHLAND AVE,Chicago,IL,TRANPORT,$0.00
21DT00034A,2021-02-20,8336 S ASHLAND AVE,Chicago,IL,TRANPORT,$500.00
21DT000903,2021-02-20,1535 W GRAND ,Chicago,IL,TRANPORT,$150.00
21DT000903,2021-02-20,1535 W GRAND ,Chicago,IL,TRANPORT,$500.00
21DT000904,2021-02-20,2652 W CHICAGO ,Chicago,IL,TRANPORT,$0.00
21DT000904,2021-02-20,2652 W CHICAGO ,Chicago,IL,TRANPORT,$150.00
21DT000905,2021-02-20,2706 W CHICAGO ,Chicago,IL,TRANPORT,$150.00
21DT000906,2021-02-20,505 N ASHLAND ,Chicago,IL,TRANPORT,$150.00
21DT000907,2021-02-20,505 N HERMITAGE ,Chicago,IL,TRANPORT,$110.00
21DT000908,2021-02-20,1381 W GRAND ,Chicago,IL,TRANPORT,$150.00
21DT000928,2021-02-20,3244 W IRVING PARK ,Chicago,IL,TRANPORT,$150.00
21DT000928,2021-02-20,3244 W IRVING PARK ,Chicago,IL,TRANPORT,$500.00
21DT000929,2021-02-20,3232 W IRVING PARK ,Chicago,IL,TRANPORT,$150.00
21DT000930,2021-02-20,1429 W IRVING PARK ,Chicago,IL,TRANPORT,$150.00
21DT000930,2021-02-20,1429 W IRVING PARK ,Chicago,IL,TRANPORT,$500.00
21DT000932,2021-02-20,1415 W IRVING PARK ,Chicago,IL,TRANPORT,$150.00
21DT000933,2021-02-20,2201 W LAWERENCE ,Chicago,IL,TRANPORT,$150.00
21DT000934,2021-02-20,1619 W LAWERENCE ,Chicago,IL,TRANPORT,$150.00
21DT000935,2021-02-20,115 W LAWERENCE ,Chicago,IL,TRANPORT,$150.00
21DT000936,2021-02-20,1525 W LAWERENCE ,Chicago,IL,TRANPORT,$150.00
21DT000970,2021-02-20,1501 W LAWERENCE ,Chicago,IL,TRANPORT,$110.00
21DT000971,2021-02-20,4400 W IRVING PARK ,Chicago,IL,TRANPORT,$150.00
21DT001032,2021-02-20,2000 W MADISON ST,Chicago,IL,TRANPORT,$150.00
21DT001033,2021-02-20,130 S HALSTED ST,Chicago,IL,TRANPORT,$500.00
21DT001059,2021-02-20,1960 W MADISON ST,Chicago,IL,TRANPORT,$500.00
21DT001061,2021-02-20,1017 W DIVISION ST,Chicago,IL,TRANPORT,$150.00
21DT001064,2021-02-20,2428 W MADISON ST,Chicago,IL,TRANPORT,$0.00
21DT001064,2021-02-20,2428 W MADISON ST,Chicago,IL,TRANPORT,$150.00
21DT001065,2021-02-20,1600 W MADISON ST,Chicago,IL,TRANPORT,$0.00
21DT001065,2021-02-20,1600 W MADISON ST,Chicago,IL,TRANPORT,$150.00
21DT001066,2021-02-20,1528 N LASALLE DR,Chicago,IL,TRANPORT,$150.00
21DT001070,2021-02-20,114 N ABERDEEN ST,Chicago,IL,TRANPORT,$500.00
21DT001071,2021-02-20,19 N BISHOP ST,Chicago,IL,TRANPORT,$0.00
21DT001071,2021-02-20,19 N BISHOP ST,Chicago,IL,TRANPORT,$500.00
21DT001072,2021-02-20,2037 W MADISON ST,Chicago,IL,TRANPORT,$100.00
21DT001072,2021-02-20,2037 W MADISON ST,Chicago,IL,TRANPORT,$500.00
21DT001074,2021-02-20,232 S HALSTED ST,Chicago,IL,TRANPORT,$500.00
21DT001076,2021-02-20,1708 W MADISON ST,Chicago,IL,TRANPORT,$0.00
21DT001086,2021-02-20,801 W MADISON ST,Chicago,IL,TRANPORT,$500.00
21DT001088,2021-02-20,703 W GRAND ,Chicago,IL,TRANPORT,$150.00
21DT001089,2021-02-20,314 W SCHILLER ST,Chicago,IL,TRANPORT,$500.00
21DT001090,2021-02-20,873 N ORLEANS ST,Chicago,IL,TRANPORT,$150.00
21DT001091,2021-02-20,800 W ADAMS ST,Chicago,IL,TRANPORT,$0.00
21DT001091,2021-02-20,800 W ADAMS ST,Chicago,IL,TRANPORT,$500.00
21DT001092,2021-02-20,949 W HURON ST,Chicago,IL,TRANPORT,$500.00
21DT001093,2021-02-20,920 N ELIZABETH ST,Chicago,IL,TRANPORT,$500.00
21DT001096,2021-02-20,707 W GRAND ,Chicago,IL,TRANPORT,$500.00
21DT001101,2021-02-20,800 N ORLEANS ST,Chicago,IL,TRANPORT,$500.00
21DT001119,2021-02-20,2501 W LAWRENCE ,Chicago,IL,TRANPORT,$110.00
21DT001119,2021-02-20,2501 W LAWRENCE ,Chicago,IL,TRANPORT,$500.00
21DT001120,2021-02-20,2549 W LAWRENCE ,Chicago,IL,TRANPORT,$0.00
21DT001121,2021-02-20,2555 W LAWRENCE ,Chicago,IL,TRANPORT,$110.00
21DT001122,2021-02-20,4045 W LAWRENCE ,Chicago,IL,TRANPORT,$150.00
21DT001123,2021-02-20,4825 W LAWRENCE ,Chicago,IL,TRANPORT,$0.00
21DT001124,2021-02-20,5027 W LAWRENCE ,Chicago,IL,TRANPORT,$150.00
21DT001125,2021-02-20,5960 W LAWRENCE ,Chicago,IL,TRANPORT,$0.00
21DT001125,2021-02-20,5960 W LAWRENCE ,Chicago,IL,TRANPORT,$500.00
21DT001126,2021-02-20,5820 N MILWAUKEE ,Chicago,IL,TRANPORT,$500.00
21DT001127,2021-02-20,6348 N MILWAUKEE ,Chicago,IL,TRANPORT,$110.00
21DT001132,2021-02-20,2449 W LAWRENCE ,Chicago,IL,TRANPORT,$150.00
21DT001133,2021-02-20,2401 W LAWRENCE ,Chicago,IL,TRANPORT,$500.00
21DT001161,2021-02-20,2454 W JACKSON ,Chicago,IL,TRANPORT,$150.00
21DT001164,2021-02-20,700 N NOBLE ST,Chicago,IL,TRANPORT,$500.00
21DT001166,2021-02-20,813 N HOMAN ,Chicago,IL,TRANPORT,$0.00
21DT001166,2021-02-20,813 N HOMAN ,Chicago,IL,TRANPORT,$150.00
21DT001171,2021-02-20,314 S CALIFORNIA ,Chicago,IL,TRANPORT,$150.00
21DT001176,2021-02-20,3637 W DIVISION ST,Chicago,IL,TRANPORT,$500.00
21DT001177,2021-02-20,3114 W CARROLL ,Chicago,IL,TRANPORT,$500.00
21DT001178,2021-02-20,324 S CALIFORNIA ,Chicago,IL,TRANPORT,$150.00
21DT001178,2021-02-20,324 S CALIFORNIA ,Chicago,IL,TRANPORT,$500.00
21DT001179,2021-02-20,700 W CHICAGO ,Chicago,IL,TRANPORT,$0.00
21DT001179,2021-02-20,700 W CHICAGO ,Chicago,IL,TRANPORT,$500.00
21DT001186,2021-02-20,622 N TRUMBULL ,Chicago,IL,TRANPORT,$0.00
21DT001187,2021-02-20,2914 W FULTON ST,Chicago,IL,TRANPORT,$0.00
21DT001187,2021-02-20,2914 W FULTON ST,Chicago,IL,TRANPORT,$150.00
21DT001192,2021-02-20,264 N WESTERN ,Chicago,IL,TRANPORT,$100.00
21DT001192,2021-02-20,264 N WESTERN ,Chicago,IL,TRANPORT,$500.00
21DT001198,2021-02-20,2459 W JACKSON ,Chicago,IL,TRANPORT,$110.00
21DT001303,2021-02-20,4846 S ARCHER ,Chicago,IL,TRANPORT,$150.00
21DT001304,2021-02-20,4784 S ARCHER ,Chicago,IL,TRANPORT,$500.00
21DT001305,2021-02-20,4651 W 63RD ST,Chicago,IL,TRANPORT,$150.00
21DT001306,2021-02-20,7045 S PULASKI RD,Chicago,IL,TRANPORT,$150.00
21DT001306,2021-02-20,7045 S PULASKI RD,Chicago,IL,TRANPORT,$500.00
21DT001307,2021-02-20,4200 W 55TH ST,Chicago,IL,TRANPORT,$150.00
21DT001271,2021-02-21,3 E WASHINGTON ,Chicago,IL,TRANPORT,$500.00
21DS19935M,2021-02-22,1415 W 76TH ST,Chicago,IL,STRTSAN,$500.00
21DS20615M,2021-02-22,6307 S ARTESIAN AVE,Chicago,IL,STRTSAN,$500.00
21DS20633M,2021-02-22,3238 W WALNUT ST,Chicago,IL,STRTSAN,$0.00
21DS20633M,2021-02-22,3238 W WALNUT ST,Chicago,IL,STRTSAN,$300.00
21DS20633M,2021-02-22,3238 W WALNUT ST,Chicago,IL,STRTSAN,$500.00
21DS20633M,2021-02-22,3238 W WALNUT ST,Chicago,IL,STRTSAN,$600.00
21DS20635M,2021-02-22,5048 S DAMEN AVE,Chicago,IL,STRTSAN,$0.00
21DS20676M,2021-02-22,1500 W TAYLOR ST,Chicago,IL,STRTSAN,$50.00
21DS20699M,2021-02-22,2010 W 51ST ST,Chicago,IL,STRTSAN,$50.00
21DS20699M,2021-02-22,2010 W 51ST ST,Chicago,IL,STRTSAN,$500.00
21DT000477,2021-02-22,2997 S ARCHER ,Chicago,IL,TRANPORT,$150.00
21DT000845,2021-02-22,4761 W BELMONT ,Chicago,IL,TRANPORT,$150.00
21DT000845,2021-02-22,4761 W BELMONT ,Chicago,IL,TRANPORT,$500.00
21DT000847,2021-02-22,5129 W BELMONT ,Chicago,IL,TRANPORT,$150.00
21DT000849,2021-02-22,5400 W DIVERSEY ,Chicago,IL,TRANPORT,$110.00
21DT000849,2021-02-22,5400 W DIVERSEY ,Chicago,IL,TRANPORT,$150.00
21DT000850,2021-02-22,4358 W FULLERTON ,Chicago,IL,TRANPORT,$150.00
