Docket Number,Violation Date,Violation Address,City,State,Issuing Department Code,Imposed Fine Detailed
19CP010534,2001-01-01,6011 W GRAND ,Chicago,IL,POLICE,$0.00
19DT000348,2001-01-01,93  MCCUTCHEON TE ,Chicago,IL,TRANPORT,$500.00
19DT000473,2001-01-01,9232 S ASHLAND ,Chicago,IL,TRANPORT,$150.00
19DT000710,2001-01-01,4307 S CALUMET ,Chicago,IL,TRANPORT,$110.00
20DT000508,2001-01-01,4050 S WENTWORTH ,Chicago,IL,TRANPORT,$150.00
21DT000391,2001-01-01,5459 S SAWYER ,Chicago,IL,TRANPORT,$0.00
21DT000391,2001-01-01,5459 S SAWYER ,Chicago,IL,TRANPORT,$500.00
21DT000673,2001-01-01,3226 N CICERO ,Chicago,IL,TRANPORT,$150.00
21DT000679,2001-01-01,3401 W ARMITAGE ,Chicago,IL,TRANPORT,$0.00
21DT001581,2001-01-01,1900 W CORTLAND ST,Chicago,IL,TRANPORT,$0.00
22DT000955,2001-01-01,2528 N CALIFORNIA ,Chicago,IL,TRANPORT,$150.00
22DT000955,2001-01-01,2528 N CALIFORNIA ,Chicago,IL,TRANPORT,$500.00
22DT001203,2001-01-01,2551 W CERMAK RD,Chicago,IL,TRANPORT,$150.00
22DT001386,2001-01-01,440 N ABERDEEN ,Chicago,IL,TRANPORT,$150.00
23DT000597,2001-01-01,3258 N SOUTHPORT ,Chicago,IL,TRANPORT,$500.00
21DT000487,2012-01-29,1 E HURON ST,Chicago,IL,TRANPORT,$500.00
18DS11011L,2018-01-05,741 W 123RD ST,Chicago,IL,STRTSAN,$0.00
18DS16572L,2018-02-08,5033 S CICERO AVE,Chicago,IL,STRTSAN,$50.00
18DS23469L,2018-02-13,4100 W MADISON ST,Chicago,IL,STRTSAN,$50.00
19DS38761L,2018-11-26,4909 W MADISON ST,Chicago,IL,STRTSAN,$0.00
19DS38761L,2018-11-26,4909 W MADISON ST,Chicago,IL,STRTSAN,$50.00
19DS38761L,2018-11-26,4909 W MADISON ST,Chicago,IL,STRTSAN,$300.00
19DS38826L,2018-11-26,5000 W QUINCY ST,Chicago,IL,STRTSAN,$150.00
18CP093079,2018-11-27,5045 N TRIPP ,Chicago,IL,POLICE,$0.00
18DT002613,2018-11-27,3555 N CENTRAL ,Chicago,IL,TRANPORT,$110.00
18DT002615,2018-11-27,4010 W FULLERTON ,Chicago,IL,TRANPORT,$150.00
19DS29173L,2018-11-27,2655 W 47TH ST,Chicago,IL,STRTSAN,$0.00
19DS29173L,2018-11-27,2655 W 47TH ST,Chicago,IL,STRTSAN,$150.00
19DS29173L,2018-11-27,2655 W 47TH ST,Chicago,IL,STRTSAN,$500.00
19DS38726L,2018-11-27,2559 W 47TH ST,Chicago,IL,STRTSAN,$500.00
19DS38888L,2018-11-27,4756 S ROCKWELL ST,Chicago,IL,STRTSAN,$150.00
19DS38904L,2018-11-27,4759 S ROCKWELL ST,Chicago,IL,STRTSAN,$150.00
19DS38929L,2018-11-27,7310 N ROGERS AVE,Chicago,IL,STRTSAN,$0.00
18DT002539,2018-11-28,951 W MARGATE TER ,Chicago,IL,TRANPORT,$0.00
18DT002540,2018-11-28,93  MCCTCHEN TER ,Chicago,IL,TRANPORT,$0.00
18DT002600,2018-11-28,300 W WASHINGTON ST,Chicago,IL,TRANPORT,$150.00
18DT002614,2018-11-28,3522 W DIVERSEY ,Chicago,IL,TRANPORT,$110.00
18DT002614,2018-11-28,3522 W DIVERSEY ,Chicago,IL,TRANPORT,$150.00
18DT002655,2018-11-28,3200 W WASHINGTON ,Chicago,IL,TRANPORT,$110.00
18DT002655,2018-11-28,3200 W WASHINGTON ,Chicago,IL,TRANPORT,$150.00
19DS37903L,2018-11-28,4051 W 47TH ST,Chicago,IL,STRTSAN,$50.00
19DS37903L,2018-11-28,4051 W 47TH ST,Chicago,IL,STRTSAN,$500.00
19DS38789L,2018-11-28,4220 W 47TH ST,Chicago,IL,STRTSAN,$500.00
19DS38811L,2018-11-28,7310 N ROGERS AVE,Chicago,IL,STRTSAN,$50.00
19DS38811L,2018-11-28,7310 N ROGERS AVE,Chicago,IL,STRTSAN,$500.00
19DS39286L,2018-11-28,3165 N MILWAUKEE AVE,Chicago,IL,STRTSAN,$150.00
19DS39340L,2018-11-28,4047 W 47TH ST,Chicago,IL,STRTSAN,$150.00
19DS39640L,2018-11-28,4059 W 47TH ST,Chicago,IL,STRTSAN,$0.00
19DS39640L,2018-11-28,4059 W 47TH ST,Chicago,IL,STRTSAN,$150.00
19DS39680L,2018-11-28,4455 S PULASKI RD,Chicago,IL,STRTSAN,$500.00
19DS39803L,2018-11-28,4138 W 47TH ST,Chicago,IL,STRTSAN,$50.00
19DS39822L,2018-11-28,4137 W 47TH ST,Chicago,IL,STRTSAN,$150.00
19DS39870L,2018-11-28,3424 N SOUTHPORT AVE,Chicago,IL,STRTSAN,$150.00
19DT000127,2018-11-28,375 N MORGAN ST,Chicago,IL,TRANPORT,$500.00
18DT002534,2018-11-29,2403 N ORCHARD ST,Chicago,IL,TRANPORT,$0.00
18DT002534,2018-11-29,2403 N ORCHARD ST,Chicago,IL,TRANPORT,$100.00
18DT002534,2018-11-29,2403 N ORCHARD ST,Chicago,IL,TRANPORT,$500.00
18DT002535,2018-11-29,644 W SCHUBERT ,Chicago,IL,TRANPORT,$110.00
18DT002541,2018-11-29,448 W BARRY ,Chicago,IL,TRANPORT,$0.00
18DT002541,2018-11-29,448 W BARRY ,Chicago,IL,TRANPORT,$110.00
18DT002541,2018-11-29,448 W BARRY ,Chicago,IL,TRANPORT,$150.00
18DT002541,2018-11-29,448 W BARRY ,Chicago,IL,TRANPORT,$350.00
18DT002645,2018-11-29,4700 W MONTROSE ,Chicago,IL,TRANPORT,$110.00
18DT002646,2018-11-29,3049 W FULLERTON ,Chicago,IL,TRANPORT,$110.00
18DT002646,2018-11-29,3049 W FULLERTON ,Chicago,IL,TRANPORT,$150.00
19DS28555L,2018-11-29,4544 N LAPORTE AVE,Chicago,IL,STRTSAN,$50.00
19DS34417L,2018-11-29,618 E 43RD ST,Chicago,IL,STRTSAN,$0.00
19DS34693L,2018-11-29,610 E 43RD ST,Chicago,IL,STRTSAN,$150.00
19DS37025L,2018-11-29,6211 N LINCOLN AVE,Chicago,IL,STRTSAN,$150.00
19DS39486L,2018-11-29,6401 W ARCHER AVE,Chicago,IL,STRTSAN,$150.00
19DS39577L,2018-11-29,543 E 43RD ST,Chicago,IL,STRTSAN,$500.00
19DS39929L,2018-11-29,501 E 43RD ST,Chicago,IL,STRTSAN,$500.00
19DS40019L,2018-11-29,600 E 43RD ST,Chicago,IL,STRTSAN,$500.00
19DS40687L,2018-11-29,645 E 43RD ST,Chicago,IL,STRTSAN,$0.00
19DS40687L,2018-11-29,645 E 43RD ST,Chicago,IL,STRTSAN,$100.00
19DS40868L,2018-11-29,6211 N LINCOLN AVE,Chicago,IL,STRTSAN,$150.00
18DT002526,2018-11-30,3401 W DIVERSEY ,Chicago,IL,TRANPORT,$110.00
18DT002526,2018-11-30,3401 W DIVERSEY ,Chicago,IL,TRANPORT,$150.00
18DT002527,2018-11-30,4225 W ARMITAGE ,Chicago,IL,TRANPORT,$110.00
18DT002527,2018-11-30,4225 W ARMITAGE ,Chicago,IL,TRANPORT,$150.00
18DT002529,2018-11-30,3057 N CICERO ,Chicago,IL,TRANPORT,$110.00
18DT002529,2018-11-30,3057 N CICERO ,Chicago,IL,TRANPORT,$150.00
18DT002533,2018-11-30,101 N JEFFERSON ST,Chicago,IL,TRANPORT,$500.00
18DT002543,2018-11-30,6677 N OLIPHANT ,Chicago,IL,TRANPORT,$500.00
19DS40298L,2018-11-30,831 E OAKWOOD BLVD,Chicago,IL,STRTSAN,$500.00
19DS40298L,2018-11-30,831 E OAKWOOD BLVD,Chicago,IL,STRTSAN,$600.00
19DT000604,2019-01-02,5300 S LARAMIE ,Chicago,IL,TRANPORT,$500.00
19DS28315L,2019-01-03,1746 N BISSELL ST,Chicago,IL,STRTSAN,$0.00
19DS28315L,2019-01-03,1746 N BISSELL ST,Chicago,IL,STRTSAN,$500.00
19CP004491,2019-01-06,1800 S LAKE SHORE DR ,Chicago,IL,POLICE,$0.00
19DS40866L,2019-01-14,3222 W WASHINGTON BLVD,Chicago,IL,STRTSAN,$500.00
19DS41255L,2019-01-14,3206 W WASHINGTON BLVD,Chicago,IL,STRTSAN,$150.00
19DT000168,2019-01-14,1606 W MADISON ST,Chicago,IL,TRANPORT,$150.00
19DT000168,2019-01-14,1606 W MADISON ST,Chicago,IL,TRANPORT,$500.00
19DT000169,2019-01-14,2 S HALSTED ST,Chicago,IL,TRANPORT,$110.00
19DT000170,2019-01-14,1005 W HURON ST,Chicago,IL,TRANPORT,$100.00
19DT000170,2019-01-14,1005 W HURON ST,Chicago,IL,TRANPORT,$500.00
19DT000171,2019-01-14,707 N CARPENTER ST,Chicago,IL,TRANPORT,$0.00
19DT000171,2019-01-14,707 N CARPENTER ST,Chicago,IL,TRANPORT,$500.00
19DT000347,2019-01-14,951 W MARGATE ,Chicago,IL,TRANPORT,$500.00
19DT000531,2019-01-14,71 E 43RD ST,Chicago,IL,TRANPORT,$150.00
19CP004837,2019-01-15,1249 W 63RD ST,Chicago,IL,POLICE,$0.00
19CP004838,2019-01-15,7015 S THROOP ST,Chicago,IL,POLICE,$0.00
19DS29347L,2019-01-15,5441 S KEDZIE AVE,Chicago,IL,STRTSAN,$500.00
19DS31163L,2019-01-15,5333 S ARCHER AVE,Chicago,IL,STRTSAN,$150.00
19DS34579L,2019-01-15,4710 S WESTERN AVE,Chicago,IL,STRTSAN,$0.00
19DS37450L,2019-01-15,4710 S WESTERN AVE,Chicago,IL,STRTSAN,$500.00
19DS41101L,2019-01-15,5103 S LUNA AVE,Chicago,IL,STRTSAN,$500.00
19DS41197L,2019-01-15,1858 W 47TH ST,Chicago,IL,STRTSAN,$0.00
19DS41197L,2019-01-15,1858 W 47TH ST,Chicago,IL,STRTSAN,$300.00
19DS41203L,2019-01-15,4551 S ASHLAND AVE,Chicago,IL,STRTSAN,$30.00
19DS41222L,2019-01-15,1958 W 47TH ST,Chicago,IL,STRTSAN,$150.00
19DS41236L,2019-01-15,2432 W 47TH ST,Chicago,IL,STRTSAN,$150.00
19DS41237L,2019-01-15,4443 S ASHLAND AVE,Chicago,IL,STRTSAN,$0.00
19DS41237L,2019-01-15,4443 S ASHLAND AVE,Chicago,IL,STRTSAN,$500.00
19DS41250L,2019-01-15,4453 S ASHLAND AVE,Chicago,IL,STRTSAN,$150.00
19DS41250L,2019-01-15,4453 S ASHLAND AVE,Chicago,IL,STRTSAN,$500.00
19DS41258L,2019-01-15,4539 S ASHLAND AVE,Chicago,IL,STRTSAN,$50.00
19DS41264L,2019-01-15,2652 W 47TH ST,Chicago,IL,STRTSAN,$150.00
19DS41267L,2019-01-15,4649 S WASHTENAW AVE,Chicago,IL,STRTSAN,$0.00
19DS41267L,2019-01-15,4649 S WASHTENAW AVE,Chicago,IL,STRTSAN,$50.00
19DS41314L,2019-01-15,1948 W PETERSON AVE,Chicago,IL,STRTSAN,$150.00
19DS41342L,2019-01-15,4543 S ASHLAND AVE,Chicago,IL,STRTSAN,$150.00
19DS41348L,2019-01-15,4541 S ASHLAND AVE,Chicago,IL,STRTSAN,$30.00
19DS41379L,2019-01-15,5103 S ARCHER AVE,Chicago,IL,STRTSAN,$500.00
19DS41753L,2019-01-15,1614 W 47TH ST,Chicago,IL,STRTSAN,$150.00
19DS41792L,2019-01-15,3356 W 51ST ST,Chicago,IL,STRTSAN,$150.00
19DS41908L,2019-01-15,1710 W 47TH ST,Chicago,IL,STRTSAN,$150.00
19DS41913L,2019-01-15,1738 W 47TH ST,Chicago,IL,STRTSAN,$50.00
19DS41913L,2019-01-15,1738 W 47TH ST,Chicago,IL,STRTSAN,$500.00
19DS41916L,2019-01-15,1700 W 47TH ST,Chicago,IL,STRTSAN,$500.00
19DS41926L,2019-01-15,1740 W 47TH ST,Chicago,IL,STRTSAN,$500.00
19DS41946L,2019-01-15,3035 W 55TH ST,Chicago,IL,STRTSAN,$0.00
19DS44682L,2019-01-15,4640 S ASHLAND AVE,Chicago,IL,STRTSAN,$150.00
19DS44696L,2019-01-15,4612 S ASHLAND AVE,Chicago,IL,STRTSAN,$50.00
19DS44727L,2019-01-15,4545 S ASHLAND AVE,Chicago,IL,STRTSAN,$50.00
19DS44739L,2019-01-15,4410 S ASHLAND AVE,Chicago,IL,STRTSAN,$500.00
19DS44780L,2019-01-15,4400 S ASHLAND AVE,Chicago,IL,STRTSAN,$50.00
19DS44808L,2019-01-15,5500 S SAWYER AVE,Chicago,IL,STRTSAN,$150.00
19DS44828L,2019-01-15,4456 S ASHLAND AVE,Chicago,IL,STRTSAN,$150.00
19DS44834L,2019-01-15,1543 W 46TH ST,Chicago,IL,STRTSAN,$500.00
19DT000277,2019-01-15,4305 W FULLERTON ,Chicago,IL,TRANPORT,$110.00
19DT000493,2019-01-15,924 N CLARK ST,Chicago,IL,TRANPORT,$500.00
19DT000523,2019-01-15,1525 N CLYBOURN ,Chicago,IL,TRANPORT,$500.00
19DT001031,2019-01-15,1144 W GRAND ,Chicago,IL,TRANPORT,$500.00
19DT001032,2019-01-15,1702 W MADISON ,Chicago,IL,TRANPORT,$0.00
19CP003510,2019-01-16,5045 N TRIPP ,Chicago,IL,POLICE,$0.00
19DS41249L,2019-01-16,4600 S KARLOV AVE,Chicago,IL,STRTSAN,$150.00
19DS41406L,2019-01-16,7715 S MICHIGAN AVE,Chicago,IL,STRTSAN,$500.00
19DS41420L,2019-01-16,4500 S WESTERN AVE,Chicago,IL,STRTSAN,$150.00
19DS41425L,2019-01-16,2144 N BISSELL ST,Chicago,IL,STRTSAN,$0.00
19DS41425L,2019-01-16,2144 N BISSELL ST,Chicago,IL,STRTSAN,$300.00
19DS41468L,2019-01-16,2509 W 47TH ST,Chicago,IL,STRTSAN,$150.00
19DS41503L,2019-01-16,2559 W 47TH ST,Chicago,IL,STRTSAN,$500.00
19DS41503L,2019-01-16,2559 W 47TH ST,Chicago,IL,STRTSAN,$600.00
19DS41521L,2019-01-16,2553 W 47TH ST,Chicago,IL,STRTSAN,$150.00
19DS41526L,2019-01-16,2621 W 47TH ST,Chicago,IL,STRTSAN,$150.00
19DS41562L,2019-01-16,7751 S MICHIGAN AVE,Chicago,IL,STRTSAN,$0.00
19DS41572L,2019-01-16,4524 S WESTERN AVE,Chicago,IL,STRTSAN,$150.00
19DS41622L,2019-01-16,7729 S MICHIGAN AVE,Chicago,IL,STRTSAN,$150.00
19DS42199L,2019-01-16,4400 S CALIFORNIA AVE,Chicago,IL,STRTSAN,$150.00
19DS42200L,2019-01-16,4223 S ARCHER AVE,Chicago,IL,STRTSAN,$500.00
19DS42200L,2019-01-16,4223 S ARCHER AVE,Chicago,IL,STRTSAN,$600.00
19DS42443L,2019-01-16,7757 S MICHIGAN AVE,Chicago,IL,STRTSAN,$500.00
19DT000282,2019-01-16,4601 W ARMITAGE ,Chicago,IL,TRANPORT,$150.00
19DT000365,2019-01-16,2504 W 47TH ST,Chicago,IL,TRANPORT,$150.00
19DT000367,2019-01-16,2501 W 47TH ST,Chicago,IL,TRANPORT,$150.00
19DT000413,2019-01-16,1366 W WALTON ST,Chicago,IL,TRANPORT,$500.00
19DT000414,2019-01-16,933 N NOBLE ST,Chicago,IL,TRANPORT,$500.00
19DT000419,2019-01-16,662 N HUDSON ,Chicago,IL,TRANPORT,$110.00
19DT000535,2019-01-16,930 N RACINE ,Chicago,IL,TRANPORT,$150.00
19DT000536,2019-01-16,735 N THROOP ST,Chicago,IL,TRANPORT,$150.00
19DT000536,2019-01-16,735 N THROOP ST,Chicago,IL,TRANPORT,$500.00
19DT000717,2019-01-16,4133 W BERTEAU ,Chicago,IL,TRANPORT,$110.00
19DT001931,2019-01-16,1609 W OHIO ,Chicago,IL,TRANPORT,$110.00
19DS41502L,2019-01-17,6414 S ASHLAND AVE,Chicago,IL,STRTSAN,$0.00
19DS41502L,2019-01-17,6414 S ASHLAND AVE,Chicago,IL,STRTSAN,$300.00
19DS41504L,2019-01-17,6426 S ASHLAND AVE,Chicago,IL,STRTSAN,$0.00
19DS41504L,2019-01-17,6426 S ASHLAND AVE,Chicago,IL,STRTSAN,$300.00
19DT000418,2019-01-17,450 N OGDEN ,Chicago,IL,TRANPORT,$0.00
19DT000422,2019-01-17,800 W FULTON MARKET ,Chicago,IL,TRANPORT,$110.00
19DT000424,2019-01-17,415 N SANGAMON ST,Chicago,IL,TRANPORT,$500.00
19DT000352,2019-01-18,3109 W SCHUBERT ,Chicago,IL,TRANPORT,$150.00
19CP005780,2019-01-21,4443 W BARRY ,Chicago,IL,POLICE,$0.00
19CP006751,2019-01-22,1055 W 63RD ST,Chicago,IL,POLICE,$0.00
19CP006751,2019-01-22,1055 W 63RD ST,Chicago,IL,POLICE,$150.00
19DS41153L,2019-01-22,3222 W WASHINGTON BLVD,Chicago,IL,STRTSAN,$500.00
19DS41682L,2019-01-22,10456 S LONGWOOD DR,Chicago,IL,STRTSAN,$150.00
19DS41774L,2019-01-22,10 S HOMAN AVE,Chicago,IL,STRTSAN,$0.00
19DS41774L,2019-01-22,10 S HOMAN AVE,Chicago,IL,STRTSAN,$150.00
19DS41805L,2019-01-22,110 S HOMAN AVE,Chicago,IL,STRTSAN,$500.00
19DS41805L,2019-01-22,110 S HOMAN AVE,Chicago,IL,STRTSAN,$600.00
19DS41855L,2019-01-22,3407 W MADISON ST,Chicago,IL,STRTSAN,$150.00
19DT000353,2019-01-22,8801 S ASHLAND ,Chicago,IL,TRANPORT,$150.00
19DT000354,2019-01-22,8617 S ASHLAND ,Chicago,IL,TRANPORT,$150.00
19DT000355,2019-01-22,10208 S VINCENNES ,Chicago,IL,TRANPORT,$500.00
19DT000358,2019-01-22,10239 S BEVERLY ,Chicago,IL,TRANPORT,$150.00
19DT000364,2019-01-22,9101 S STONY ISLAND ,Chicago,IL,TRANPORT,$500.00
19DT000366,2019-01-22,8700 S CONSTANCE ,Chicago,IL,TRANPORT,$150.00
19DT000411,2019-01-22,658 N LASALLE DR,Chicago,IL,TRANPORT,$110.00
19DT000412,2019-01-22,146 W ERIE ST,Chicago,IL,TRANPORT,$110.00
19DT000421,2019-01-22,478 N MILWAUKEE ,Chicago,IL,TRANPORT,$0.00
19DT000423,2019-01-22,214 W WASHINGTON ST,Chicago,IL,TRANPORT,$150.00
19DT000470,2019-01-22,8623 S ASHLAND ,Chicago,IL,TRANPORT,$500.00
19DT000489,2019-01-22,180 W RANDOLPH ST,Chicago,IL,TRANPORT,$150.00
19DT000497,2019-01-22,1459 N WOOD ST,Chicago,IL,TRANPORT,$110.00
19DT000498,2019-01-22,1461 N WOOD ST,Chicago,IL,TRANPORT,$0.00
19DT000499,2019-01-22,1523 W FULLERTON ,Chicago,IL,TRANPORT,$150.00
19DT000500,2019-01-22,1717 N CLYBOURN ,Chicago,IL,TRANPORT,$150.00
19DT000501,2019-01-22,1457 N HOOD ST,Chicago,IL,TRANPORT,$150.00
19DT000502,2019-01-22,1713 N CLYBOURN ,Chicago,IL,TRANPORT,$0.00
19DT000502,2019-01-22,1713 N CLYBOURN ,Chicago,IL,TRANPORT,$500.00
19DT000503,2019-01-22,1166 N STATE ST,Chicago,IL,TRANPORT,$150.00
19DT000504,2019-01-22,1455 N WOOD ST,Chicago,IL,TRANPORT,$150.00
19DT000512,2019-01-22,1115 W 95TH ST,Chicago,IL,TRANPORT,$150.00
19DT000513,2019-01-22,9510 S VINCENNES ,Chicago,IL,TRANPORT,$150.00
19DT000539,2019-01-22,2405 W GRAND ,Chicago,IL,TRANPORT,$150.00
19DT000539,2019-01-22,2405 W GRAND ,Chicago,IL,TRANPORT,$500.00
19DT000540,2019-01-22,2950 W GRAND ,Chicago,IL,TRANPORT,$0.00
19DT000540,2019-01-22,2950 W GRAND ,Chicago,IL,TRANPORT,$80.00
19DT000543,2019-01-22,815 N RIDGEWAY ,Chicago,IL,TRANPORT,$110.00
19DT000544,2019-01-22,2950 W GRAND ,Chicago,IL,TRANPORT,$0.00
19DT000544,2019-01-22,2950 W GRAND ,Chicago,IL,TRANPORT,$80.00
19DT000545,2019-01-22,2349 W GRAND ,Chicago,IL,TRANPORT,$150.00
19DT000563,2019-01-22,3034 N PULASKI RD,Chicago,IL,TRANPORT,$150.00
19DT001033,2019-01-22,919 W WRIGHTWOOD ,Chicago,IL,TRANPORT,$0.00
19DT001033,2019-01-22,919 W WRIGHTWOOD ,Chicago,IL,TRANPORT,$500.00
19CP005187,2019-01-23,901 N CICERO ,Chicago,IL,POLICE,$500.00
19CP005188,2019-01-23,1120 N CICERO ,Chicago,IL,POLICE,$500.00
19CP005189,2019-01-23,1100 N CICERO ,Chicago,IL,POLICE,$70.00
19CP005189,2019-01-23,1100 N CICERO ,Chicago,IL,POLICE,$150.00
19CP005190,2019-01-23,5439 W DIVERSEY ,Chicago,IL,POLICE,$150.00
19CP005190,2019-01-23,5439 W DIVERSEY ,Chicago,IL,POLICE,$500.00
19CP005191,2019-01-23,5129 W BELMONT ,Chicago,IL,POLICE,$0.00
19CP005191,2019-01-23,5129 W BELMONT ,Chicago,IL,POLICE,$150.00
19CP006834,2019-01-23,6701 S DAMEN ,Chicago,IL,POLICE,$500.00
19CP006835,2019-01-23,6549 S DAMEN ,Chicago,IL,POLICE,$0.00
19CP006835,2019-01-23,6549 S DAMEN ,Chicago,IL,POLICE,$500.00
19DS41834L,2019-01-23,4415 N MILWAUKEE AVE,Chicago,IL,STRTSAN,$150.00
19DS41944L,2019-01-23,351 W VAN BUREN ST,Chicago,IL,STRTSAN,$0.00
19DS42182L,2019-01-23,3341 W MADISON ST,Chicago,IL,STRTSAN,$150.00
19DS57948L,2019-01-23,3350 W VAN BUREN ST,Chicago,IL,STRTSAN,$150.00
19DT000394,2019-01-23,1354 S WABASH ,Chicago,IL,TRANPORT,$500.00
19DT000399,2019-01-23,4540 W GEORGE ST,Chicago,IL,TRANPORT,$0.00
19DT000399,2019-01-23,4540 W GEORGE ST,Chicago,IL,TRANPORT,$150.00
19DT000400,2019-01-23,4552 W GEORGE ST,Chicago,IL,TRANPORT,$100.00
19DT000400,2019-01-23,4552 W GEORGE ST,Chicago,IL,TRANPORT,$150.00
19DT000401,2019-01-23,4564 W GEORGE ST,Chicago,IL,TRANPORT,$110.00
19DT000401,2019-01-23,4564 W GEORGE ST,Chicago,IL,TRANPORT,$150.00
19DT000463,2019-01-23,5917 N LINCOLN ,Chicago,IL,TRANPORT,$150.00
19DT000541,2019-01-23,109 N JEFFERSON ST,Chicago,IL,TRANPORT,$150.00
19DT000542,2019-01-23,110 E PEARSON ST,Chicago,IL,TRANPORT,$150.00
19DT000579,2019-01-23,1020 W LAKE ST,Chicago,IL,TRANPORT,$150.00
19DT000596,2019-01-23,553 W 36TH ST,Chicago,IL,TRANPORT,$150.00
19DT000624,2019-01-23,1201 W KINZIE ST,Chicago,IL,TRANPORT,$150.00
19DT000626,2019-01-23,1101 W KINZIE ST,Chicago,IL,TRANPORT,$0.00
19DT000718,2019-01-23,5433 N LINCOLN ,Chicago,IL,TRANPORT,$110.00
19CP006257,2019-01-24,934 W 74TH ST,Chicago,IL,POLICE,$500.00
19DS32129L,2019-01-24,4351 S COTTAGE GROVE AVE,Chicago,IL,STRTSAN,$0.00
19DS32542L,2019-01-24,1400 E 47TH DR,Chicago,IL,STRTSAN,$0.00
19DS37030L,2019-01-24,6211 N LINCOLN AVE,Chicago,IL,STRTSAN,$150.00
19DS41544L,2019-01-24,7410 N HOYNE AVE,Chicago,IL,STRTSAN,$500.00
19DS42166L,2019-01-24,9520 S JEFFERY AVE,Chicago,IL,STRTSAN,$150.00
19DS42176L,2019-01-24,705 S CLARK ST,Chicago,IL,STRTSAN,$75.00
19DS42176L,2019-01-24,705 S CLARK ST,Chicago,IL,STRTSAN,$150.00
19DT000356,2019-01-24,10256 S KING DR ,Chicago,IL,TRANPORT,$150.00
19DT000357,2019-01-24,7855 S CRANDON ,Chicago,IL,TRANPORT,$0.00
19DT000357,2019-01-24,7855 S CRANDON ,Chicago,IL,TRANPORT,$150.00
19DT000357,2019-01-24,7855 S CRANDON ,Chicago,IL,TRANPORT,$500.00
19DT000359,2019-01-24,721 E 103RD ST,Chicago,IL,TRANPORT,$110.00
19DT000359,2019-01-24,721 E 103RD ST,Chicago,IL,TRANPORT,$150.00
19DT000377,2019-01-24,723 N OGDEN ,Chicago,IL,TRANPORT,$150.00
19DT000379,2019-01-24,1119 W RANDOLPH ST,Chicago,IL,TRANPORT,$150.00
19DT000390,2019-01-24,1140 W ERIE ST,Chicago,IL,TRANPORT,$110.00
19DT000392,2019-01-24,11 N GREEN ST,Chicago,IL,TRANPORT,$150.00
19DT000393,2019-01-24,1123 W RANDOLPH ST,Chicago,IL,TRANPORT,$500.00
19DT000396,2019-01-24,1465 W ERIE ST,Chicago,IL,TRANPORT,$0.00
19DT000396,2019-01-24,1465 W ERIE ST,Chicago,IL,TRANPORT,$500.00
19DT000398,2019-01-24,3700 S WALLACE ST,Chicago,IL,TRANPORT,$110.00
19DT000471,2019-01-24,11400 S HALSTED ST,Chicago,IL,TRANPORT,$500.00
19DT000510,2019-01-24,10615 S HALE ,Chicago,IL,TRANPORT,$500.00
19DT000511,2019-01-24,2021 E 83RD ST,Chicago,IL,TRANPORT,$150.00
19DT000605,2019-01-24,5056 S WESTERN ,Chicago,IL,TRANPORT,$110.00
19DT000629,2019-01-24,1123 W RANDOLPH ST,Chicago,IL,TRANPORT,$150.00
19DT000629,2019-01-24,1123 W RANDOLPH ST,Chicago,IL,TRANPORT,$500.00
19DT000630,2019-01-24,1115 W RANDOLPH ST,Chicago,IL,TRANPORT,$500.00
19DT000631,2019-01-24,213 N RACINE ,Chicago,IL,TRANPORT,$150.00
19DT000631,2019-01-24,213 N RACINE ,Chicago,IL,TRANPORT,$500.00
19DT000632,2019-01-24,3724 W CHICAGO ,Chicago,IL,TRANPORT,$500.00
19DT000638,2019-01-24,3759 W CHICAGO ,Chicago,IL,TRANPORT,$100.00
19DT000638,2019-01-24,3759 W CHICAGO ,Chicago,IL,TRANPORT,$500.00
19DT000982,2019-01-24,401 N MAY ST,Chicago,IL,TRANPORT,$500.00
19DT001030,2019-01-24,3744 W CHICAGO ,Chicago,IL,TRANPORT,$0.00
19DT001030,2019-01-24,3744 W CHICAGO ,Chicago,IL,TRANPORT,$200.00
19DS41533L,2019-01-25,7410 N HOYNE AVE,Chicago,IL,STRTSAN,$500.00
19DS41717L,2019-01-25,930 W NEWPORT AVE,Chicago,IL,STRTSAN,$150.00
19DS41880L,2019-01-25,2701 N CENTRAL AVE,Chicago,IL,STRTSAN,$500.00
19DS43320L,2019-01-25,700 N WELLS ST,Chicago,IL,STRTSAN,$500.00
19DT000376,2019-01-25,159 N CARPENTER ST,Chicago,IL,TRANPORT,$150.00
19DT000376,2019-01-25,159 N CARPENTER ST,Chicago,IL,TRANPORT,$500.00
19DT000378,2019-01-25,5050 S KING DR,Chicago,IL,TRANPORT,$500.00
19DT000395,2019-01-25,1001 W GRAND ,Chicago,IL,TRANPORT,$150.00
19DT000395,2019-01-25,1001 W GRAND ,Chicago,IL,TRANPORT,$500.00
19DT000397,2019-01-25,1023 W LAKE ST,Chicago,IL,TRANPORT,$500.00
19DT000404,2019-01-25,3821 W WRIGHTWOOD ,Chicago,IL,TRANPORT,$150.00
19DT000404,2019-01-25,3821 W WRIGHTWOOD ,Chicago,IL,TRANPORT,$500.00
19DT000443,2019-01-25,801 N CLARK ST,Chicago,IL,TRANPORT,$150.00
19DT000472,2019-01-25,11048 S HALSTED ST,Chicago,IL,TRANPORT,$150.00
